Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,18.46100,2.24800,16.21300,11.16800,13.61300,,24.78100,-8.56800,1.91600,-6.65200,0.34600,-6.99800,-6.99800,-6.99800,-8.44700,-8.56800,44.62700,44.62700,-0.16000,-0.16000,3.91650,87.82300,-46.41140,-46.41140,-36.03270,-37.90690,0.15270,0.23520,0.92690,97.09330,-7.57120,-7.77010,-5.78740,-7.57120,2.06470,-0.238,-0.238
2024-06-30,22.79800,3.01400,19.78400,12.34100,17.23200,,29.57300,-9.78900,0.64000,-9.14900,0.10000,-9.24900,-9.24900,-9.24900,-9.63600,-9.78900,44.02200,44.02200,-0.21000,-0.21000,2.91610,86.77950,-42.93800,-42.93800,-40.13070,-40.56940,0.15830,0.35470,1.02740,87.60370,-9.70150,-9.95780,-6.42140,-9.70150,2.13920,0.0072,0.0072
2024-03-31,19.93100,2.09700,17.83400,13.26700,11.42500,-0.05000,24.74200,-6.90800,0.43900,-6.46900,0.16000,-6.62900,-6.62900,-6.62900,-6.74900,-6.90800,43.77900,43.77900,-0.15000,-0.15000,6.14980,89.47870,-34.65960,-34.65960,-32.45700,-33.25980,0.16160,0.24820,0.96810,92.96670,-6.68320,-6.85910,-5.37570,-6.68320,2.26190,-0.07940,-0.07940
2023-12-31,23.36300,2.03900,21.32400,13.38800,11.13500,,24.52300,-3.19900,2.40600,-0.79300,0.19500,-0.98800,-0.98800,-0.98800,-3.03800,-3.19900,43.64500,43.64500,-0.02000,-0.02000,5.52020,91.27260,-13.69260,-13.69260,-3.39430,-4.22890,0.18270,0.40260,1.04050,86.49830,-0.97840,-1.00450,-0.77270,-0.97840,2.31240,-0.1838,-0.1838
2023-09-30,20.45400,2.59500,17.85900,15.35800,10.20000,-0.05000,25.60800,-7.74900,0.18900,-7.56000,0.18700,-7.74700,-7.74700,-7.74700,-7.58100,-7.74900,43.62100,43.62100,-0.18000,-0.18000,5.26590,87.31300,-37.88500,-37.88500,-36.96100,-37.87520,0.15870,0.36480,1.08370,83.04780,-7.73540,-7.95140,-6.01080,-7.73540,2.29590,-0.0311,-0.0311
2023-06-30,20.75100,4.64900,16.10200,12.05500,11.27000,,23.32500,-7.22300,1.10000,-6.12300,0.17900,-6.30200,-6.30200,-6.30200,-6.99900,-7.22300,43.66300,43.66300,-0.14000,-0.14000,4.77790,77.59630,-34.80800,-34.80800,-29.50700,-30.36960,0.15670,0.89630,1.08540,82.91750,-6.02020,-6.18620,-4.76000,-6.02020,2.39980,-0.1085,-0.1085
2023-03-31,20.25100,2.08300,18.16800,13.41800,12.25100,,25.66900,-7.50100,1.11100,-6.39000,,-6.39000,-6.39000,-6.39000,-7.31900,-7.50100,43.67200,43.67200,-0.15000,-0.15000,4.78420,89.71410,-37.04020,-37.04020,-31.55400,-31.55400,0.14730,0.23290,1.08280,83.11590,-5.92610,-6.08970,-4.64910,-5.92610,2.46870,-0.30050,-0.30050
2022-12-31,31.44700,2.02100,29.42600,19.78700,10.79300,,30.58000,-1.15400,2.31100,1.15700,,1.15700,1.15700,1.15700,-0.92400,-1.15400,43.70400,43.70400,0.02000,0.02000,4.61200,93.57330,-3.66970,-3.66970,3.67920,3.67920,0.22230,0.30160,2.50950,35.86320,1.05930,1.08910,0.81790,1.05930,2.50110,-0.1987,-0.1987
2022-09-30,12.53700,2.47500,10.06200,22.45300,13.62600,,36.07900,-26.01700,-1.50900,-27.52600,,-27.52600,-27.52600,-27.52600,-25.79100,-26.01700,43.71800,43.71800,-0.63000,-0.63000,4.16190,80.25840,-207.52170,-207.52170,-219.55810,-219.55810,0.08710,0.39650,1.35520,66.41060,-25.51110,-25.87810,-19.12660,-25.51110,2.47090,-0.44,-0.44
2022-06-30,10.79700,1.14000,9.65700,26.42000,23.08200,-0.10000,49.60200,-39.94500,-1.18600,-41.13100,,-41.13100,-41.13100,-41.13100,-39.75700,-39.94500,43.71900,43.71900,-0.94000,-0.94000,5.22650,89.44150,-369.96380,-369.96380,-380.94840,-380.94840,0.06540,0.16780,1.49790,60.08340,-31.30310,-31.68260,-24.90100,-31.30310,3.00540,-0.5283,-0.5283
2022-03-31,10.48600,1.83100,8.65500,22.91200,13.43800,,36.35000,-27.69500,-0.37300,-28.06800,,-28.06800,-28.06800,-28.06800,-27.50000,-27.69500,43.70900,43.70900,-0.64000,-0.64000,6.12010,82.53860,-264.11400,-264.11400,-267.67120,-267.67120,0.05490,0.32770,1.12460,80.02670,-17.82410,-18.00920,-14.69170,-17.82410,3.60200,-0.57020,-0.57020
2021-12-31,9.59800,1.46100,8.13700,28.75700,15.13800,,43.89500,-35.75800,-1.13500,-36.89300,,-36.89300,-36.89300,-36.89300,-35.46700,-35.75800,43.18200,43.18200,-0.89000,-0.84000,7.25600,84.77810,-372.55680,-372.55680,-384.38210,-384.38210,0.04510,0.26510,1.24460,72.31510,-20.48410,-20.67500,-17.33830,-20.48410,4.12190,-0.7994,-0.8031
2021-09-30,8.96500,0.55000,8.41500,23.13100,13.98800,,37.11900,-28.70400,-0.15400,-28.85800,,-28.85800,-28.85800,-28.85800,-28.55900,-28.70400,43.59800,43.59800,-0.66000,-0.66000,9.09260,93.86500,-320.17850,-320.17850,-321.89620,-321.89630,0.03740,0.11490,1.23420,72.92360,-13.68680,-13.68680,-12.02520,-13.68680,4.83100,-0.4138,-0.4154
2021-06-30,10.95100,0.20000,10.75100,19.77800,13.47500,-0.21000,33.46300,-22.71200,-0.22500,-22.93700,,-22.93700,-22.93700,-22.93700,-22.49600,-22.71200,43.56900,43.56900,-0.53000,-0.53000,11.88260,98.17370,-207.39660,-207.39660,-209.45120,-209.45120,0.04220,0.05240,1.28580,69.99640,-9.78890,-9.78890,-8.83960,-9.78890,5.37710,-0.444,-0.445
2021-03-31,5.38300,0.09300,5.29000,21.57900,11.97000,,33.54900,-28.25900,61.67200,33.41300,,33.41300,33.41300,33.41300,-28.12900,-28.25900,41.87100,44.38400,0.80000,0.75000,15.52990,98.27230,-524.96750,-524.96750,620.71330,620.71330,0.01960,0.09250,0.89760,100.26570,13.24770,13.24770,12.15390,13.24770,5.79170,-0.71780,-0.72690
2020-12-31,,,,24.01100,14.63100,,,-40.84500,0.16200,-19.93300,,-19.93300,-19.93300,-19.93300,-40.72800,-20.09500,40.11900,40.11900,-0.48000,-0.48000,6.26380,,,,,,,,,,-18.83390,-18.83390,-15.09540,-18.83390,2.60120,-0.4442,-0.4453
2020-09-30,,,,21.00500,11.63600,,,-32.64100,-0.19100,-32.83200,,-32.83200,-32.83200,-32.83200,-32.54800,-32.64100,40.18700,40.18700,-0.82000,-0.82000,6.73560,,,,,,,,,,-28.17910,-28.17910,-22.92820,-28.17910,2.87880,-0.5942,-0.5968
