Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,339.14970,241.73900,97.41060,12.60780,115.19110,-1.27090,129.06990,-31.65920,3.82090,-27.83830,-0.29150,-27.54690,-27.54690,-27.54690,-31.65920,-31.65920,259.91600,259.91600,-0.10600,-0.10600,3.58870,,28.72200,-9.33490,-9.33490,-8.20830,-8.12230,0.39590,146.56410,1.33000,67.66800,,-5.48190,-3.21590,-4.16800,,0,0
2024-06-30,324.52220,239.70680,84.81540,11.78880,114.62760,-1.27780,127.69420,-42.87880,3.06390,-39.81490,-0.28640,-39.52850,-39.52850,-39.52850,-42.87880,-42.87880,260.99300,260.99300,-0.14910,-0.14910,3.17170,,26.13550,-13.21290,-13.21290,-12.26880,-12.18050,0.35310,168.16000,1.50600,59.76130,,-7.77690,-4.30140,-5.78470,,0,0
2024-03-31,342.51020,257.05180,85.45840,13.14000,121.37990,-1.90770,136.42760,-50.96930,4.86460,-46.10460,-0.28710,-45.81760,-45.81760,-45.81760,-50.96930,-50.96930,264.28480,264.28480,-0.17320,-0.17320,3.45430,,24.95060,-14.88110,-14.88110,-13.46080,-13.37700,0.35780,215.18260,1.63620,55.00440,,-8.44430,-4.78680,-6.24020,,0.00000,
2023-12-31,306.57350,194.72270,111.85080,12.27630,146.98820,-135.92800,295.19250,-183.34170,4.24740,-179.09440,-0.17110,-178.92330,-178.92330,-178.92330,-183.34170,-183.34170,260.17000,260.17000,-0.66720,-0.66720,3.03520,,36.48410,-59.80350,-59.80350,-58.41810,-58.36230,0.28740,149.09860,1.30040,69.21030,-22.86050,-31.15660,-16.77260,-22.86050,2.96380,-0.2062,-0.2098
2023-09-30,395.87110,270.11670,125.75440,12.99480,144.66610,2.83930,154.82160,-29.06720,5.97240,-23.09470,-0.17300,-22.92170,-22.92170,-22.92170,-29.06720,-29.06720,260.51140,260.51140,-0.08840,-0.08840,3.26490,,31.76650,-7.34260,-7.34260,-5.83390,-5.79020,0.32890,199.40360,2.00150,44.96610,-2.43160,-3.90140,-1.90460,-2.43160,3.59770,0,0
2023-06-30,400.79140,244.81680,155.97460,14.54010,170.13410,0.61430,184.05980,-28.08520,5.27210,-22.81320,-0.17870,-22.63450,-22.63450,-22.63450,-28.08520,-28.08520,260.40600,260.40600,-0.08560,-0.08560,3.80170,,38.91670,-7.00740,-7.00740,-5.69200,-5.64740,0.33060,250.19060,1.87980,47.87860,-2.28010,-3.71790,-1.86680,-2.28010,3.79100,0,0
2023-03-31,376.53810,210.12380,166.41430,18.82980,203.97970,-0.09170,222.90120,-56.48690,5.06820,-51.41870,-0.18320,-51.23550,-51.23550,-51.23550,-56.48690,-56.48690,255.85350,255.85350,-0.19880,-0.19880,3.52720,0.01500,44.19590,-15.00160,-15.00160,-13.65560,-13.60700,0.30880,152.55650,1.72330,52.22640,-5.26070,-8.37720,-4.20220,-5.26070,3.80090,0.00000,
2022-12-31,346.58090,201.89270,144.68820,14.96470,177.56670,2.07070,190.46080,-45.77260,3.56630,-42.20620,-0.15710,-42.04910,-42.04910,-42.04900,-45.77260,-45.77250,253.81650,253.81650,-0.14950,-0.14950,3.16820,0.01430,41.74730,-13.20690,-13.20690,-12.17790,-12.13250,0.26430,157.72870,1.73910,51.74970,-4.14330,-6.62630,-3.20610,-4.14330,3.97240,-0.5401,-0.5417
2022-09-30,347.50130,214.15980,133.34150,26.35810,183.48110,5.61600,204.22320,-70.88170,4.39070,-66.49100,-0.15800,-66.33310,-66.33310,-66.33310,-70.88170,-70.88170,257.23100,257.23100,-0.25680,-0.25680,3.14860,0.08140,38.37150,-20.39750,-20.39750,-19.13400,-19.08860,0.24940,163.00120,1.99790,45.04770,-6.16340,-9.88090,-4.76020,-6.16340,4.21080,0,0
2022-06-30,344.90110,216.41040,128.49070,24.19780,195.07610,-1.25530,220.52920,-92.03850,4.32730,-87.71110,-0.18950,-87.52170,-87.52170,-87.52170,-92.03850,-92.03850,242.21530,242.21530,-0.36290,-0.36290,3.19020,0.07730,37.25440,-26.68550,-26.68550,-25.43080,-25.37590,0.23130,167.87310,1.42460,63.17440,-7.46110,-11.68300,-5.86850,-7.46110,4.53260,0,0
