Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,2.56380,1.87090,-4.43470,13.71050,9.27580,9.27580,9.27580,9.27580,-4.43470,-4.43470,30.02400,30.06700,0.31000,0.31000,9.30160,,,,,,,,,,,127.53400,127.53400,37.84420,127.53400,0.22250,-0.0176,-0.0176
2024-06-30,,,1.62580,1.08790,-2.71370,0.09000,-2.62370,-2.62370,-2.62370,-2.62370,-2.71370,-2.71370,19.77070,19.77070,-0.13000,-0.13000,0.44440,,,,,,,,,,,115.22010,115.22030,-186.12820,115.22030,-0.12010,-0.0698,-0.0698
2024-03-31,,,2.12380,1.55290,-3.67670,0.04160,-3.63510,-3.63510,-3.63510,-3.63510,-3.67670,-3.67670,19.53400,19.53400,-0.19000,-0.19000,1.34100,,,,,,,,,,,-4714.99400,-4714.82600,-102.44590,-4714.83200,0.00410,-0.52680,-0.52680
2023-12-31,,,2.22500,1.64960,-3.87460,0.29420,-3.58040,-3.58040,-3.58040,-3.58040,-3.85660,-3.87460,12.29300,12.29300,-0.03000,-0.03000,1.45660,,,,,,,,,,,-95.39420,-95.39420,-26.28970,-95.39430,0.19870,-0.3094,-0.3094
2023-09-30,,,1.14220,1.37540,-2.51750,0.15690,-2.36060,-2.36060,-2.36060,-2.36060,-2.51720,-2.51750,12.37100,12.37100,-0.19000,-0.19000,1.81270,,,,,,,,,,,-34.94720,-35.04070,-13.20570,-34.94730,0.36460,-0.0238,-0.0238
2023-06-30,,,1.00570,1.89420,-2.89990,0.58790,-2.31200,-2.31200,-2.31200,-2.31200,-2.89860,-2.89990,8.57930,8.57930,-0.27000,-0.27000,0.16930,,,,,,,,,,,27.10940,27.04970,-154.33040,27.10950,-0.99410,-0.2503,-0.2503
2023-03-31,,,3.51030,1.46040,-4.97070,0.01120,-4.95940,-4.95940,-4.95940,-4.95940,-4.96910,-4.97070,8.57900,8.57900,-0.58000,-0.58000,0.50640,,,,,,,,,,,80.26210,80.00740,-111.99470,80.26210,-0.72030,-0.29860,-0.29860
2022-12-31,,,6.38420,2.13840,-8.52260,1.25710,-7.26550,-7.26550,-7.26550,-7.26550,-8.52110,-8.52260,7.50300,7.50300,-0.91000,-0.91000,1.07650,,,,,,,,,,,539.07460,530.86740,-104.92240,539.07530,-0.15710,-0.536,-0.5359
2022-09-30,,,4.57060,1.48360,-6.05410,0.09730,-5.95690,-5.95690,-5.95690,-5.95690,-6.05100,-6.05410,7.19600,7.19600,-0.83000,-0.83000,1.72950,,,,,,,,,,,-816.27830,-841.32790,-110.68830,-816.27420,0.10140,-0.6441,-0.6441
2022-06-30,,,3.22960,1.63510,-4.86460,2.11960,-2.74500,-2.74500,-2.74500,-2.74500,-4.86120,-4.86460,7.19550,7.19550,-0.38000,-0.38000,5.42230,,,,,,,,,,,-40.91010,-41.06040,-26.94120,-40.91010,0.93250,-0.6223,-0.6223
