Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,37.00000,15.45300,21.54700,12.38500,12.38500,9.16200,9.16200,2.21300,6.94900,6.94900,6.94900,19.62150,19.82520,0.35000,0.35000,0.55160,44.44120,33.70680,0.00820,3.24850,3.24850,0.27750,3.24850,10.90240,0.5587,0.5548
2024-06-30,35.82800,15.30600,20.52200,12.34600,12.34600,8.17600,8.17600,1.96700,6.20900,6.20900,6.20900,19.65070,19.71720,0.32000,0.31000,0.80590,41.42680,31.46030,0.00800,3.08870,3.08870,0.25260,3.08870,10.23990,0.9073,0.9029
2024-03-31,33.35100,15.72900,17.62200,11.58400,11.58400,6.03800,6.03800,1.42600,4.61200,4.61200,4.61200,19.63330,19.69830,0.23000,0.23000,0.83070,35.08020,26.79530,0.00690,2.36500,2.36500,0.18530,2.36500,9.92420,0.40740,0.40280
2023-12-31,29.30200,13.60000,15.70200,12.19400,12.19400,3.50800,3.50800,0.78700,2.72100,2.72100,2.72100,19.62170,19.68760,0.14000,0.15000,0.95330,24.65730,19.12560,0.00610,1.41740,1.41740,0.11630,1.41740,9.80680,-0.3092,-0.3108
2023-09-30,28.54300,12.36000,16.18300,11.11400,11.11400,5.06900,5.06900,1.25000,3.81900,3.81900,3.81900,19.54270,19.61190,0.20000,0.19000,0.55770,32.64010,24.59110,0.00690,2.08820,2.08820,0.17010,2.08820,9.35850,0.4266,0.4229
2023-06-30,26.12600,10.10700,16.01900,10.49000,10.49000,5.52900,5.52900,1.33300,4.19600,4.19600,4.19600,19.59040,19.63970,0.21000,0.21000,0.47360,34.59730,26.25620,0.00720,2.28430,2.28430,0.18850,2.28430,9.39810,0.5764,0.5745
2023-03-31,24.44900,6.38200,18.06700,10.37700,10.37700,7.69000,7.69000,1.88100,5.80900,5.80900,5.80900,19.85540,19.94060,0.29000,0.29000,0.65270,43.04270,32.51430,0.00830,3.15950,3.15950,0.26850,3.15950,9.37000,0.45140,0.45030
2022-12-31,20.47400,3.73100,16.74300,10.89400,10.89400,5.84900,5.84900,1.41500,4.43400,4.43400,4.43400,19.99930,20.17680,0.23000,0.22000,0.25220,36.87200,27.95180,0.00760,2.43050,2.43050,0.21260,2.43050,9.12090,-0.1026,-0.1272
2022-09-30,20.26600,1.70300,18.56300,11.04200,11.04200,7.52100,7.52100,1.96300,5.55800,5.55800,5.55800,20.00100,20.14800,0.28000,0.28000,0.14650,42.60470,31.48470,0.00870,3.13270,3.13270,0.27280,3.13270,8.87040,0.5698,0.5697
2022-06-30,18.30100,1.04200,17.25900,10.25600,10.25600,7.00300,7.00300,1.70800,5.29500,5.29500,5.29500,20.00080,20.17130,0.26000,0.26000,0.36650,42.30400,31.98620,0.00820,2.94060,2.94060,0.26260,2.94060,9.00300,0.7181,0.7172
2022-03-31,17.28700,0.96300,16.32400,9.61200,9.61200,6.71200,6.71200,1.85800,4.85400,4.85400,4.85400,19.99500,20.10980,0.24000,0.24000,0.18750,41.11740,29.73540,0.00830,2.52760,2.52760,0.24670,2.52760,9.60150,0.27860,0.27090
2021-12-31,17.67500,0.95500,16.72000,9.31900,9.31900,7.40100,7.40100,1.75100,5.65000,5.65000,5.65000,10.50750,10.50750,-4.03800,-4.02800,0.17660,44.26440,33.79190,0.00900,2.77100,2.77100,0.30480,2.77100,10.19890,0.9854,1.0972
2021-09-30,18.65100,0.96300,17.68800,9.00700,9.00700,8.68100,8.68100,2.08800,6.59300,6.59300,-83.53400,21.24300,21.24300,-3.93200,-3.93200,,49.07850,-472.26370,,,,,,,-2.408,-2.3618
2021-06-30,15.04500,1.05500,13.99000,8.67400,8.67400,5.31600,5.31600,1.26300,4.05300,4.05300,3.29900,3.88950,3.93360,0.85000,0.84000,0.21650,37.99860,23.58110,0.00840,2.86060,2.43710,0.24310,2.43710,16.61360,3.1167,3.074
2021-03-31,16.04900,1.25300,14.79600,8.51700,8.51700,6.27900,6.27900,1.49800,4.78100,4.78100,4.00000,10.01050,10.03430,0.40000,0.40000,,41.98320,26.74510,,,,,,,0.40450,0.38620
2020-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,-0.9427,-0.9225
2020-06-30,14.21600,2.38800,11.82800,9.91500,9.91500,1.91300,1.91300,0.46900,1.44400,1.44400,0.66200,10.00850,10.06550,0.06600,0.06600,,18.98190,6.56880,,,,,,,0.9427,0.9225
