Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,40.44500,18.06890,22.37610,3.72120,,10.21390,12.16220,-0.01680,12.14540,12.14540,12.14540,12.14540,18.82680,12.16220,35.24100,35.32300,0.33000,0.33000,2.65540,0.11620,0.14170,55.32480,30.07090,30.07090,30.02950,30.02950,0.05610,9.91830,15.15150,5.94000,1.99060,1.99060,1.68590,1.75930,,0.6288,0.6226
2024-06-30,41.78620,15.71390,26.07230,3.47940,,9.97240,16.09990,9.68860,25.78850,25.78850,25.78850,25.78850,22.89810,16.09990,35.24100,35.35600,0.70000,0.70000,2.49840,0.14220,0.18050,62.39460,38.52920,38.52920,61.71540,61.71540,0.05740,7.09510,9.09240,9.89840,4.32470,4.32470,3.54360,3.70960,,1.2502,1.2556
2024-03-31,41.56390,14.33530,27.22860,3.26760,,9.76000,17.46870,0.26110,17.72970,17.72970,17.72970,17.72970,24.21930,17.46870,35.12000,35.24800,0.49000,0.49000,2.25040,0.20360,0.28240,65.51020,42.02840,42.02840,42.65650,42.65650,0.05520,7.65510,8.33190,10.80190,3.11690,3.11690,2.35470,2.48220,,0.67170,-1.07970
2023-12-31,34.13930,16.23090,17.90830,2.70650,,8.27240,9.63590,-0.74690,8.88900,8.88900,8.88900,8.07590,15.21390,9.63590,37.16600,37.23700,0.26000,0.25000,3.12440,0.16280,0.22480,52.45680,28.22530,28.22530,26.03760,23.65580,0.04900,8.19870,7.48300,12.02720,1.61720,1.61720,1.27490,1.35380,,0.5035,0.5145
2023-09-30,34.65390,14.74150,19.91230,2.72510,,8.27490,11.63740,4.10320,15.74060,15.74060,15.74060,15.74060,17.38220,11.63740,37.33300,37.43600,0.41000,0.41000,3.20360,0.16790,0.23200,57.46070,33.58200,33.58200,45.42240,45.42240,0.04970,7.99350,9.09660,9.89380,2.85940,2.85940,2.25530,2.37930,,0.3495,1.2514
2023-06-30,36.67250,18.36730,18.30520,2.38840,,8.40200,9.90320,0.58780,10.49100,10.49100,10.49100,10.49100,16.72640,9.90320,38.09600,38.11400,0.27000,0.27000,2.36380,0.17560,0.25960,49.91530,27.00440,27.00440,28.60720,28.60720,0.05180,8.38410,8.36750,10.75590,1.93840,1.93840,1.48200,1.59800,,0.7093,1.6996
2023-03-31,38.06220,19.62870,18.43350,2.04300,,8.62140,9.81210,7.00410,16.81620,16.81620,16.81620,16.81620,16.71980,9.81210,38.03000,38.03000,0.44000,0.44000,1.72600,0.29130,0.46100,48.42990,25.77900,25.77900,44.18090,44.18090,0.04730,7.39810,12.78000,7.04230,3.15900,3.15900,2.09020,2.23870,,0.51740,0.76320
2022-12-31,42.72940,21.74510,20.98430,2.14780,,8.98070,12.00360,-4.30280,7.70080,7.70080,7.70080,7.48470,18.93010,12.00360,37.96200,37.96200,0.20000,0.20000,1.85170,0.32290,0.53500,49.10980,28.09220,28.09220,18.02240,17.51650,0.05200,7.09690,8.87850,10.13680,1.48690,1.48690,0.93740,1.00670,13.55760,0.435,0.4638
2022-09-30,34.88540,22.66540,12.22000,2.15870,,9.08870,3.13130,3.60230,6.73370,6.73370,6.73370,6.73370,10.24200,3.13130,37.92500,37.92500,0.18000,0.18000,1.52880,0.33610,0.56610,35.02890,8.97600,8.97600,19.30220,19.30220,0.04270,4.07730,9.40260,9.57180,1.33940,1.33940,0.82390,0.88920,,0.5277,-0.0981
2022-06-30,39.27500,18.17340,21.10160,2.11410,,9.14550,11.95610,0.26250,12.21860,12.21860,12.21860,12.21860,19.17420,11.95610,37.92500,37.92500,0.32000,0.32000,1.73580,0.34590,0.58950,53.72790,30.44210,30.44210,31.11040,31.11040,0.04840,4.46730,11.89160,7.56830,2.46490,2.46490,1.50430,1.61240,,0.3431,0.3976
2022-03-31,35.87110,17.49290,18.37820,2.22650,,9.24730,9.13090,-1.53070,7.60030,7.60030,7.60030,7.60030,16.54620,9.13090,37.85800,37.85800,0.20000,0.20000,1.49520,0.35810,0.62030,51.23390,25.45490,25.45490,21.18770,21.18770,0.04430,4.32450,8.05020,11.17980,1.57260,1.57260,0.93780,1.00950,,0.44760,1.01110
2021-12-31,36.05340,20.74180,15.31160,2.70070,,11.33910,3.97250,-42.70490,-38.73240,-38.73240,-38.73240,-38.73240,12.87620,3.97250,37.85800,37.85840,-1.02000,-1.02000,0.88070,0.35560,0.63390,42.46910,11.01840,11.01840,-107.43050,-107.43050,0.04510,7.48120,16.06620,5.60180,-8.15810,-8.15810,-4.84960,-5.25730,12.42790,0.2509,0.2434
2021-09-30,37.48560,21.82390,15.66170,2.69840,,12.05600,3.60570,-2.37860,1.22710,1.22710,1.22710,1.22710,13.42130,3.60570,37.85800,37.85800,0.03000,0.03000,0.81190,0.33500,0.60500,41.78050,9.61890,9.61890,3.27350,3.27350,0.03980,5.14350,9.71060,9.26830,0.21540,0.21540,0.13020,0.14320,,0.2683,0.4541
2021-06-30,39.24990,23.81960,15.43030,2.37950,,11.96240,3.46790,-1.84170,1.62620,1.62620,1.62620,1.62620,13.27520,3.46790,37.85800,37.85800,0.04000,0.04000,0.80220,0.34900,0.61990,39.31300,8.83530,8.83530,4.14320,4.14320,0.04130,7.55900,7.55140,11.91830,0.28630,0.28630,0.17120,0.18640,,0.228,0.2195
2021-03-31,37.41570,22.61900,14.79670,2.39020,,11.93740,2.85930,-2.10340,0.75590,0.75590,0.75590,0.75590,12.70600,2.85930,37.85800,37.85800,0.02000,0.02000,0.71070,0.36140,0.64100,39.54680,7.64200,7.64200,2.02020,2.02020,0.03890,5.36090,5.93210,15.17180,0.13360,0.13360,0.07850,0.08530,,0.33680,-0.29340
2020-12-31,37.29450,20.91480,16.37970,2.15080,,11.60740,4.77220,-5.51230,-0.74000,-0.74000,-0.74000,-0.74000,14.41990,4.77220,38.35790,38.35790,-0.02000,-0.02000,0.76200,0.35540,0.62310,43.91990,12.79610,12.79610,-1.98430,-1.98430,0.03950,5.67240,10.01650,8.98520,-0.13110,-0.13110,-0.07840,-0.08450,14.91340,0.0123,0.1606
2020-09-30,37.08000,19.94770,17.13230,2.00810,,11.43850,5.69370,-4.90520,0.78850,0.78850,0.78850,0.78850,15.32070,5.69370,37.85800,37.85800,0.02000,0.02000,0.36080,0.32970,0.61400,46.20360,15.35530,15.35530,2.12650,2.12650,0.03910,6.28780,9.99310,9.00620,0.13960,0.13960,0.08310,0.09360,,0.615,0.0278
2020-06-30,36.25180,13.91150,22.34030,1.83800,,11.08420,11.25620,-2.33290,8.92330,8.92330,8.92330,8.92330,20.69500,11.25620,38.32400,38.32400,0.23000,0.23000,0.58800,0.34800,0.63340,61.62530,31.05000,31.05000,24.61480,24.61480,0.03820,4.76110,11.46120,7.85260,1.58270,1.58270,0.94140,1.03190,,0.332,-0.3455
2020-03-31,34.37680,16.53920,17.83760,1.90370,,11.22560,6.61200,-3.59920,3.01270,3.01270,3.01270,3.01270,16.52520,6.61200,39.40200,39.40200,0.08000,0.08000,,,,51.88860,19.23380,19.23380,8.76380,8.76380,,,,,,,,,,0.39930,0.39840
2019-12-31,35.16470,18.29300,16.87170,1.98690,,11.30880,5.56290,-10.90960,-5.34670,-5.34670,-5.34670,0.53130,15.46740,5.56290,39.80040,39.80040,0.01400,0.01400,1.16080,0.36770,0.65450,47.97900,15.81940,15.81940,-15.20470,1.51080,0.03690,7.47350,7.76040,11.59740,-0.95620,-0.95620,-0.56030,-0.60450,14.12650,0.2692,0.2681
2019-09-30,36.56830,19.27060,17.29770,2.51110,,11.93450,5.36320,0.28700,5.65020,5.65020,5.65020,-0.22780,15.41010,5.36320,39.79210,39.79210,-0.01000,-0.01000,1.17720,0.37490,0.67260,47.30260,14.66630,14.66630,15.45110,-0.62290,0.03800,9.71880,6.48690,13.87400,1.01100,1.01100,0.58750,0.63200,,0.2091,0.4701
2019-06-30,34.08350,17.37160,16.71190,2.30170,,11.77590,4.93600,-5.11520,-0.17930,-0.17930,-0.17930,-0.17930,14.99890,4.93600,39.84100,39.84100,-0.00400,-0.00400,1.14510,0.38530,0.69950,49.03210,14.48200,14.48200,-0.52590,-0.52590,0.03470,5.56760,8.15350,11.03820,-0.03200,-0.03200,-0.01830,-0.01970,,0.1145,0.0416
2019-03-31,38.44280,19.00470,19.43810,2.63760,,12.11180,7.32640,-5.35750,1.96890,1.96890,1.96890,1.96890,17.46380,7.32640,39.86100,39.86100,0.05000,0.05000,1.05670,0.38430,0.71520,50.56370,19.05780,19.05780,5.12150,5.12150,0.03870,7.23710,9.06030,9.93350,0.35010,0.35010,0.19800,0.21560,,0.18150,0.38980
2018-12-31,38.52980,21.98110,16.54870,2.71930,,12.85370,3.69500,-9.01320,-5.31820,-5.31820,-5.31820,-5.31820,13.98430,3.69500,39.86100,39.86100,-0.14000,-0.14000,1.34180,0.39830,0.78990,42.95040,9.59000,9.59000,-13.80280,-13.80280,0.03720,9.36670,13.33900,6.74710,-0.94760,-0.94760,-0.51300,-0.57020,13.98760,0.1974,0.2743
2018-09-30,42.72410,23.94090,18.78320,2.38390,,12.52370,6.25950,-7.04680,-0.78730,-0.78730,-0.78730,-0.78730,16.57090,6.25950,39.86100,39.86100,-0.02000,-0.02000,1.07030,0.41690,0.80060,43.96400,14.65100,14.65100,-1.84270,-1.84270,0.04040,5.64440,9.57040,9.40400,-0.13860,-0.13860,-0.07440,-0.08080,,0.2392,0.6824
2018-06-30,43.38090,21.47560,21.90530,2.65480,0.69650,12.41190,9.49340,-9.89120,-0.39780,-0.39780,-0.39780,-0.39780,20.11290,9.49340,39.86100,39.86100,-0.01000,-0.01000,0.90250,0.42680,0.83160,50.49530,21.88370,21.88370,-0.91700,-0.91700,0.04030,6.44030,8.41920,10.68980,-0.07000,-0.07000,-0.03690,-0.04010,14.24210,0.3586,-0.3288
2018-03-31,39.69550,23.49280,16.20270,2.31610,-0.14670,12.99310,3.20950,-8.98280,-5.77320,-5.77320,-5.77320,-5.77320,13.91600,3.20950,39.86100,39.86100,-0.14000,-0.14000,0.83850,0.41690,0.79960,40.81750,8.08540,8.08540,-14.54380,-14.54380,0.03750,6.23760,8.27500,10.87620,-1.01630,-1.01630,-0.54470,-0.59260,,0.15330,-1.65000
2017-12-31,38.42810,22.57340,15.85470,2.40340,1.48190,10.58330,5.27140,-4.52310,0.74830,0.74830,0.74830,0.74830,15.06480,5.27140,39.80900,39.80900,0.02000,0.02000,0.79800,0.37420,0.67120,41.25800,13.71750,13.71750,1.94730,1.94730,0.03860,8.17200,9.92990,9.06360,0.13050,0.13050,0.07510,0.08170,14.38700,0.4437,0.4594
2017-09-30,38.54640,20.29790,18.24840,2.68510,-0.23790,12.73510,5.51340,-7.77470,-2.26140,-2.26140,-2.26140,-2.26140,15.43970,5.51340,39.80300,39.80300,-0.06000,-0.06000,0.59980,0.35750,0.69590,47.34150,14.30320,14.30320,-5.86660,-5.86660,0.03850,6.79110,9.25730,9.72210,-0.39520,-0.39520,-0.22580,-0.25390,,0.2563,0.3765
