Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,12.44150,3.69610,-16.13760,1.02460,-15.11300,,-15.11300,-15.11300,-15.11300,-16.58320,-16.13760,59.53000,59.53000,-0.25000,-0.25000,6.80450,0.14990,0.17960,-17.76000,-17.76000,-12.88190,-15.09850,1.42900,-0.1332,-0.1332
2024-06-30,14.96970,3.03810,-18.00780,1.16020,-16.84760,,-16.84760,-16.84760,-16.84760,-18.47140,-18.00780,59.41400,59.41400,-0.28000,-0.28000,4.55340,,0.15500,-17.13710,-17.13710,-13.36640,-17.13710,1.65470,-0.2225,-0.2225
2024-03-31,6.18350,3.21040,-9.39390,1.31170,-8.08210,,-8.08210,-8.08210,-8.08210,-9.50510,-9.39390,59.41400,59.41400,-0.14000,-0.14000,6.49770,,0.13410,-7.12590,-7.12590,-5.71980,-7.12590,1.90900,-0.16790,-0.16790
2023-12-31,4.29830,1.79950,-6.09780,1.34480,-4.75300,,-4.75300,-4.75300,-4.75300,-6.03130,-6.09780,58.94300,58.94300,-0.08000,-0.08000,6.64010,,0.12640,-3.96760,-3.96760,-3.20440,-3.96760,2.02370,0.0081,0.0081
2023-09-30,6.96170,2.58870,-9.55040,1.36350,-8.18690,,-8.18690,-8.18690,-8.18690,-9.48540,-9.55040,58.99000,58.99000,-0.14000,-0.14000,6.80980,0.02110,0.13100,-6.65560,-6.65560,-5.55860,-6.51480,2.07830,-0.1348,-0.1348
2023-06-30,6.96290,3.37980,-10.34270,1.35570,-8.98700,,-8.98700,-8.98700,-8.98700,-10.27830,-10.34270,58.79200,58.79200,-0.15000,-0.15000,9.96330,0.07230,0.12340,-6.91930,-6.91930,-5.77510,-6.41880,2.20890,-0.2272,-0.2272
2023-03-31,11.23590,5.56740,-16.80330,1.18760,-15.61570,,-15.61570,-15.61570,-15.61570,-16.75090,-16.80330,58.79200,58.79200,-0.27000,-0.27000,10.49590,0.09830,0.11600,-11.37810,-11.37810,-9.28300,-10.25920,2.33440,-0.16060,-0.16060
2022-12-31,8.96150,4.73530,-13.69680,0.79460,-12.90220,,-12.90220,-12.90220,-12.90220,-13.65100,-13.69680,58.40600,58.40600,-0.22000,-0.22000,11.78500,0.08990,0.10490,-8.54400,-8.54400,-7.11680,-7.77560,2.57870,-0.193,-0.193
2022-09-30,11.53960,3.24490,-14.78460,0.23130,-14.55320,,-14.55320,-14.55320,-14.55320,-14.73700,-14.78460,58.45800,58.45800,-0.25000,-0.25000,7.83150,0.02000,0.09710,-8.97280,-8.97280,-7.67200,-8.79370,2.76970,-0.2136,-0.2136
2022-06-30,14.57070,3.14430,-17.71490,-0.06600,-17.78100,,-17.78100,-17.78100,-17.78100,-17.65630,-17.71490,58.30100,58.30100,-0.30000,-0.30000,12.35880,0.05810,0.09000,-10.21720,-10.21720,-8.84560,-9.62320,2.98500,-0.3423,-0.3423
2022-03-31,12.23430,4.24940,-16.48370,-0.30460,-16.78830,,-16.78830,-16.78830,-16.78830,-16.42420,-16.48370,58.29800,58.29800,-0.29000,-0.29000,13.59600,0.07560,0.08170,-8.80400,-8.80400,-7.53880,-8.13880,3.27080,-0.22080,-0.22110
2021-12-31,12.84140,2.56280,-15.40420,-0.35030,-15.75460,,-15.75460,-15.75460,-15.75460,-15.66960,-15.40420,54.04200,54.04200,-0.27000,-0.27000,19.77060,0.07010,0.07540,-7.65770,-7.65770,-6.75760,-7.12100,3.54220,-0.2536,-0.2535
2021-09-30,12.89430,2.54680,-15.44120,-0.35380,-15.79500,,-15.79500,-15.79500,-15.79500,-15.29000,-15.44120,58.01900,58.01900,-0.27000,-0.27000,20.66390,0.06560,0.07020,-7.19030,-7.19030,-6.38910,-6.71870,3.78450,-0.1186,-0.1186
2021-06-30,11.47450,3.06870,-14.54310,-0.39380,-14.93690,,-14.93690,-14.93690,-14.93690,-14.37400,-14.54310,54.28000,54.28000,-0.28000,-0.28000,34.58700,0.06160,0.06560,-6.39200,-6.39200,-5.82500,-5.99830,4.02920,-0.1201,-0.1201
2021-03-31,7.72630,3.10470,-10.83100,-0.45880,-11.28990,,-11.28990,-11.28990,-11.28990,-10.62170,-10.83100,45.63100,45.63100,-0.25000,-0.25000,13.26080,0.07440,0.12080,-8.95490,-8.95490,-7.66420,-8.28830,2.64580,-0.29520,-0.29540
2020-12-31,8.78250,2.50500,-11.28750,-0.48390,-11.77140,,-11.29220,-11.29220,-11.29220,-11.30760,-11.28750,33.96600,33.96600,-0.29000,-0.29000,6.69320,0.16120,0.25360,-18.97570,-18.97570,-13.54750,-15.91730,1.53900,-0.332,-0.332
2020-09-30,6.13360,2.25560,-8.38920,-0.48400,-8.87320,,-8.87320,-8.87320,-8.87320,-8.17840,-8.38920,37.79700,37.79700,-0.23000,-0.23000,13.65070,0.15510,0.21620,-12.82800,-12.82800,-10.04610,-10.83900,1.79050,-0.0103,-0.0103
