,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-09-24,2024-08-31,$53.31,$48.11
1,2024-05-21,2024-05-31,$35.67,$36.69
2,2024-02-27,2024-02-29,$26.08,$28.89
3,2023-12-05,2023-11-30,$31.01,$32.55
4,2023-09-19,2023-08-31,$44.51,$46.46
5,2023-05-23,2023-05-31,$30.84,$34.12
6,2023-02-28,2023-02-28,$21.33,$24.64
7,2022-12-06,2022-11-30,$25.15,$27.45
8,2022-09-19,2022-08-31,$38.38,$40.51
9,2022-05-24,2022-05-31,$25.87,$29.03
10,2022-03-01,2022-02-28,$17.80,$22.30
11,2021-12-07,2021-11-30,$20.83,$25.69
12,2021-09-21,2021-08-31,$30.20,$35.72
13,2021-05-25,2021-05-31,$19.35,$26.48
14,2021-03-02,2021-02-28,$13.07,$14.93
15,2020-12-08,2020-11-30,$17.72,$18.61
16,2020-09-22,2020-08-31,$24.74,$30.93
17,2020-05-26,2020-05-31,$13.82,$14.39
18,2020-03-03,2020-02-29,$11.87,$12.39
19,2019-12-10,2019-11-30,$13.69,$14.30
20,2019-09-24,2019-08-31,$21.64,$22.59
21,2019-05-21,2019-05-31,--,$15.99
22,2019-02-26,2019-02-28,$9.97,$11.49
23,2018-12-04,2018-11-30,$12.21,$13.47
24,2018-09-18,2018-08-31,$17.88,$18.54
25,2018-05-22,2018-05-31,$12.99,$13.42
26,2018-02-27,2018-02-28,$8.81,$10.38
27,2017-12-05,2017-11-30,$9.80,$9.96
28,2017-09-19,2017-08-31,$15.11,$15.18
29,2017-05-23,2017-05-31,$12.00,$11.44
30,2017-02-28,2017-02-28,$8.20,$8.08
31,2016-12-06,2016-11-30,$9.36,$9.36
32,2016-09-22,2016-08-31,$14.29,$14.30
33,2016-05-24,2016-05-31,--,$10.77
34,2016-03-01,2016-02-29,$7.27,$7.43
35,2015-12-08,2015-11-30,$8.20,$8.29
36,2015-09-22,2015-08-31,$12.67,$12.75
37,2015-05-26,2015-05-31,$6.39,$9.57
38,2015-03-03,2015-02-28,$6.37,$6.51
