Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.61100,2.41100,,-3.02200,1.38700,-1.62300,,-1.62300,-1.62300,-1.62300,-3.02000,-3.02200,10.97400,10.97400,-0.15000,-0.15000,0.20230,-0.18850,-0.35430,8.62290,8.62290,-36.37380,10.24820,-1.65500,-0.1854,-0.1854
2024-06-30,2.80400,4.24600,,-7.05000,-0.84700,-7.89700,,-7.89700,-7.89700,-7.89700,-7.04900,-7.05000,10.51700,10.51700,-0.75000,-0.75000,0.20630,,-0.41600,42.93950,42.93950,-150.01900,42.93950,-1.68800,-0.178,-0.178
2024-03-31,1.74800,4.25000,,-5.99800,-0.53000,-6.52800,,-6.52800,-6.52800,-6.52800,-5.99700,-5.99800,8.85200,8.85200,-0.74000,-0.74000,0.17750,,-0.44990,43.32070,43.32070,-172.33370,43.32070,-1.54190,-0.41470,-0.41470
2023-12-31,2.53400,1.87200,,-4.40600,0.07400,-4.33200,,-4.33200,-4.33200,-4.34100,-4.40500,-4.40600,7.57620,7.57620,-0.39000,-0.39000,0.36140,,-0.78080,36.91210,36.92150,-59.22080,36.92150,-1.39810,-0.6054,-0.6053
2023-09-30,3.31400,2.49400,,-5.80800,-0.25400,-6.06200,,-6.06200,-6.06200,-6.06200,-5.80600,-5.80800,8.19500,8.19500,-0.74000,-0.74000,0.67720,,-1.61960,97.45980,97.50680,-46.23950,97.50680,-0.74080,-0.3547,-0.3549
2023-06-30,3.87300,4.06500,-0.25000,-8.18800,-0.52900,-8.71700,,-8.71700,-8.71700,-8.71700,-8.18700,-8.18800,7.32200,7.32200,-1.21000,-1.21000,0.87490,,-4.51990,310.43330,310.43440,-44.00530,310.43440,-0.34930,-0.9824,-0.9821
2023-03-31,3.65000,5.78500,,-9.43500,-1.60400,-11.03900,,-11.03900,-11.03900,-11.03900,-9.43400,-9.43500,6.64700,6.64700,-1.66000,-1.66000,0.98600,,-42.91900,3887.18900,3886.99200,-50.68410,3886.97200,-0.04040,-0.91610,-0.91670
2022-12-31,4.45700,5.43200,,-9.88900,-0.35200,-10.24100,,-10.24100,-10.24100,-10.24100,-9.88800,-9.88900,6.57670,6.57670,-1.40000,-1.40000,1.65510,0.27580,1.42060,-138.22360,-138.22380,-39.66920,-100.09770,1.11510,-1.3139,-1.3137
2022-09-30,4.12900,5.01200,,-9.14100,0.05800,-9.08300,,-9.08300,-9.08300,-9.08300,-9.14000,-9.14100,6.64500,6.64500,-1.40000,-1.40000,3.08390,,,-54.12350,-54.12350,-36.58960,-54.12350,2.48100,-0.9016,-0.9023
2022-06-30,2.95800,6.64200,,-9.60000,2.61800,-6.98200,,-6.98200,-6.98200,-6.98200,-9.59900,-9.60000,6.57320,6.57320,-1.10000,-1.10000,4.57760,,,-27.54020,-27.54020,-21.52750,-27.54020,3.80430,-2.1989,-2.1995
