Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,5.48300,10.22200,,-15.70500,2.25700,-13.44800,,-13.44800,-13.44800,-13.44800,-15.70400,-15.70500,6.36670,6.36670,-2.10000,-2.10000,3.82580,0.01610,0.01640,-42.43740,-42.43740,-30.84330,-41.75230,4.75520,-1.63040,-1.63080
2021-12-31,6.41300,46.56200,,-52.97500,22.56800,-30.40700,,-30.40700,-30.40700,-30.40700,-52.97500,-52.97500,4.69180,4.69180,1.20000,4.20000,2.74380,,0.02490,-146.14520,-146.14540,-92.90540,-146.14540,3.53780,-2.9289,-2.9291
2021-09-30,6.27600,13.82300,,-20.09900,-16.95000,-37.04900,,-37.04900,-37.04900,-37.04900,-20.09800,-20.09900,5.17390,5.17390,-7.20000,-7.20000,1.23020,,0.06070,-436.84140,-436.84100,-81.87560,-436.84100,1.54740,-1.7162,-1.7168
2021-06-30,4.65900,12.45800,,-17.11700,16.99900,-0.11800,,-0.11800,-0.11800,-255.94000,-17.11700,-17.11700,4.17270,4.24940,-61.30000,-64.30000,0.32060,-0.01310,-0.01730,0.29670,0.29670,-0.63620,0.30060,-8.18190,-2.5453,-2.546
2021-03-31,2.90900,2.10100,-20.59500,-25.60500,0.11600,-25.48900,,-25.48900,-25.48900,-25.48900,-25.60500,-25.60500,3.56580,3.56580,-7.10000,-7.10000,0.03050,0.70030,2.33660,-2089.18900,-2089.18800,-422.86030,-626.15120,4.53890,-0.84550,-0.84550
2020-12-31,4.90290,7.15660,-34.16390,-46.22330,-0.84010,-47.06340,,-46.99080,-46.99080,-46.99080,-46.22190,-46.22330,3.42710,3.42710,-14.63030,-14.62790,0.06350,-0.01270,-0.01820,107.35600,107.35600,-1597.78300,108.71710,-10.18570,-0.1166,-0.1172
2020-09-30,4.33170,3.75370,2.93620,-5.14920,-0.01250,-5.16170,,-5.16170,-5.16170,-5.16170,-5.14810,-5.14920,3.41400,3.41400,-1.50000,-1.50000,0.25610,0.43370,0.76580,-161.24250,-161.24250,-85.57530,-91.31610,11.90820,-0.3456,-0.3456
2020-06-30,1.39040,0.52570,2.02090,0.10480,-0.00250,0.10230,,0.10230,0.10230,0.10230,0.10480,0.10480,3.38190,3.66560,0.03020,0.02790,0.12380,0.39360,0.64900,2.82070,2.82070,1.62950,1.71050,13.35140,0.0701,0.0701
2020-03-31,,,-0.11930,-0.11930,0.46510,0.34580,0.07260,0.27320,0.27320,0.27320,-0.11930,-0.11930,0.28440,0.28440,1.00000,1.00000,0.25530,0.36610,0.57750,7.23620,7.23620,4.35560,4.58700,13.90190,-0.26880,-0.26880
2019-12-31,,,-0.19100,-0.19100,0.17230,-0.01870,-0.00390,-0.01480,-0.01480,-0.01480,-0.19100,-0.19100,0.27830,0.27830,-0.10000,-0.10000,0.11160,0.28080,0.39040,-0.29510,-0.29510,-0.04600,-0.21220,17.58090,-0.954,-0.954
2019-09-30,,,-0.18330,-0.18330,0.25820,0.07490,0.01570,0.05920,0.05920,0.05920,-0.18330,-0.18330,0.28010,0.28010,-0.40000,-0.40000,0.32420,0.26380,0.35840,1.18390,1.18390,0.14200,0.87150,17.79360,-0.1825,-0.1825
2019-06-30,,,-0.17570,-0.17570,0.39240,0.21670,0.04070,0.17600,0.17600,0.17600,-0.17570,-0.17570,0.27940,0.27940,-0.30000,-0.30000,0.07920,0.24090,0.31740,3.52040,3.52040,0.35130,2.67230,17.85080,-0.6195,-0.6195
2019-03-31,,,-0.16320,-0.16320,0.38290,0.21970,0.03170,0.18800,0.18800,0.18800,-0.16320,-0.16320,0.27250,0.27250,-0.30000,-0.30000,0.10260,0.22920,0.29730,3.75930,3.75930,0.26210,2.89770,17.89550,-1.09250,-1.09250
2018-12-31,,,-0.32210,-0.32210,0.31950,-0.00260,-0.03170,0.02910,0.02910,0.02910,-0.32210,-0.32210,0.26150,0.26150,-1.00000,-1.00000,0.05320,0.12130,0.13800,0.58280,0.58280,0.04120,0.51210,18.34870,-0.2757,-0.2757
2018-09-30,,,-0.22020,-0.22020,0.28330,0.06310,0.03500,0.02810,0.02810,0.02810,-0.22020,-0.22020,0.26230,0.26230,-0.60000,-0.60000,0.32970,,,0.56170,0.56170,0.04020,0.56170,18.95380,-0.2487,-0.2487
2018-06-30,,,-0.27180,-0.27180,0.27420,0.00230,0.00890,-0.00660,-0.00660,-0.00660,-0.27180,-0.27180,0.26060,0.26060,-0.60000,-0.60000,0.99350,,,-0.13200,-0.13200,-0.00950,-0.13200,19.06220,-0.5216,-0.5216
2018-03-31,,,-0.19240,-0.19240,0.21200,0.01960,0.00410,0.01550,0.01550,0.01550,-0.19240,-0.19240,0.25910,0.25910,-0.70000,-0.70000,5.14400,,,0.30960,0.30960,0.02230,0.30960,19.17180,-0.76350,-0.76350
2017-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
