Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,18.32600,4.13430,14.19170,0.63950,7.76310,8.40250,5.78910,0.62920,6.41830,1.36880,5.04950,5.04950,5.04950,5.98670,5.78910,12.66970,12.77850,0.40000,0.40000,9.21320,,77.44050,31.58970,31.58970,35.02310,27.55380,0.19440,0.36740,1.76810,50.90220,6.05220,6.26950,5.35770,6.05220,6.58510,0.7121,0.3983
2024-06-30,17.92890,3.91930,14.00960,0.80110,7.58140,8.38250,5.62700,0.64220,6.26930,1.36800,4.90120,4.90120,4.90120,5.82620,5.62700,12.66490,12.75800,0.39000,0.38000,9.86530,,78.13980,31.38540,31.38540,34.96740,27.33700,0.19930,0.32470,1.49990,60.00380,6.15180,6.37160,5.44890,6.15180,6.28870,0.5201,0.4207
2024-03-31,17.59810,4.21040,13.38770,0.82100,7.81840,8.63940,4.74830,0.49520,5.24350,1.10700,4.13650,4.13650,4.13650,4.97440,4.74830,12.66250,12.75000,0.33000,0.32000,9.43790,,76.07470,26.98210,26.98210,29.79580,23.50550,0.19990,0.33160,1.35090,66.62140,5.43410,5.63160,4.69980,5.43410,6.01080,0.30460,0.26700
2023-12-31,17.45220,4.03920,13.41300,0.65040,7.60270,8.25310,5.15980,0.52180,5.68160,1.14200,4.53970,4.53970,4.53970,5.36520,5.15980,12.60300,12.72250,0.36000,0.35000,4.65480,,76.85540,29.56560,29.56560,32.55550,26.01220,0.18940,0.31500,1.42770,63.04000,6.35630,6.58870,4.92610,6.35630,5.64130,0.3083,0.258
2023-09-30,16.50460,3.66730,12.83740,0.45260,6.47950,6.93200,5.90530,0.50320,6.40850,1.34140,5.06720,5.06720,5.06720,6.09520,5.90530,12.60260,12.73580,0.40000,0.40000,9.12590,,77.78050,35.77990,35.77990,38.82870,30.70160,0.18880,0.31430,1.29110,69.70730,6.79540,7.02720,5.79730,6.79540,5.91670,0.1088,0.0748
2023-06-30,16.13040,3.94390,12.18650,0.96200,6.26150,7.22350,4.96300,0.33540,5.29840,1.11860,4.17980,4.17980,4.17980,5.15040,4.96300,12.59600,12.72300,0.33000,0.33000,8.71280,,75.54990,30.76820,30.76820,32.84740,25.91280,0.19810,0.46870,1.45550,61.83350,6.05790,6.27180,5.13300,6.05790,5.47520,0.2751,0.2468
2023-03-31,15.47510,3.75360,11.72150,0.79370,6.92050,7.71420,4.00720,0.34240,4.34970,0.94360,3.40610,3.40610,3.40610,4.18980,4.00720,12.59300,12.68670,0.27000,0.27000,9.07300,,75.74400,25.89480,25.89480,28.10750,22.01000,0.20460,0.59470,1.34180,67.07490,5.29390,5.48180,4.50420,5.29390,5.10840,0.36620,-0.15060
2022-12-31,14.86360,3.64320,11.22040,0.60470,6.36180,6.96660,4.25380,0.44970,4.70360,1.03000,3.67360,3.67360,3.67360,3.56090,4.25380,12.56290,12.63600,0.29000,0.29000,9.05920,,75.48900,28.61920,28.61920,31.64500,24.71560,0.17380,0.67850,1.11970,80.37810,4.98640,5.13050,4.29590,4.98640,5.85120,0.2403,0.203
2022-09-30,13.40730,2.86450,10.54270,0.49160,5.91880,6.41050,4.13230,0.10520,4.23750,0.81040,3.42710,3.42710,3.42710,4.56780,4.13230,12.56500,12.63100,0.27000,0.27000,12.82620,,78.63450,30.82130,30.82130,31.60580,25.56150,0.16860,0.54630,1.25870,71.49950,4.91190,5.04800,4.30840,4.91190,5.55280,0.3118,0.2678
2022-06-30,12.72160,2.58180,10.13980,0.66260,5.31060,5.97320,4.16660,0.01310,4.17970,0.93860,3.24110,3.24110,3.24110,4.66080,4.16660,12.56100,12.63300,0.26000,0.26000,11.15940,,79.70530,32.75210,32.75210,32.85510,25.47680,0.16800,0.53150,1.51770,59.30100,4.91820,5.03620,4.28010,4.91820,5.24630,0.13,0.0965
