Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,66.79100,9.64300,57.14800,5.84700,19.45300,37.69500,-11.99300,25.70200,0.09000,25.61200,25.61200,25.58100,51.95400,37.69500,94.39000,94.87800,0.27000,0.27000,0.27380,0.83580,56.43720,56.43720,38.48120,38.30010,0.02600,1.89050,2.07170,0.99880,1.37290,14.03730,0.4351,0.4351
2024-06-30,66.47900,10.16800,56.31100,6.00400,19.34900,36.96200,-12.17400,24.78800,0.08600,24.70200,24.70200,24.67200,50.96000,36.96200,91.80800,91.99400,0.27000,0.27000,0.29870,0.91850,55.59950,55.59950,37.28700,37.11250,0.02670,1.95830,2.15300,0.99370,1.37330,13.69580,0.4311,0.4311
2024-03-31,66.46700,10.64500,55.82200,6.21300,19.68000,36.14200,-12.04100,24.10100,0.02700,24.07400,24.07400,24.04400,50.24700,36.14200,91.71900,91.93000,0.26000,0.26000,0.28740,0.89460,54.37590,54.37590,36.26010,36.17430,0.02700,1.90420,2.09630,0.97760,1.35700,13.74330,0.30050,0.30050
2023-12-31,65.12700,9.77700,55.35000,5.52700,18.84700,36.50300,-11.96300,24.54000,0.08000,24.46000,24.46000,24.43000,49.18000,36.50300,88.52600,88.74700,0.27000,0.26000,0.25960,0.88320,56.04900,56.04900,37.68020,37.51130,0.02660,1.94150,2.14220,0.99770,1.43750,13.75140,0.4398,0.7527
2023-09-30,64.83900,10.14500,54.69400,5.49800,18.91600,35.77800,-11.67500,24.10300,-0.08900,24.19200,24.19200,24.16100,49.78800,35.77800,90.36700,90.59600,0.27000,0.27000,0.26640,0.89830,55.17980,55.17980,37.17360,37.26310,0.02640,1.92970,2.13800,0.98510,1.41560,13.84250,0.4432,0.4432
2023-06-30,60.68800,9.87300,50.81500,5.60000,17.41700,33.39800,-9.65200,23.74600,0.09100,23.65500,23.65500,23.62500,45.77900,33.39800,87.36600,87.55600,0.27000,0.27000,0.25950,0.80600,55.03230,55.03230,39.12800,38.92860,0.02600,1.88460,2.07350,1.01180,1.39550,13.85890,0.5368,0.5368
2023-03-31,59.95200,10.46200,49.49000,6.05500,18.23100,31.25900,-8.05600,23.20300,0.04800,23.15500,23.15500,23.12400,43.99900,31.25900,85.83400,86.09600,0.27000,0.27000,0.46780,0.87910,52.14010,52.14010,38.70260,38.57090,0.02730,2.04370,2.24620,1.05370,1.08760,13.16040,0.44060,0.44060
2022-12-31,57.36400,9.25100,48.11300,5.15900,16.21000,31.90300,-8.97500,22.92800,0.02800,22.90000,22.90000,22.86900,43.67000,31.90300,81.59000,81.80700,0.27000,0.27000,0.27150,0.87450,55.61500,55.61500,39.96930,39.86650,0.02610,2.01180,2.21880,1.04160,1.46570,13.29230,0.405,0.7104
2022-09-30,56.00800,8.78900,47.21900,4.91700,15.50500,31.71400,-7.18500,24.52900,-0.02300,24.55200,24.55200,24.51800,42.79800,31.71400,81.88500,82.11900,0.30000,0.30000,0.47500,0.90480,56.62410,56.62410,43.79550,43.77590,0.02670,2.29730,2.55280,1.16920,1.20610,12.90380,0.5209,0.5209
2022-06-30,55.42500,9.03900,46.38600,4.69800,14.82600,31.56000,-3.24600,28.31400,0.14400,28.17000,28.17000,28.13000,42.18400,31.56000,80.29500,80.49400,0.35000,0.35000,0.49360,0.97470,56.94180,56.94180,51.08530,50.75330,0.02760,2.84100,3.17860,1.40100,1.43870,12.31060,0.3767,0.3767
2022-03-31,54.39700,8.73200,45.66500,5.26900,14.97300,30.69200,-8.31800,22.37400,0.08800,22.28600,22.28600,22.25500,40.86400,30.69200,80.19500,80.34600,0.28000,0.28000,0.49760,0.99040,56.42220,56.42220,41.13090,40.91220,0.02720,2.28490,2.55970,1.11520,1.14790,12.13700,0.43320,0.43320
2021-12-31,52.65400,7.95200,44.70200,4.16000,13.53100,31.17100,-8.20100,22.97000,-0.76500,23.73500,23.73500,23.70000,40.60900,31.17100,76.67400,76.83900,0.31000,0.30000,0.47660,0.91050,59.19970,59.19970,43.62440,45.01080,0.02770,2.46240,2.76100,1.24730,1.28890,12.00680,0.3615,0.4051
2021-09-30,50.70600,7.99900,42.70700,4.26200,13.09300,29.61400,-8.30900,21.30500,0.09700,21.20800,21.20800,21.16400,38.52400,29.61400,76.25100,76.36100,0.28000,0.28000,0.50480,1.01950,58.40340,58.40340,42.01670,41.73870,0.02760,2.41810,2.73310,1.15380,1.19740,11.35400,0.4586,0.4586
