Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,40.22000,12.93100,27.28900,19.47600,19.47600,7.81300,7.81300,1.44800,6.36500,6.36500,6.31100,15.26710,15.26710,0.41000,0.41000,0.43590,0.81400,29.95550,24.19680,0.00980,2.29530,2.85910,0.23830,1.29470,17.99030,0.4321,0.4222
2024-06-30,39.18000,11.88100,27.29900,19.82000,19.82000,7.47900,7.47900,1.36600,6.11300,6.11300,6.06600,15.26500,15.26500,0.40000,0.40000,0.46120,0.92000,27.97560,22.69020,0.01030,2.32240,2.93270,0.23570,1.25140,17.11900,0.5647,0.5216
2024-03-31,37.01100,11.29500,25.71600,19.25800,19.25800,6.45800,6.45800,1.15200,5.30600,5.30600,5.26700,15.23100,15.23100,0.35000,0.35000,0.41860,0.90670,26.08030,21.27050,0.00980,2.02790,2.56600,0.21040,1.17890,17.01500,0.37610,0.32730
2023-12-31,35.91400,10.64200,25.27200,19.35000,19.35000,5.92200,5.92200,1.66100,4.26100,4.26100,4.23100,15.24200,15.24200,0.28000,0.28000,0.40400,0.80710,24.34930,17.39650,0.00970,1.62400,2.05440,0.16940,0.96780,17.15450,0.4985,0.441
2023-09-30,35.60700,9.45500,26.15200,16.71500,16.71500,9.43700,9.43700,1.84600,7.59100,7.59100,7.53400,15.15480,15.15480,0.50000,0.50000,0.40690,0.78280,34.47050,27.51950,0.01100,3.16020,4.10040,0.30560,1.87440,15.72430,0.5639,0.509
2023-06-30,34.64500,7.64900,26.99600,19.53400,19.53400,7.46200,7.46200,1.41900,6.04300,6.04300,5.99600,15.23200,15.23200,0.39000,0.39000,0.38410,0.75030,28.49830,22.89950,0.01060,2.43550,3.13210,0.24460,1.50010,16.25080,0.519,0.5007
2023-03-31,31.75500,5.35800,26.39700,18.73500,18.73500,7.66200,7.66200,1.40900,6.25300,6.25300,6.20100,15.41000,15.41100,0.40000,0.40000,0.35080,0.90590,28.64410,23.18220,0.01100,2.44670,3.12200,0.25730,1.58830,16.50420,0.61960,0.60170
2022-12-31,31.96400,3.56300,28.40100,18.84900,18.84900,9.55200,9.55200,1.77300,7.77900,7.77900,7.71100,15.45500,15.45900,0.50000,0.50000,0.28980,0.72910,36.54310,29.50000,0.01070,3.12000,4.01100,0.31700,2.21600,16.06580,0.511,0.4926
2022-09-30,29.38100,2.83100,26.55000,21.23700,21.23700,5.31300,5.31300,0.85800,4.45500,4.45500,4.41600,15.36400,15.36700,0.29000,0.29000,0.28420,0.40730,23.34770,19.40590,0.00950,1.86570,2.43050,0.18560,1.33550,15.40570,0.8196,0.7652
2022-06-30,28.13800,1.68400,26.45400,17.34700,17.34700,9.10700,9.10700,1.61800,7.48900,7.48900,7.41900,15.44200,15.44500,0.48000,0.48000,0.22730,0.64230,34.83130,28.37530,0.01080,2.89580,3.68890,0.31070,2.23760,16.68620,0.5466,0.4701
2022-03-31,27.59600,1.44100,26.15500,17.77700,17.77700,8.37800,8.37800,1.48300,6.89500,6.89500,6.83500,15.64500,15.64900,0.44000,0.44000,0.19830,0.25590,33.16180,27.05430,0.01080,2.49630,3.12700,0.29590,2.00120,17.57160,0.36090,0.29750
2021-12-31,27.66100,1.53000,26.13100,17.14600,17.14600,8.98500,8.98500,1.67700,7.30800,7.30800,7.25600,15.76600,15.77200,0.46000,0.46000,0.20090,0.25730,35.93570,29.02050,0.01070,2.42460,2.97580,0.31400,1.93770,19.12590,0.6093,0.5689
2021-09-30,27.45500,1.61400,25.84100,16.87600,16.87600,8.96500,8.96500,1.56600,7.39900,7.39900,7.33600,15.70400,15.71000,0.47000,0.47000,0.22390,0.29470,36.87630,30.17560,0.01030,2.47130,3.03930,0.31420,1.91810,19.00940,0.6291,0.6016
2021-06-30,26.73000,1.74700,24.98300,16.14300,16.14300,8.84000,8.84000,1.78000,7.06000,7.06000,6.99900,15.86800,15.87500,0.44000,0.44000,0.23220,0.30940,36.47020,28.87500,0.01040,2.32140,2.84630,0.30180,1.78240,19.05830,0.6104,0.5838
2021-03-31,28.53600,1.67100,26.86500,15.96800,15.96800,10.89700,10.89700,2.11000,8.78700,8.78700,8.72200,15.85000,15.85400,0.55000,0.55000,0.18250,0.25580,40.95690,32.78210,0.01140,2.92850,3.60370,0.37650,2.39390,18.75350,0.36040,0.37650
2020-12-31,28.56800,2.10400,26.46400,18.21300,18.21300,8.25100,8.25100,1.48100,6.77000,6.77000,6.72500,14.74300,14.74700,0.43000,0.43000,0.19190,0.30420,31.92620,26.02150,0.01150,2.25850,2.78140,0.30240,1.82520,18.83840,0.7554,0.7043
2020-09-30,28.74600,2.46900,26.27700,22.99100,22.99100,3.28600,3.28600,0.43800,2.84800,2.84800,2.83000,15.77800,15.78000,0.18000,0.18000,0.28710,0.54070,13.50260,11.62890,0.01030,0.96110,1.18800,0.12100,0.68520,18.64800,0.5053,0.4958
