Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,0.57200,0.57200,5.40200,3.46600,,-8.29600,0.19900,-8.09700,-8.09700,0.00000,0.00000,-8.09700,-7.25000,-8.29600,6.55700,6.55700,-1.23000,-1.23000,1.56460,,,100.00000,-1450.34900,-1450.34900,-1415.55900,-1415.55900,0.02140,0.71950,125.08740,0.00000,0.00000,0.00000,0.00000,1.08000,-0.9459,-0.9459
2024-03-31,11.08600,11.08600,7.40500,3.73100,,-0.05000,0.62200,0.57200,,0.57200,0.57200,0.57200,1.07200,-0.05000,5.37400,7.01600,0.11000,0.08000,1.24580,,,100.00000,-0.45100,-0.45100,5.15970,5.15970,0.40880,26.90780,3.34480,9.74450,9.74450,2.10920,9.74450,1.09230,-0.74740,-0.74740
2023-12-31,7.01600,7.01600,8.79600,3.59100,,-5.37100,1.41200,-3.95900,10.85700,-14.81600,-14.81600,-3.94800,-4.17300,-5.37100,4.50100,4.50100,-0.98000,-0.98000,0.96830,,,100.00000,-76.55380,-76.55370,-56.42820,-56.27140,0.19830,28.06400,3.20700,-351.75640,-351.75690,-41.87320,-351.75690,0.78380,-2.1181,-2.1165
2023-09-30,6.79600,6.79600,7.62400,4.30900,,-5.13700,0.98400,-4.15300,,-4.15300,-4.15300,-4.15300,-3.63000,-5.13700,5.09300,5.09300,-0.82000,-0.82000,1.05520,,,100.00000,-75.58860,-75.58860,-61.10950,-61.10950,0.15420,,,-61.06440,-61.06450,-9.42560,-61.06460,1.26550,0.5455,0.5437
2023-06-30,6.86500,6.86500,13.41300,5.19500,,-11.74300,0.87500,-10.86800,-10.86800,,,-10.86800,-9.57200,-11.74300,3.75700,3.75700,-2.89000,-2.89000,0.43890,,,100.00000,-171.05610,-171.05610,-158.31030,-158.31030,0.19330,25.05470,3.59210,,,,,-2.30880,-2.5654,-2.5031
2023-03-31,36.62900,36.62900,19.04200,5.80200,,11.78500,-0.94000,10.84500,,10.84500,10.84500,10.84500,13.94700,11.78500,3.75700,3.75700,2.89000,2.89000,1.72660,1.05540,-19.05860,100.00000,32.17400,32.17400,29.60770,29.60770,0.46660,12.90660,6.97320,-567.79790,-567.79990,13.81440,31.44210,-0.50820,-5.15330,-5.20200
2022-12-31,2.61100,2.61100,17.59000,6.08000,,-21.05900,-0.96300,-22.02200,0.02700,-22.04900,-22.04900,-22.04900,-18.58200,-21.05900,3.75600,3.75600,-5.98610,-5.98610,1.19650,1.71930,-2.39020,100.00000,-806.54930,-806.54930,-843.43180,-844.46580,0.02680,,,145.71100,145.71110,-22.60320,-104.81560,-4.02770,-4.9123,-4.9957
2022-09-30,4.24000,4.24000,21.97300,5.93400,,-23.66700,-0.94500,-24.61200,0.02600,-24.63800,-24.63800,-24.63800,-21.58600,-23.66700,3.75700,3.75700,-6.56000,-6.56000,1.73600,0.89640,8.65610,100.00000,-558.18400,-558.18400,-580.47170,-581.08500,0.03570,,,-593.40110,-593.40070,-20.76600,-61.45370,1.10460,-6.5025,-6.7649
2022-06-30,4.41700,4.41700,21.36500,6.56600,,-23.51400,-0.90600,-24.42000,,-24.42000,-24.42000,-24.42000,-21.40200,-23.51400,3.75720,3.75720,-6.44680,-6.44680,2.39740,0.57810,1.37020,100.00000,-532.35230,-532.35230,-552.86400,-552.86400,0.03140,,,-93.78960,-93.78960,-17.33260,-39.57090,6.92860,-4.9123,-5.2708
2022-03-31,8.48600,8.48600,21.49700,7.62000,,-20.63100,-0.98000,-21.61100,,-21.61100,-21.61100,-21.61100,-18.51300,-20.63100,3.75550,3.75550,-5.69720,-5.69720,2.94030,0.42940,0.75260,100.00000,-243.11810,-243.11810,-254.66650,-254.66650,0.05200,,,-45.51410,-45.51410,-13.24490,-25.96880,12.64320,-7.37470,-7.52190
