,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-09-25,2024-08-31,$2.66,$2.60
1,2024-06-26,2024-05-31,$2.34,$2.44
2,2024-03-26,2024-02-29,$2.36,$2.33
3,2024-01-24,2023-11-30,$2.92,$3.07
4,2023-09-27,2023-08-31,$2.62,$2.54
5,2023-06-28,2023-05-31,$2.55,$2.50
6,2023-03-29,2023-02-28,$2.40,$2.32
7,2023-01-19,2022-11-30,$3.11,$2.88
8,2022-09-28,2022-08-31,$2.76,$2.81
9,2022-06-27,2022-05-31,$2.62,$2.74
10,2022-03-29,2022-02-28,$2.56,$2.62
11,2022-01-18,2021-11-30,$2.54,$2.83
12,2021-09-27,2021-08-31,$2.11,$2.35
13,2021-06-23,2021-05-31,$2.09,$2.37
14,2021-03-24,2021-02-28,$2.03,$2.18
15,2021-01-11,2020-11-30,--,$2.01
