Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,0.38760,1.20300,,-2.81320,0.99210,-1.82110,-1.82110,-1.82110,-1.82110,-2.56290,-2.81320,2.75760,2.75760,-0.66000,-0.66000,2.87130,,,-19.93190,-19.93190,-9.77970,-19.93190,2.45000,0.892,0.8931
2023-06-30,1.28430,2.40370,,-3.68790,0.24260,-3.44680,-3.44680,-3.44680,-3.44680,-3.38400,-3.68790,1.69260,1.69260,-2.04000,-2.04000,2.53420,,0.00180,-30.64820,-30.64820,-15.43320,-30.64820,5.98800,-2.1344,-2.1344
2023-03-31,1.24020,2.91730,,-4.16430,0.07120,-4.09310,-4.09310,-4.09310,-4.09310,-3.86380,-4.16430,1.67740,1.67740,-2.40000,-2.40000,7.40270,,0.00340,-28.32980,-28.32980,-19.07420,-28.32980,8.54650,-2.05550,-2.05840
2022-12-31,1.35140,2.59640,,-4.60030,0.23120,-4.36900,-4.36900,-4.36900,-4.36900,-5.25900,-4.60030,1.65080,1.65080,-2.60000,-2.60000,8.37480,,0.00430,-23.97440,-23.97440,-17.07780,-23.97440,10.99300,11.264,11.4493
2022-09-30,5.48710,2.23630,,-7.72340,0.09150,-7.63190,-7.63190,-7.63190,-7.63190,-7.38790,-7.72340,1.61420,1.61420,-4.73000,-4.73000,5.91610,,0.00460,-32.90760,-32.90760,-23.34380,-32.90760,14.05200,-4.1044,-4.1221
2022-06-30,4.75660,3.60400,,-8.36060,-0.12550,-8.49170,-8.49170,-8.49170,-8.49170,-8.03190,-8.36060,1.61290,1.61290,-5.26000,-5.26000,7.52800,0.00070,0.00450,-28.01410,-28.01410,-21.23100,-27.99550,18.79330,-5.592,-5.699
2022-03-31,6.83570,3.09370,,-9.92940,0.00540,-9.92400,-9.92400,-9.92400,-9.92400,-9.61610,-9.92940,1.63420,1.63420,-6.00000,-6.00000,8.06780,0.00130,0.00430,-26.00430,-26.00430,-20.33330,-25.97040,23.66060,-5.01320,-5.10400
2021-12-31,4.36930,,,-7.30500,,-7.72880,,,-7.72880,,,1.63630,1.63630,-4.80000,-4.80000,11.68960,0.00170,0.00400,,,,,28.76830,-3.2198,-3.2955
2021-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,8.9268,9.6558
2021-06-30,5.36900,3.47010,,-8.83910,0.17620,-8.66290,-8.66290,-8.66290,-8.66290,-8.66940,-8.83910,1.50460,1.50460,-5.80000,-5.80000,19.17650,,0.00490,-14.37210,-14.37210,-12.49710,-14.37210,36.84690,-2.6269,-3.0082
2021-03-31,3.17410,2.72160,,-5.89580,0.37420,-5.52160,-5.52160,-5.52160,-5.52160,-5.74440,-5.89580,1.15900,1.15900,-4.80000,-4.80000,7.05400,,,-23.06630,-23.06630,-20.09790,-23.06630,20.65380,-6.29990,-6.64760
2020-12-31,2.01990,,,-4.66140,,,,,-4.06640,,,1.15870,1.15870,-3.60000,-3.60000,12.85470,,,,,,,24.60720,-3.263,-3.4301
2020-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,6.7402,7.0826
2020-06-30,1.49290,2.33130,,-3.82420,0.02430,-3.79990,-3.79990,-3.79990,-3.79990,-3.79290,-3.82420,1.05970,1.05970,-3.60000,-3.60000,10.62550,,0.00920,-10.95570,-10.95570,-9.95890,-10.95570,30.00350,-1.754,-1.9068
2020-03-31,1.61600,2.73900,,-4.35500,-0.02320,-4.37830,-4.37830,-4.37830,-4.37830,-4.15550,-4.35500,0.85380,0.85380,-5.20000,-5.20000,1.73570,,,-109.75310,-109.75310,-56.73980,-109.75310,4.67090,-4.98620,-5.17580
2019-12-31,1.22770,,,-3.78240,,-4.50560,,,-4.50560,,,0.85360,0.85360,-5.20000,-5.20000,2.99460,,0.00700,,,,,8.23050,-2.8602,-2.9404
2019-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,1.4816,2.5397
