Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.04000,0.04000,12.37700,10.26500,-22.60200,-3.86100,-26.46300,-0.17800,-26.28500,-26.31100,-26.28600,-22.51900,-22.60200,160.62200,160.62200,-0.16000,-0.16000,5.80740,0.12630,0.16270,100.00000,-56505.00000,-56505.00000,-66157.50000,-65715.00000,0.00020,,,-17.98230,-17.98230,-13.32070,-15.71180,0.87190,-0.1201,-0.1201
2024-06-30,0.27300,0.27300,12.60500,13.39700,-25.72900,-31.34800,-57.07700,0.01900,-57.09600,-57.36900,-57.31200,-25.64700,-25.72900,160.38800,160.38800,-0.36000,-0.36000,6.68260,0.10320,0.11650,100.00000,-9424.54100,-9424.54100,-20907.33000,-20993.41000,0.00130,,,-34.04020,-34.04020,-26.58710,-30.52740,1.00450,-0.0998,-0.0998
2024-03-31,,,11.53000,12.55500,-24.08500,-1.59600,-25.68100,-0.00400,-25.67700,-27.37800,-26.71300,-24.00200,-24.08500,158.89100,158.89100,-0.17000,-0.17000,7.82660,0.08430,0.09320,,,,,,,,,-12.26300,-12.26300,-10.17310,-11.22880,1.34270,-0.14210,-0.14210
2023-12-31,0.01800,0.01800,14.15600,19.42300,-33.56100,15.24200,-18.31900,0.42800,-18.74700,-19.14100,-18.29100,-33.46000,-33.56100,158.83400,158.83400,-0.11000,-0.08000,9.22430,0.07170,0.07830,100.00000,-186449.90000,-186449.90000,-101772.20000,-101616.60000,0.00010,,,-7.83450,-7.83450,-6.52210,-7.27290,1.47160,-0.1796,-0.1797
2023-09-30,0.08700,0.08700,13.29000,13.63100,-26.83400,70.68100,43.84700,0.23800,43.60900,43.37100,44.24400,-26.76000,-26.83400,155.79200,177.56600,0.28000,0.25000,10.95840,0.05750,0.06210,100.00000,-30843.68000,-30843.68000,50398.85000,50855.17000,0.00030,,,16.15240,16.15240,14.07140,15.22380,1.61740,-0.0693,-0.0692
2023-06-30,0.17200,0.17200,15.47600,16.55800,-31.86200,0.20400,-31.65800,0.18500,-31.84300,-33.77100,-33.04200,-31.78300,-31.86200,155.79200,155.79200,-0.21000,-0.21000,13.54290,0.07060,0.07750,100.00000,-18524.42000,-18524.42000,-18405.81000,-19210.46000,0.00070,,,-15.66100,-15.66100,-13.31690,-14.55520,1.29890,-0.1452,-0.145
2023-03-31,0.03700,0.03700,19.28100,13.97000,-33.21400,0.05800,-33.15600,0.16500,-33.32100,-34.35400,-33.13500,-33.14900,-33.21400,155.79200,155.79200,-0.21000,-0.21000,13.42820,0.06380,0.06940,100.00000,-89767.56000,-89767.56000,-89610.80000,-89554.05000,0.00010,,,-14.27610,-14.27610,-12.23800,-13.36580,1.44960,-0.13550,-0.13730
2022-12-31,0.03900,0.03900,21.87600,15.72800,-37.56500,-1.75600,-39.32100,6.00200,-45.32300,-46.64900,-45.01100,-37.51200,-37.56500,155.72000,155.72000,-0.28000,-0.28000,14.43160,0.05400,0.05770,100.00000,-96320.55000,-96320.52000,-100823.10000,-115412.80000,0.00010,,,-17.55270,-17.55270,-15.27270,-16.60540,1.60160,-0.1986,-0.1995
2022-09-30,0.02400,0.02400,19.02800,19.41900,-38.42300,5.28900,-33.13400,0.13500,-33.26900,-35.70100,-33.88700,-38.38700,-38.42300,156.60700,156.60700,-0.22000,-0.22000,12.25180,0.04820,0.05070,100.00000,-160095.80000,-160095.80000,-138058.30000,-141195.80000,0.00010,,,-12.05790,-12.05790,-10.42070,-11.47640,1.78500,-0.1741,-0.177
2022-06-30,0.17000,0.17000,18.30600,17.22100,-35.35700,4.55100,-30.80600,0.05100,-30.85700,-37.50900,-36.61800,-35.33800,-35.35700,153.97100,153.97100,-0.24000,-0.24000,14.73830,0.00190,0.00190,100.00000,-20798.24000,-20798.24000,-18121.18000,-21540.00000,0.00050,,,-11.71710,-11.71710,-10.74950,-11.69450,1.97940,-0.142,-0.1427
2022-03-31,,,15.46000,17.98200,-33.44200,1.52100,-31.92100,0.04100,-31.96200,-37.55800,-36.86900,-33.38200,-33.44200,153.52900,153.52900,-0.24000,-0.24000,15.78860,0.00680,0.00690,,,,,,,,,-10.59890,-10.59890,-9.78760,-10.52660,2.20480,-0.15620,-0.15660
2021-12-31,0.23000,0.23000,19.52800,25.87700,-45.17500,-3.40400,-48.57900,-4.42100,-44.15800,-93.27300,-88.87700,-45.14600,-45.17500,138.26600,138.26600,-0.64000,-0.64000,17.91650,0.00190,0.00190,100.00000,-19641.34000,-19641.34000,-21121.34000,-38642.25000,0.00060,,,-24.16660,-24.16660,-22.52070,-24.12010,2.40210,-0.1746,-0.1751
2021-09-30,0.26600,0.26600,13.36300,20.26400,-33.36100,6.88700,-26.47400,0.36800,-26.84200,-31.64200,-31.15800,-33.36800,-33.36100,151.13020,151.13020,-0.21000,-0.21000,28.84760,0.00170,0.00180,100.00000,-12541.73000,-12541.73000,-9952.63200,-11713.53000,0.00050,,,-6.83770,-6.83770,-6.53610,-6.82590,2.89840,-0.1722,-0.1708
2021-06-30,,,23.98800,37.33100,-61.31900,-5.98200,-67.30100,0.05800,-67.35900,-53.37300,-48.46100,-61.30000,-61.31900,132.26510,132.26510,-0.37000,-0.37000,32.25840,0.00240,0.00250,,,,,,,,,-11.00710,-11.00710,-10.54880,-10.98050,3.13200,0.0255,0.0248
2021-03-31,19.88000,19.88000,6.55700,9.27300,4.05000,1.70300,5.75300,0.00600,5.74700,4.04400,0.68800,4.05600,4.05000,119.25900,121.37400,0.01000,0.01000,6.87820,0.01400,0.02470,100.00000,20.37220,20.37220,28.93860,3.46080,0.13690,0.95680,94.06090,3.37020,3.37020,2.78400,3.32310,0.92100,-0.13610,-0.13760
2020-12-31,,,15.25200,71.98500,-87.23700,-17.80500,-91.24000,0.30900,-91.54900,-94.36200,-86.59300,-87.22300,-87.23700,93.01910,93.01910,-0.91000,-0.89000,8.09460,0.02230,0.02280,,,,,,,,,-98.94510,-98.94510,-84.59320,-96.73690,0.83120,-0.0628,-0.0634
2020-09-30,,,3.05800,4.32800,-7.38600,-0.14000,-21.32800,-0.00400,-21.32400,-83.18600,-83.19500,-7.38100,-7.38600,90.70930,90.70930,-0.92000,-0.92000,,,,,,,,,,,,,,,,,-0.06,-0.06
2020-06-30,,,2.97400,2.85100,-5.82500,-1.32100,-7.14600,,-7.14600,-16.95700,-16.35700,-5.82200,-5.82500,90.70900,90.70900,-0.18000,-0.18000,,,,,,,,,,,,,,,,,-0.0588,-0.0589
