Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,173.32000,224.42500,-51.10500,17.49200,17.49200,-68.59700,-6.67400,-75.27100,-17.14200,-58.12900,-58.12900,-54.72700,-62.82100,-68.59700,48.10600,48.10600,-1.14000,-1.14000,1.47760,0.66710,2.27660,-29.48590,-39.57820,-39.57820,-43.42890,-31.57570,0.14600,0.57430,156.70290,-36.78260,-37.48130,-4.89800,-12.24450,3.28510,-0.1106,-0.1257
2024-06-30,251.51200,291.53400,-40.02200,15.68000,15.68000,-55.70200,-5.61400,-61.31600,-15.96100,-45.35500,-45.35500,-46.07700,-50.13000,-55.70200,48.03100,48.03100,-0.96000,-0.96000,1.27310,0.44560,1.42790,-15.91260,-22.14690,-22.14690,-24.37900,-18.32000,0.19910,0.68320,131.72510,-21.04150,-21.34180,-3.58990,-11.66570,4.48070,0.5716,0.56
2024-03-31,288.09700,267.67600,20.42100,14.39400,14.39400,6.02700,-5.19500,0.83200,0.30700,0.52500,0.52500,-0.40600,11.60400,6.02700,47.92500,47.92500,-0.01000,-0.01000,1.59510,0.49480,1.15720,7.08820,2.09200,2.09200,0.28880,-0.14090,0.23470,0.85800,104.89940,0.20120,0.20360,0.04280,0.10160,5.43450,-0.20650,-0.21630
2023-12-31,316.18900,295.05300,21.13600,19.92900,19.92900,1.20700,-5.62700,-4.42000,2.91900,-7.33900,-7.33900,-5.56300,7.03200,1.20700,47.08900,47.08900,-0.11000,-0.11000,1.61400,0.49160,1.15270,6.68460,0.38170,0.38170,-1.39790,-1.75940,0.26330,1.03860,86.65320,-2.81660,-2.85170,-0.61100,-1.43210,5.44070,0.5463,0.5035
2023-09-30,312.47200,282.94300,29.52900,15.24700,15.24700,14.28200,-4.10100,10.18100,5.39000,4.79100,4.79100,3.80000,22.25000,14.28200,47.85600,47.87200,0.08000,0.08000,1.65850,0.49530,1.16110,9.45010,4.57060,4.57060,3.25820,1.21610,0.26480,0.96390,93.36730,1.80000,1.82290,0.40600,0.90840,5.56190,-0.5374,-0.5859
2023-06-30,256.92700,290.72100,-33.79400,16.44800,16.44800,-50.24200,19.75200,-30.49000,-18.58900,-11.90100,-11.90100,-12.82600,-42.06600,-50.24200,46.87100,46.87100,-0.27000,-0.27000,1.58540,0.47010,1.08250,-13.15320,-19.55500,-19.55500,-11.86720,-4.99210,0.21930,0.83240,108.12140,-4.52740,-4.58820,-1.01590,-2.39900,5.49290,0.5563,0.6016
2023-03-31,274.82900,255.88600,18.94300,15.57100,15.57100,3.37200,-5.88500,-2.51300,1.75300,-4.26600,-4.26600,-4.66400,11.93200,3.37200,44.40800,44.40800,-0.11000,-0.11000,1.74930,0.47020,1.08030,6.89270,1.22690,1.22690,-0.91440,-1.69710,0.23430,0.90160,99.81970,-1.56020,-1.58100,-0.36370,-0.82660,6.15700,-0.78320,-0.78030
2022-12-31,294.80400,258.94800,35.85610,14.83600,14.83610,21.02000,-1.30300,19.71700,-0.45500,20.17200,20.17200,19.53800,31.55400,21.02000,,,,0.00000,1.82170,0.38710,0.76020,12.16270,7.13020,7.13020,6.68820,6.62750,0.26200,1.14110,78.87410,6.01280,5.66410,1.79260,3.43550,,0,0
2022-09-30,335.12500,272.71500,62.41000,15.60600,15.60600,46.80400,-0.09300,46.71100,10.58800,36.12300,36.12300,35.19900,58.32700,46.80400,,,,0.00000,4.13590,,,18.62290,13.96610,13.96610,13.93840,10.50330,1.18770,,,-400.05900,-400.05890,12.80170,-400.05900,-1.08640,0,0
2022-06-30,273.01600,235.27900,37.73700,13.49000,13.49000,24.24700,-3.10400,21.14300,1.81500,19.32800,19.32800,19.40600,36.22000,24.24700,,,,0.00000,6.87790,,,13.82230,8.88120,8.88120,7.74420,7.10800,0.97060,,,-219.79180,-219.79140,6.87140,-219.79190,-1.05810,0,0
2022-03-31,258.48600,253.55500,4.93100,14.29900,14.29900,-9.36800,-2.26300,-11.63100,1.34200,-12.97300,-12.97300,-13.60100,2.29900,-9.36800,,,,0.00000,19.12920,,,1.90760,-3.62420,-3.62420,-4.49970,-5.26180,0.91830,,,154.81920,154.81910,-4.60880,154.81920,-1.00820,0.00000,
2021-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
