Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,2579.00000,718.00000,1861.00000,375.00000,850.00000,-87.00000,1318.00000,543.00000,74.00000,617.00000,-63.00000,680.00000,680.00000,-1.00000,679.00000,622.00000,543.00000,496.00000,501.00000,1.38000,1.35000,1.24090,0.52720,1.43950,72.15980,21.05470,21.05470,23.92400,26.32800,0.13320,2.68090,33.57120,13.18340,76.49040,3.51150,6.23280,10.95120,1.3022,1.0783
2024-09-30,2576.00000,727.00000,1849.00000,374.00000,786.00000,-89.00000,1254.00000,595.00000,202.00000,797.00000,161.00000,636.00000,636.00000,-2.00000,634.00000,687.00000,595.00000,487.00000,494.00000,1.31000,1.29000,1.25220,0.53260,1.36860,71.77800,23.09780,23.09780,30.93940,24.61180,0.12930,2.61790,34.37890,11.73430,57.87080,3.19360,5.48510,11.24480,1.5793,1.3466
2024-06-30,2572.00000,735.00000,1837.00000,379.00000,818.00000,-86.00000,1288.00000,549.00000,-221.00000,328.00000,102.00000,226.00000,226.00000,-2.00000,224.00000,626.00000,549.00000,503.00000,507.00000,0.45000,0.45000,1.25350,0.52770,1.39820,71.42300,21.34530,21.34530,12.75270,8.70920,0.12620,2.40150,37.47670,4.09050,18.22580,1.10900,1.93180,11.18420,0.7519,0.5699
2024-03-31,2556.00000,700.00000,1856.00000,351.00000,779.00000,-91.00000,1225.00000,631.00000,-95.00000,536.00000,97.00000,439.00000,439.00000,-1.00000,438.00000,707.00000,631.00000,516.00000,519.00000,0.85000,0.85000,1.98850,0.49600,1.23150,72.61350,24.68700,24.68700,20.97030,17.13620,0.11930,2.30690,39.01410,6.99820,21.54070,2.04970,3.52700,12.32420,1.18500,0.90940
2023-12-31,2562.00000,710.00000,1852.00000,399.00000,938.00000,-101.00000,1442.00000,410.00000,621.00000,1031.00000,303.00000,728.00000,728.00000,-4.00000,724.00000,508.00000,410.00000,530.00000,533.00000,1.37000,1.36000,2.43720,0.52160,1.20750,72.28730,16.00310,16.00310,40.24200,28.25920,0.11850,2.52910,35.58550,11.38210,34.19450,3.36730,5.44540,12.37140,0.2208,-0.0144
2023-09-30,2500.00000,705.00000,1795.00000,401.00000,850.00000,-85.00000,1340.00000,455.00000,1206.00000,1661.00000,355.00000,1306.00000,1306.00000,-1.00000,1305.00000,552.00000,455.00000,529.00000,532.00000,2.47000,2.46000,2.15680,0.54170,1.30920,71.80000,18.20000,18.20000,66.44000,52.20000,0.11800,2.75330,32.68800,22.13940,78.62730,6.16500,10.14610,11.34420,1.6455,1.4814
2023-06-30,2540.00000,718.00000,1822.00000,392.00000,817.00000,-90.00000,1304.00000,518.00000,-233.00000,285.00000,113.00000,172.00000,172.00000,-1.00000,171.00000,619.00000,518.00000,534.00000,537.00000,0.32000,0.32000,2.45200,0.59440,1.46560,71.73230,20.39370,20.39370,11.22050,6.73230,0.12730,3.21930,27.95670,3.26500,16.79690,0.86190,1.32420,9.88370,1.1308,0.9186
2023-03-31,2510.00000,700.00000,1810.00000,352.00000,808.00000,-84.00000,1252.00000,558.00000,172.00000,730.00000,161.00000,569.00000,569.00000,-2.00000,567.00000,665.00000,558.00000,537.00000,541.00000,1.06000,1.05000,2.68180,0.58900,1.43330,72.11160,22.23110,22.23110,29.08370,22.58960,0.12550,3.22210,27.93230,10.56250,51.72730,2.84440,4.34090,10.05040,1.55450,1.31050
2022-12-31,2510.00000,681.00000,1829.00000,340.00000,842.00000,-81.00000,1264.00000,565.00000,264.00000,829.00000,158.00000,671.00000,671.00000,1.00000,672.00000,672.00000,565.00000,558.00000,558.00000,1.09000,1.09000,2.17510,0.59970,1.72150,72.86850,22.51000,22.51000,33.02790,26.77290,0.12040,3.28960,27.35860,13.02150,75.30870,3.21820,5.21210,9.56030,1.1744,0.91
2022-09-30,2380.00000,647.00000,1733.00000,345.00000,750.00000,-69.00000,1165.00000,568.00000,-622.00000,-54.00000,16.00000,-70.00000,-70.00000,1.00000,-69.00000,672.00000,568.00000,548.00000,548.00000,-0.13000,-0.13000,1.33090,0.57550,1.59260,72.81510,23.86560,23.86560,-2.26890,-2.89920,0.12460,3.75990,23.93700,-1.44240,-8.80500,-0.36650,-0.61230,8.92100,1.3524,1.1611
2022-06-30,2422.00000,663.00000,1759.00000,344.00000,803.00000,-86.00000,1234.00000,525.00000,-1252.00000,-727.00000,-191.00000,-536.00000,-536.00000,5.00000,-531.00000,638.00000,525.00000,556.00000,556.00000,-0.95000,-0.95000,1.27570,0.55650,1.47400,72.62590,21.67630,21.67630,-30.01650,-21.92400,0.12320,4.00330,22.48140,-10.22320,-47.43360,-2.72730,-4.53390,9.55010,0.4683,0.2608
2022-03-31,2483.00000,689.00000,1794.00000,301.00000,704.00000,-96.00000,1102.00000,692.00000,-2341.00000,-1649.00000,-310.00000,-1339.00000,-1339.00000,-2.00000,-1341.00000,810.00000,692.00000,587.00000,587.00000,-2.28000,-2.28000,1.47510,0.48250,1.18130,72.25130,27.86950,27.86950,-66.41160,-54.00730,0.10810,3.96650,22.69030,-18.98210,-45.96640,-5.82680,-9.82250,12.35380,1.04430,0.90290
2021-12-31,2613.00000,694.00000,1919.00000,337.00000,775.00000,-119.00000,1231.00000,688.00000,-1849.00000,-1161.00000,-268.00000,-893.00000,-893.00000,2862.00000,1969.00000,810.00000,688.00000,652.00000,663.00000,3.60000,3.54000,1.97120,0.44140,0.92880,73.44050,26.32990,26.32990,-44.43170,75.35400,0.09810,3.83700,23.45580,-9.13270,-15.94640,-3.35390,-5.10140,16.46130,0.4148,0.2634
