Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,351.89510,140.39700,211.49810,70.61100,138.81200,215.23700,-3.73890,-1.39600,-5.13500,0.58900,-5.72400,-5.72400,-5.72400,2.07510,-3.73900,194.64600,194.64600,-0.03000,-0.03000,2.72790,,0.00370,60.10260,-1.06250,-1.06250,-1.45920,-1.62660,0.34740,1.81420,49.60810,-0.86010,-0.95390,-0.56510,-0.86010,3.31850,0.3227,0.2925
2024-09-30,336.52700,137.34600,199.18100,68.44600,125.71200,198.81300,0.36800,3.39900,3.76700,1.85000,1.91700,1.91700,1.91700,5.02300,0.36800,196.16900,205.25200,0.01000,0.01000,2.65740,,0.00380,59.18720,0.10940,0.10940,1.11940,0.56960,0.34680,1.21890,73.83850,0.30390,0.34030,0.19750,0.30390,3.18540,0.7174,0.7009
2024-06-30,306.42300,127.77900,178.64400,67.55400,122.94500,194.40600,-15.76200,6.96100,-8.80100,3.29000,-12.09100,-12.09100,-12.09100,-11.85500,-15.76200,193.45300,193.45300,-0.06000,-0.06000,2.45890,0.02530,0.03000,58.29980,-5.14390,-5.14390,-2.87220,-3.94590,0.32250,0.66350,135.63510,-2.08860,-2.37190,-1.27250,-2.03590,2.96730,0.2583,0.2368
2024-03-31,269.11800,110.00000,159.11800,63.20600,112.18700,179.07100,-19.95300,-0.12900,-20.08200,0.99800,-21.08000,-21.08000,-21.08000,-16.27500,-19.95300,189.84900,189.84900,-0.11000,-0.11000,2.64240,0.21450,0.27750,59.12570,-7.41420,-7.41420,-7.46220,-7.83300,0.24940,0.61280,146.87410,-3.83720,-4.40090,-1.95330,-3.01420,2.85660,-0.29920,-0.32200
2023-12-31,264.75800,109.03500,155.72300,59.24000,124.00000,186.72400,-31.00100,1.39700,-29.60400,5.41700,-35.02100,-35.02100,-35.02100,-27.51700,-31.00100,180.81800,180.81800,-0.18000,-0.18000,2.54090,0.19720,0.25030,58.81710,-11.70920,-11.70920,-11.18150,-13.22760,0.25550,0.69780,128.97640,-6.61600,-7.65060,-3.37940,-5.31150,2.80910,-0.1586,-0.1732
2023-09-30,241.62900,106.93200,134.69700,57.01400,111.16800,171.60000,-36.90300,1.50600,-35.39700,0.25800,-35.65500,-35.65500,-35.65500,-33.48500,-36.90300,182.59800,182.59800,-0.20000,-0.20000,2.42620,,0.00450,55.74540,-15.27260,-15.27260,-14.64930,-14.75610,0.29020,0.93180,96.58790,-6.78120,-7.87090,-4.28160,-6.78120,2.84010,0.1648,0.151
2023-06-30,234.03300,101.67000,132.36300,54.30900,93.09000,150.58600,-18.22300,-0.77000,-18.99300,-0.14300,-18.85000,-18.85000,-18.85000,-15.03600,-18.22300,179.07600,179.07600,-0.11000,-0.11000,2.99650,0.06180,0.07060,56.55740,-7.78650,-7.78650,-8.11550,-8.05440,0.29830,1.68530,53.40400,-3.65500,-4.26740,-2.40270,-3.42890,2.84680,-0.2895,-0.2991
2023-03-31,203.86500,93.99700,109.86800,49.37600,85.53100,137.93600,-28.06800,0.12400,-27.94400,0.37000,-28.31400,-28.31400,-28.31400,-25.03900,-28.06800,175.11400,175.11400,-0.16000,-0.16000,3.07360,,0.00500,53.89250,-13.76790,-13.76790,-13.70710,-13.88860,0.28510,1.65490,54.38450,-5.71510,-6.73910,-3.95900,-5.71510,2.78740,-0.01310,-0.02540
2022-12-31,191.03200,91.10500,99.92700,42.88300,78.05800,122.79490,-22.86800,3.03900,-19.82900,-0.43400,-19.39500,-19.39500,-19.39500,-21.01400,-22.86800,167.77400,167.77400,-0.11000,-0.11000,3.20080,,,52.30900,-11.97080,-11.97080,-10.37990,-10.15280,0.27450,0.99810,90.17430,-4.03990,-4.03990,-2.78680,-4.03990,2.77100,-0.4828,-0.4974
2022-09-30,169.25900,88.01400,81.24500,36.17800,78.84100,116.86200,-35.61700,2.83500,-32.78200,0.28700,-33.06900,-33.06900,-33.06900,-33.77400,-35.61700,168.60400,168.60400,-0.20000,-0.20000,3.08710,,,48.00040,-21.04290,-21.04290,-19.36800,-19.53750,0.24520,1.48440,60.63260,-7.08890,-7.08890,-4.79030,-7.08890,2.73650,-0.3211,-0.3295
