Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.90130,3.04700,-0.14570,0.08940,2.31370,,2.84350,-2.98920,-0.02070,-3.00990,-3.00990,-3.00990,-2.51220,-2.54880,-2.98920,9.52000,9.52000,-0.26000,-0.26000,4.00150,0.09650,0.11630,-5.02040,-103.03010,-103.03010,-103.74270,-86.58700,0.09630,0.91130,22.39640,4.01850,-12.96910,-12.96920,-9.98630,-11.71720,2.43780,-0.2528,-0.3919
2024-06-30,4.32680,4.12450,0.20230,0.34480,2.40770,-1.67400,4.86140,-4.65910,0.13990,-4.51920,-4.51920,-4.51920,-2.94570,-4.22410,-4.65910,9.52000,9.52000,-0.31000,-0.31000,4.29380,0.08900,0.10610,4.67640,-107.67900,-107.67900,-104.44610,-68.08000,0.12820,0.99440,37.36690,2.40860,-17.42220,-17.42220,-13.38890,-15.87120,2.72470,-0.0507,-0.2317
2024-03-31,5.27630,4.99900,0.27730,0.14970,2.24550,,2.82060,-2.54320,0.20800,-2.33520,-2.33520,-2.33520,-1.68620,-2.11790,-2.54320,9.52000,9.52000,-0.18000,-0.18000,7.51780,0.07910,0.09310,5.25580,-48.20020,-48.20020,-44.25780,-31.95830,0.14470,1.28510,58.06410,1.55000,-7.74760,-7.74760,-6.40580,-7.13480,3.16600,-0.18380,-0.39300
2023-12-31,8.34750,1.77530,6.57220,0.41560,9.44210,,10.36630,-3.79410,0.18810,-3.60600,-3.60600,-3.60600,-2.82900,-3.28540,-3.79410,9.52000,9.52000,-0.30000,-0.30000,6.31980,0.07620,0.08920,78.73290,-45.45210,-45.45210,-43.19820,-33.89060,0.20950,0.36340,104.13570,0.86430,-11.25120,-11.25120,-9.04960,-10.39380,3.36660,-0.0004,-0.2893
2023-09-30,8.07650,7.47100,0.60550,0.06390,2.97920,,3.38500,-2.77940,0.33540,-2.44400,-2.44400,-2.44400,-1.86170,-2.43760,-2.77940,9.52000,9.52000,-0.20000,-0.20000,6.14340,0.07120,0.08270,7.49720,-34.41350,-34.41350,-30.26060,-23.05110,0.18240,0.91840,15.88290,5.66650,-6.94100,-6.94100,-5.51980,-6.44690,3.69860,-0.3677,-0.4505
2023-06-30,8.12460,7.18890,0.93570,0.26150,3.43390,,3.98000,-3.04420,1.14050,-1.90370,-1.90370,-1.90370,-1.33460,-2.75970,-3.04420,9.52000,9.52000,-0.14000,-0.14000,7.52180,0.06800,0.07780,11.51700,-37.46910,-37.46910,-23.43180,-16.42710,0.17820,1.28920,14.25040,6.31560,-5.11890,-5.11890,-4.17650,-4.77090,3.90660,-0.1258,-0.2182
2023-03-31,8.87720,7.26770,1.60960,0.70260,3.05820,,3.97900,-2.36950,0.54110,-1.82850,-1.82850,-1.82850,-1.16680,-2.15120,-2.36950,9.52000,9.52000,-0.12000,-0.12000,7.40890,0.00230,0.00280,18.13130,-26.69220,-26.69220,-20.59730,-13.14350,0.24060,1.51510,14.19610,6.33980,-5.77250,-5.77250,-4.95580,-5.75930,3.32720,-0.23450,-0.31270
2022-12-31,8.77010,7.32890,1.44120,0.26120,4.64330,,5.08580,-3.64460,0.46840,-3.17620,-3.17620,-3.17620,-2.70710,-3.46340,-3.64460,7.62500,7.62500,-0.32000,-0.32000,7.88370,,,16.43270,-41.55730,-41.55730,-36.21640,-30.86770,0.22940,1.82840,619.05070,0.14540,-9.61880,-9.61880,-8.30780,-9.61880,3.46860,-0.1752,-0.2637
2022-09-30,8.81200,5.47790,3.33410,0.28390,3.73450,,4.19110,-0.85700,-0.03010,-0.88710,-0.88710,-0.88710,-0.70000,-0.68440,-0.85700,7.01300,7.01300,-0.10000,-0.10000,6.56940,,,37.83550,-9.72490,-9.72490,-10.06700,-7.94400,0.25020,1.24690,,,-2.97900,-2.97900,-2.51850,-2.97900,4.24200,-0.1976,-0.2805
2022-06-30,8.51960,5.07240,3.44720,0.17480,3.62460,,3.91920,-0.47200,-0.06680,-0.53880,-0.53880,-0.53880,-0.53880,-0.35220,-0.47200,7.00000,7.00000,-0.08000,-0.08000,3.09880,,,40.46210,-5.53990,-5.53990,-6.32400,-6.32400,0.40530,1.16090,,,-3.47680,-3.47680,-2.56320,-3.47680,2.21380,-0.0067,-0.1611
