Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2016-12-31,5955.00000,3599.00000,2356.00000,1187.00000,,1203.00000,1153.00000,1153.00000,402.00000,751.00000,751.00000,751.00000,1225.00000,1225.00000,822.94200,827.84100,0.92000,0.91500,0.20740,0.26170,19.36190,20.57100,19.36190,12.61130,0.04590,3.66660,3.66660,0.57850,2.90610,25.23600,2.2216,2.2216
2016-09-30,5716.00000,3731.00000,1985.00000,957.00000,,1022.00000,963.00000,963.00000,334.00000,629.00000,629.00000,629.00000,1028.00000,1028.00000,817.03800,822.28000,0.77000,0.76500,0.20190,0.25300,16.84740,17.98460,16.84740,11.00420,0.03970,2.76060,2.76060,0.43650,2.20320,27.92140,1.5664,1.5664
2016-06-30,5437.00000,3599.00000,1838.00000,938.00000,,1004.00000,834.00000,834.00000,286.00000,548.00000,548.00000,548.00000,900.00000,900.00000,823.70600,828.65200,0.66500,0.66000,0.18180,0.22210,15.33930,16.55330,15.33930,10.07910,0.03850,2.43020,2.43020,0.38790,1.98850,27.49230,1.863,1.863
2016-03-31,5451.00000,3358.00000,2093.00000,855.00000,-56.00000,976.00000,1117.00000,1117.00000,386.00000,731.00000,731.00000,731.00000,1182.00000,1182.00000,837.49600,841.84000,0.87500,0.87000,0.19930,0.24890,20.49170,21.68410,20.49170,13.41040,0.04270,3.65120,3.65120,0.57210,2.92340,24.10990,1.58110,1.58110
2015-12-31,5319.00000,3252.00000,2067.00000,1248.00000,,956.00000,1111.00000,1111.00000,381.00000,730.00000,730.00000,730.00000,1176.00000,1176.00000,861.30800,866.34400,0.85500,0.85000,0.21920,0.28070,20.88740,22.10940,20.88740,13.72440,0.04500,4.12240,4.12240,0.61730,3.21880,20.86340,2.2891,2.2891
2015-09-30,5040.00000,3253.00000,1787.00000,812.00000,-44.00000,923.00000,864.00000,864.00000,297.00000,567.00000,567.00000,567.00000,931.00000,931.00000,857.47000,862.20400,0.66000,0.66000,0.22500,0.29030,17.14290,18.47220,17.14290,11.25000,0.04290,3.28600,3.28600,0.48270,2.54670,20.17810,1.9595,1.9595
2015-06-30,5287.00000,3262.00000,2025.00000,805.00000,-272.00000,1151.00000,874.00000,874.00000,301.00000,573.00000,573.00000,573.00000,948.00000,948.00000,863.34400,868.51400,0.66500,0.66000,0.24170,0.31880,16.53110,17.93080,16.53110,10.83790,0.04570,3.36700,3.36700,0.49580,2.55310,19.76000,1.9134,1.9134
2015-03-31,5226.00000,3282.00000,1944.00000,807.00000,-41.00000,931.00000,1013.00000,1013.00000,350.00000,663.00000,663.00000,663.00000,1096.00000,1096.00000,874.61200,879.85400,0.76000,0.75500,0.25210,0.33710,19.38390,20.97210,19.38390,12.68660,0.04300,3.55740,3.55740,0.54610,2.66060,21.48250,1.65940,1.65940
2014-12-31,5514.00000,3409.00000,2105.00000,891.00000,-60.00000,1030.00000,1075.00000,1075.00000,372.00000,703.00000,703.00000,703.00000,1154.00000,1154.00000,902.40800,908.00000,0.79000,0.78000,0.22350,0.28790,19.49580,20.92850,19.49580,12.74940,0.04600,3.83170,3.83170,0.58700,2.97520,20.73370,2.1727,2.1727
2014-09-30,5736.00000,3716.00000,2020.00000,837.00000,-32.00000,946.00000,1074.00000,1074.00000,368.00000,706.00000,706.00000,706.00000,1151.00000,1151.00000,902.49200,907.96200,0.78000,0.78000,0.20340,0.25530,18.72390,20.06630,18.72390,12.30820,0.04510,3.95450,3.95450,0.55480,3.15020,19.81470,1.6021,1.6021
2014-06-30,5838.00000,3662.00000,2176.00000,813.00000,-44.00000,938.00000,1238.00000,1238.00000,428.00000,810.00000,810.00000,810.00000,1319.00000,1319.00000,905.11800,910.76000,0.89500,0.89000,0.21910,0.28050,21.20590,22.59340,21.20590,13.87460,0.04570,4.61330,4.61330,0.63350,3.60270,19.38180,1.6746,1.6746
2014-03-31,5640.00000,3586.00000,2054.00000,828.00000,-42.00000,950.00000,1104.00000,1104.00000,372.00000,732.00000,732.00000,732.00000,1184.00000,1184.00000,909.46200,915.39800,0.80500,0.80000,0.23860,0.31340,19.57450,20.99290,19.57450,12.97870,0.04570,4.66960,4.66960,0.59370,3.55530,17.26330,1.76430,1.76430
2013-12-31,5801.00000,3766.00000,2035.00000,875.00000,-50.00000,1007.00000,1028.00000,1028.00000,353.00000,675.00000,675.00000,675.00000,1110.00000,1110.00000,929.00400,934.81600,0.73500,0.73000,0.25090,0.33500,17.72110,19.13460,17.72110,11.63590,0.04780,4.61700,4.61700,0.55640,3.45850,15.91160,3.6239,3.6239
2013-09-30,5886.00000,3873.00000,2013.00000,824.00000,-49.00000,944.00000,1069.00000,1069.00000,367.00000,702.00000,702.00000,702.00000,1140.00000,1140.00000,928.64800,934.78200,0.75500,0.75000,0.25260,0.33790,18.16170,19.36800,18.16170,11.92660,0.04910,4.78920,4.78920,0.58540,3.57960,15.73730,1.5706,1.5706
2013-06-30,6044.00000,3789.00000,2255.00000,780.00000,-48.00000,897.00000,1358.00000,1358.00000,469.00000,889.00000,889.00000,889.00000,1427.00000,1427.00000,930.42600,935.95000,0.95500,0.95000,0.26530,0.36110,22.46860,23.61020,22.46860,14.70880,0.05200,6.49090,6.49090,0.76430,4.76880,14.73260,2.0037,2.0037
2013-03-31,6208.00000,3913.00000,2295.00000,817.00000,-46.00000,934.00000,1361.00000,1361.00000,469.00000,892.00000,892.00000,892.00000,1432.00000,1432.00000,932.92400,938.24800,0.95500,0.95000,0.21610,0.27570,21.92330,23.06700,21.92330,14.36860,0.05150,5.74190,5.74190,0.74000,4.50100,16.66760,4.08420,4.08420
2012-12-31,6375.00000,4424.00000,1951.00000,949.00000,-48.00000,1072.00000,879.00000,879.00000,298.00000,581.00000,581.00000,581.00000,954.00000,954.00000,933.73600,938.57400,0.62500,0.62000,0.21410,0.27240,13.78820,14.96470,13.78820,9.11370,0.04860,3.63630,3.63630,0.44320,2.85780,17.07830,3.7414,3.7414
2012-09-30,6847.00000,4374.00000,2473.00000,876.00000,-50.00000,993.00000,1480.00000,1480.00000,463.00000,1017.00000,1017.00000,1017.00000,1547.00000,1547.00000,934.84400,939.44200,1.08500,1.08000,0.21590,0.27530,21.61530,22.59380,21.61530,14.85320,0.04970,6.36220,6.36220,0.73780,4.98870,17.05160,4.4586,4.4586
2012-06-30,5902.00000,4195.00000,1707.00000,856.00000,-48.00000,966.00000,741.00000,741.00000,258.00000,483.00000,483.00000,483.00000,803.00000,803.00000,933.57600,937.18000,0.52000,0.51500,0.20570,0.25900,12.55510,13.60560,12.55510,8.18370,0.04830,3.40640,3.40640,0.39520,2.70570,15.14500,3.9358,3.9358
2012-03-31,6240.00000,4081.00000,2159.00000,851.00000,-49.00000,957.00000,1202.00000,1202.00000,417.00000,785.00000,785.00000,785.00000,1259.00000,1259.00000,931.77400,937.06600,0.84000,0.84000,0.22510,0.29060,19.26280,20.17630,19.26280,12.58010,0.05400,5.75390,5.75390,0.67930,4.45850,14.59260,3.79480,3.79480
2011-12-31,5979.00000,4138.00000,1841.00000,915.00000,-50.00000,1018.00000,823.00000,823.00000,285.00000,538.00000,538.00000,538.00000,876.00000,876.00000,933.03800,938.74000,0.58000,0.57000,0.20240,0.25370,13.76480,14.65130,13.76480,8.99820,0.05140,4.15570,4.15570,0.46280,3.31460,13.88130,3.5481,3.5481
2011-09-30,5987.00000,3955.00000,2032.00000,843.00000,-45.00000,940.00000,1092.00000,1092.00000,356.00000,736.00000,736.00000,736.00000,1144.00000,1144.00000,931.82000,935.58600,0.79000,0.78500,0.20610,0.25960,18.23950,19.10810,18.23950,12.29330,0.05220,5.78890,5.78890,0.64160,4.59570,13.62300,3.3415,3.3415
2011-06-30,5088.00000,3737.00000,1351.00000,816.00000,-45.00000,907.00000,444.00000,444.00000,170.00000,274.00000,274.00000,274.00000,490.00000,490.00000,932.99600,939.50400,0.29500,0.29000,0.20280,0.25440,8.72640,9.63050,8.72640,5.38520,0.04790,2.28700,2.28700,0.25790,1.82310,12.82580,2.3649,2.3649
2011-03-31,5117.00000,3644.00000,1473.00000,795.00000,-42.00000,882.00000,591.00000,591.00000,202.00000,389.00000,389.00000,389.00000,636.00000,636.00000,936.02400,944.20800,0.41500,0.41500,0.21490,0.27370,11.54970,12.42920,11.54970,7.60210,0.05060,3.52900,3.52900,0.38460,2.77070,11.78770,2.29500,2.29500
2010-12-31,5293.00000,3686.00000,1607.00000,871.00000,-49.00000,964.00000,643.00000,643.00000,222.00000,421.00000,421.00000,421.00000,687.00000,687.00000,938.07600,946.17000,0.44500,0.44000,0.21560,0.27480,12.14810,12.97940,12.14810,7.95390,0.05240,3.80790,3.80790,0.41670,2.98710,11.77020,2.2458,2.2458
2010-09-30,5394.00000,3514.00000,1880.00000,748.00000,-38.00000,825.00000,1055.00000,1055.00000,365.00000,690.00000,690.00000,690.00000,1094.00000,1094.00000,939.73600,947.13800,0.73500,0.73000,0.21270,0.27020,19.55880,20.28180,19.55880,12.79200,0.05510,6.19780,6.19780,0.70520,4.87940,11.81740,1.9421,1.9421
2010-06-30,4980.00000,3283.00000,1697.00000,737.00000,-38.00000,808.00000,889.00000,889.00000,308.00000,581.00000,581.00000,581.00000,922.00000,922.00000,937.64800,945.07800,0.62000,0.61500,0.20920,0.26450,17.85140,18.51410,17.85140,11.66670,0.05460,5.79260,5.79260,0.63680,4.58090,10.65280,1.8462,1.8462
2010-03-31,5065.00000,3260.00000,1805.00000,761.00000,-37.00000,831.00000,974.00000,974.00000,338.00000,636.00000,636.00000,636.00000,1007.00000,1007.00000,935.85200,944.90000,0.68000,0.67500,0.22330,0.28750,19.23000,19.88150,19.23000,12.55680,0.05950,7.07690,7.07690,0.74670,5.49650,9.57240,1.35250,1.35250
2009-12-31,4597.00000,3367.00000,1230.00000,1270.00000,-41.00000,888.00000,342.00000,342.00000,91.00000,251.00000,251.00000,251.00000,-81.00000,-81.00000,933.10400,938.12600,0.27000,0.26500,0.23590,0.30880,7.43960,-1.76200,7.43960,5.46010,0.05470,2.98210,2.98210,0.29840,2.27850,8.98160,1.8804,1.8804
2009-09-30,4526.00000,3205.00000,1321.00000,703.00000,-44.00000,772.00000,549.00000,549.00000,186.00000,363.00000,363.00000,363.00000,574.00000,574.00000,933.17200,939.42800,0.39000,0.38500,0.22060,0.28310,12.12990,12.68230,12.12990,8.02030,0.05480,4.60540,4.60540,0.43940,3.58940,8.42500,1.6183,1.6183
2009-06-30,4313.00000,3104.00000,1209.00000,239.00000,-35.00000,736.00000,473.00000,473.00000,159.00000,314.00000,314.00000,314.00000,935.00000,935.00000,932.80200,936.57000,0.33500,0.33500,0.23880,0.31370,10.96680,21.67870,10.96680,7.28030,0.05670,4.94490,4.94490,0.41290,3.76410,6.79170,1.3036,1.3036
2009-03-31,4818.00000,3200.00000,1618.00000,707.00000,-32.00000,747.00000,871.00000,871.00000,302.00000,569.00000,569.00000,569.00000,879.00000,879.00000,932.19400,934.26400,0.61000,0.61000,0.23230,0.30260,18.07800,18.24410,18.07800,11.80990,0.06710,10.94440,10.94440,0.79230,8.40220,5.56130,1.76500,1.76500
