Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2949.00000,1846.00000,1103.00000,961.00000,,1011.00000,92.00000,92.00000,185.00000,-93.00000,-93.00000,-93.00000,356.00000,142.00000,557.89900,560.41400,-0.17000,-0.17000,0.24320,0.32130,3.11970,4.81520,3.11970,-3.15360,0.02300,-0.37450,-0.37450,-0.07240,-0.28350,44.60080,2.2886,2.2886
2024-06-30,5138.00000,2167.00000,2971.00000,902.00000,,952.00000,2019.00000,2019.00000,264.00000,1755.00000,1755.00000,1755.00000,2278.00000,2069.00000,564.57300,566.83800,3.11000,3.10000,0.22190,0.28530,39.29550,40.26860,39.29550,34.15730,0.04280,6.73780,6.73780,1.46050,5.24240,46.39910,0.4774,0.4774
2024-03-31,5436.00000,2265.00000,3171.00000,954.00000,,1001.00000,2170.00000,2170.00000,291.00000,1879.00000,1879.00000,1879.00000,2432.00000,2217.00000,574.88600,577.48200,3.27000,3.25000,0.25160,0.33620,39.91910,40.78370,39.91910,34.56590,0.04360,7.98320,7.98320,1.50630,5.97480,41.27290,1.47020,1.47020
2023-12-31,3779.00000,2357.00000,1422.00000,1085.00000,,1132.00000,290.00000,290.00000,22.00000,268.00000,268.00000,268.00000,545.00000,337.00000,596.17300,598.74500,0.50000,0.49000,0.25090,0.33500,7.67400,8.91770,7.67400,7.09180,0.02980,1.21900,1.21900,0.21150,0.91310,38.00480,0.9342,0.9342
2023-09-30,4950.00000,2110.00000,2840.00000,986.00000,,1035.00000,1805.00000,1805.00000,236.00000,1569.00000,1569.00000,1569.00000,2055.00000,1854.00000,591.24600,593.59600,2.65000,2.64000,0.23490,0.30710,36.46470,37.45450,36.46470,31.69700,0.03960,6.92130,6.92130,1.25410,5.29530,38.62520,2.1844,2.1844
2023-06-30,5172.00000,2366.00000,2806.00000,930.00000,,981.00000,1825.00000,1825.00000,191.00000,1634.00000,1634.00000,1634.00000,2078.00000,1876.00000,600.74200,602.92900,2.72000,2.71000,0.25750,0.34670,35.28620,36.27220,35.28620,31.59320,0.03960,7.99450,7.99450,1.25090,5.93620,34.29540,0.7596,0.7596
2023-03-31,4800.00000,2430.00000,2370.00000,980.00000,,1028.00000,1342.00000,1342.00000,154.00000,1188.00000,1188.00000,1188.00000,1595.00000,1390.00000,611.20500,613.95000,1.94000,1.94000,0.27280,0.37510,27.95830,28.95830,27.95830,24.75000,0.03560,6.00490,6.00490,0.88020,4.36700,32.64950,1.44960,1.44960
2022-12-31,3948.00000,2325.00000,1623.00000,1029.00000,,1085.00000,538.00000,538.00000,342.00000,196.00000,196.00000,196.00000,788.00000,594.00000,634.81600,637.65500,0.34000,0.34000,0.26980,0.36950,13.62720,15.04560,13.62720,4.96450,0.03000,0.97320,0.97320,0.14880,0.71060,32.73430,1.5796,1.5796
2022-09-30,4704.00000,2343.00000,2361.00000,973.00000,,1032.00000,1329.00000,1329.00000,-452.00000,1781.00000,1781.00000,1781.00000,1581.00000,1388.00000,629.35000,631.94600,2.83000,2.82000,0.23740,0.31130,28.25260,29.50680,28.25260,37.86140,0.03670,7.37410,7.37410,1.39030,5.62360,38.71330,1.7519,1.7519
2022-06-30,5315.00000,2553.00000,2762.00000,999.00000,,1054.00000,1708.00000,1708.00000,314.00000,1394.00000,1394.00000,1394.00000,1961.00000,1763.00000,640.70700,643.24300,2.18000,2.17000,0.21940,0.28100,32.13550,33.17030,32.13550,26.22770,0.03920,5.28290,5.28290,1.02780,4.12390,41.58540,0.8216,0.8216
2022-03-31,5173.00000,2783.00000,2390.00000,1040.00000,,1096.00000,1294.00000,1294.00000,247.00000,1047.00000,1047.00000,1047.00000,1557.00000,1350.00000,649.75300,652.82700,1.61000,1.60000,0.20830,0.26310,25.01450,26.09700,25.01450,20.23970,0.03520,3.54590,3.54590,0.71200,2.80730,45.75350,1.93010,1.93010
2021-12-31,4884.00000,2783.00000,2101.00000,925.00000,,982.00000,1119.00000,1119.00000,174.00000,945.00000,945.00000,945.00000,1142.00000,1176.00000,673.61700,676.72900,1.44000,1.44000,0.19310,0.23930,22.91160,24.07860,22.91160,19.34890,0.03100,2.84180,2.84180,0.59980,2.29320,50.99120,1.2414,1.2414
2021-09-30,5237.00000,2920.00000,2317.00000,1147.00000,,1204.00000,1113.00000,1113.00000,225.00000,888.00000,888.00000,888.00000,1447.00000,1170.00000,668.76200,671.92500,1.33000,1.32000,0.19380,0.24040,21.25260,22.34100,21.25260,16.95630,0.03260,2.64660,2.64660,0.55290,2.13370,50.62030,2.8035,2.8035
2021-06-30,5564.00000,2968.00000,2596.00000,1161.00000,,1223.00000,1373.00000,1373.00000,268.00000,1105.00000,1105.00000,1105.00000,1716.00000,1435.00000,678.05000,680.92000,1.63000,1.62000,0.19400,0.24070,24.67650,25.79080,24.67650,19.85980,0.03450,3.27550,3.27550,0.68420,2.64000,50.20160,1.4447,1.4447
2021-03-31,5869.00000,3061.00000,2808.00000,1143.00000,,1205.00000,1603.00000,1603.00000,310.00000,1293.00000,1293.00000,1293.00000,1976.00000,1665.00000,688.93800,691.94000,1.88000,1.87000,0.20120,0.25190,27.31300,28.36940,27.31300,22.03100,0.03710,4.02770,4.02770,0.81750,3.21710,47.16130,1.97420,1.97420
2020-12-31,5913.00000,3298.00000,2615.00000,1338.00000,,1399.00000,1216.00000,1216.00000,265.00000,951.00000,951.00000,951.00000,1577.00000,1277.00000,713.70200,716.19200,1.34000,1.33000,0.19050,0.23540,20.56490,21.59650,20.56490,16.08320,0.03580,2.83380,2.83380,0.57610,2.29390,48.46390,1.8732,1.8732
2020-09-30,5665.00000,3310.00000,2355.00000,1139.00000,,1202.00000,1153.00000,1153.00000,-1303.00000,2456.00000,2456.00000,2456.00000,1508.00000,1216.00000,711.69800,713.79300,3.45000,3.44000,0.19410,0.24090,20.35300,21.46510,20.35300,43.35390,0.03520,7.56180,7.56180,1.52590,6.09370,46.16290,2.8321,2.8321
2020-06-30,5407.00000,3229.00000,2178.00000,1045.00000,,1108.00000,1070.00000,1070.00000,265.00000,805.00000,805.00000,805.00000,1422.00000,1133.00000,717.88900,719.76400,1.12000,1.12000,0.20890,0.26410,19.78920,20.95430,19.78920,14.88810,0.03440,2.73620,2.73620,0.51250,2.16450,41.20980,1.6701,1.6701
2020-03-31,5162.00000,3275.00000,1887.00000,1112.00000,,1167.00000,720.00000,720.00000,154.00000,566.00000,566.00000,566.00000,1108.00000,775.00000,724.36600,727.51200,0.78000,0.78000,0.20380,0.25600,13.94810,15.01360,13.94810,10.96470,0.03400,2.14380,2.14380,0.37330,1.70690,36.75200,1.94360,1.94360
2019-12-31,5603.00000,3315.00000,2288.00000,1174.00000,,1230.00000,1058.00000,1058.00000,276.00000,782.00000,782.00000,782.00000,1429.00000,1114.00000,742.41400,746.43000,1.07000,1.07000,0.18490,0.22680,18.88270,19.88220,18.88270,13.95680,0.03670,2.70040,2.70040,0.51190,2.20110,39.84490,1.577,1.577
2019-09-30,5536.00000,3357.00000,2179.00000,1086.00000,,1143.00000,1036.00000,1036.00000,259.00000,777.00000,777.00000,777.00000,1411.00000,1093.00000,739.94600,743.84200,1.05000,1.04000,0.17470,0.21170,18.71390,19.74350,18.71390,14.03540,0.03590,2.63940,2.63940,0.50410,2.17820,40.04460,2.5836,2.5836
2019-06-30,5511.00000,3293.00000,2218.00000,1052.00000,,1109.00000,1109.00000,1109.00000,292.00000,817.00000,817.00000,817.00000,1475.00000,1166.00000,745.15300,748.84900,1.10000,1.09000,0.18080,0.22060,20.12340,21.15770,20.12340,14.82490,0.03640,2.89300,2.89300,0.53960,2.37000,38.13960,1.1046,1.1046
2019-03-31,5657.00000,3298.00000,2359.00000,1059.00000,,1117.00000,1242.00000,1242.00000,314.00000,928.00000,928.00000,928.00000,1640.00000,1300.00000,751.42300,755.79000,1.23000,1.23000,0.18470,0.22650,21.95510,22.98040,21.95510,16.40450,0.03880,3.56250,3.56250,0.63700,2.90460,34.89550,2.04290,2.04290
2018-12-31,5128.00000,3239.00000,1889.00000,1106.00000,,1165.00000,724.00000,724.00000,198.00000,526.00000,526.00000,526.00000,1096.00000,783.00000,769.58800,774.65000,0.69000,0.70000,0.19760,0.24630,14.11860,15.26910,14.11860,10.25740,0.03650,2.24190,2.24190,0.37460,1.79890,31.06370,1.7291,1.7291
2018-09-30,5577.00000,3333.00000,2244.00000,1045.00000,,1098.00000,1146.00000,1146.00000,301.00000,845.00000,845.00000,845.00000,1514.00000,1199.00000,767.04900,772.07000,1.10000,1.09000,0.18510,0.22720,20.54870,21.49900,20.54870,15.15150,0.04040,3.63690,3.63690,0.61260,2.96360,30.44630,2.4255,2.4255
2018-06-30,5589.00000,3369.00000,2220.00000,1035.00000,,1089.00000,1131.00000,1131.00000,299.00000,832.00000,832.00000,832.00000,1488.00000,1185.00000,772.94900,777.80700,1.08000,1.07000,0.18260,0.22330,20.23620,21.20240,20.23620,14.88640,0.03940,3.49580,3.49580,0.58600,2.85760,30.93830,2.0295,2.0295
2018-03-31,5464.00000,3379.00000,2085.00000,1047.00000,,1103.00000,982.00000,982.00000,265.00000,717.00000,717.00000,717.00000,1352.00000,1038.00000,778.55000,783.85200,0.92000,0.91000,0.18110,0.22120,17.97220,18.99710,17.97220,13.12230,0.03710,2.95220,2.95220,0.48660,2.41750,31.30750,1.57940,1.57940
2017-12-31,5424.00000,3328.00000,2096.00000,1038.00000,,1096.00000,1000.00000,1000.00000,-1583.00000,2583.00000,2583.00000,2583.00000,1342.00000,1058.00000,792.04200,797.86100,3.26000,3.25000,0.17700,0.21500,18.43660,19.50590,18.43660,47.62170,0.03950,10.50090,10.50090,1.88240,8.64260,31.49920,1.8976,1.8976
2017-09-30,5506.00000,3415.00000,2091.00000,957.00000,,1016.00000,1075.00000,1075.00000,359.00000,716.00000,716.00000,716.00000,1405.00000,1134.00000,788.95800,794.76200,0.91000,0.90000,0.19280,0.23880,19.52420,20.59570,19.52420,13.00400,0.04050,3.25800,3.25800,0.52610,2.62990,27.89850,1.8202,1.8202
2017-06-30,5428.00000,3374.00000,2054.00000,948.00000,,1009.00000,1045.00000,1045.00000,332.00000,713.00000,713.00000,713.00000,1389.00000,1106.00000,792.86500,798.69500,0.90000,0.89000,0.19630,0.24420,19.25200,20.37580,19.25200,13.13560,0.04010,3.31580,3.31580,0.52660,2.66490,27.15030,1.7886,1.7886
2017-03-31,5309.00000,3380.00000,1929.00000,969.00000,,1031.00000,898.00000,898.00000,306.00000,592.00000,592.00000,592.00000,1254.00000,960.00000,802.25900,808.13800,0.74000,0.73000,0.20520,0.25810,16.91470,18.08250,16.91470,11.15090,0.03970,2.91050,2.91050,0.44290,2.31340,25.55260,2.17410,2.17410
