,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-05,2024-09-30,$-0.67,$-0.35
1,2024-08-13,2024-06-30,$0.65,$1.55
2,2024-05-07,2024-03-31,$-0.38,$0.68
3,2024-03-13,2023-12-31,$-0.07,$-0.29
4,2023-11-07,2023-09-30,$-0.55,$1.02
5,2023-08-08,2023-06-30,$-0.43,$-0.78
6,2023-05-10,2023-03-31,$-0.77,$-0.21
7,2023-03-06,2022-12-31,$-0.84,$-0.79
8,2022-11-07,2022-09-30,--,$-0.80
9,2022-08-11,2022-06-30,--,$-0.74
10,2022-05-12,2022-03-31,--,$-0.69
11,2022-03-15,2021-12-31,--,$-0.89
12,2021-12-09,2021-09-30,--,$-9.78
