Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.00500,0.00500,19.80300,4.96900,,-24.76700,1.92200,-22.84500,,-22.84500,-22.84500,-22.84500,-25.70900,-24.76700,71.08500,71.08500,-0.32000,-0.32000,16.87420,,,100.00000,-495340.00000,-495340.00000,-456900.00000,-456900.00000,0.00000,0.00150,,-17.12810,-17.12810,-15.45000,-17.12810,1.87530,-0.3804,-0.3804
2024-06-30,0.00500,0.00500,21.15500,5.59500,,-26.74500,2.10700,-24.64000,,-24.64000,-24.64000,-24.64000,-27.75300,-26.74500,70.92400,70.92400,-0.35000,-0.35000,11.29570,,,100.00000,-534900.10000,-534900.10000,-492800.00000,-492800.00000,0.00000,0.00170,,-16.15410,-16.15410,-14.21440,-16.15410,2.14690,-0.2549,-0.2549
2024-03-31,0.00500,0.00500,21.48700,5.31200,,-26.79400,2.40000,-24.39400,,-24.39400,-24.39400,-24.39400,-27.67000,-26.79400,70.80200,70.80200,-0.34000,-0.34000,16.54590,,,100.00000,-535880.00000,-535880.00000,-487880.00000,-487880.00000,0.00000,0.00190,,-14.10570,-14.10570,-12.95090,-14.10570,2.43920,-0.23100,-0.23100
2023-12-31,0.03700,0.03700,16.90900,4.33200,,-33.62300,1.97800,-31.64100,,-31.64100,-31.64100,-31.64100,-34.20400,-33.62300,53.24700,53.24700,-0.55000,-0.55000,17.26310,,,100.00000,-90872.97000,-90872.95000,-85516.20000,-85516.20000,0.00020,0.00760,11804.59000,-16.30150,-16.30150,-15.02140,-16.30150,2.74630,-0.3185,-0.3185
2023-09-30,0.36200,0.36200,18.38800,4.51400,,-22.54000,1.86900,-20.67100,,-20.67100,-20.67100,-20.67100,-23.09200,-22.54000,53.63300,53.63300,-0.39000,-0.39000,12.88550,,,100.00000,-6226.52000,-6226.52000,-5710.22100,-5710.22100,0.00220,0.07990,1125.99500,-13.74430,-14.98140,-12.40960,-13.74430,2.84520,-0.34,-0.34
2023-06-30,0.00600,0.00600,13.25300,4.76000,,-18.00700,1.95000,-16.06100,,-16.06100,-16.06100,-16.06100,-18.51200,-18.00700,50.69200,50.69200,-0.32000,-0.32000,14.82310,,,100.00000,-300116.70000,-300116.70000,-267683.30000,-267683.30000,0.00000,0.00160,,-9.57640,-10.34230,-8.76140,-9.57640,3.18500,-0.378,-0.3779
2023-03-31,0.02100,0.02100,17.24900,4.53100,,-21.75900,1.68500,-20.07400,,-20.07400,-20.07400,-20.07400,-22.11500,-21.75900,50.12600,50.12600,-0.40000,-0.40000,11.57860,,,100.00000,-103614.30000,-103614.30000,-95590.47000,-95590.47000,0.00010,0.00620,14442.86000,-11.96790,-12.92490,-10.73000,-11.96790,3.40320,-0.38720,-0.38820
2022-12-31,-0.11000,-0.11000,19.17900,3.80500,,-23.09400,1.43400,-21.66000,,-21.66000,-21.66000,-21.66000,-23.33000,-23.09400,46.92600,46.92600,-0.47000,-0.47000,11.30600,,,100.00000,20994.55000,20994.55000,19690.91000,19690.91000,-0.00050,-0.04330,-2079.00000,-11.68960,-12.52940,-10.46740,-11.68960,3.76610,-0.415,-0.4159
2022-09-30,0.00200,0.00200,20.26200,4.49200,,-24.75200,1.03900,-23.71300,-0.19700,-23.51600,-23.51600,-23.51600,-24.89300,-24.75200,49.28700,49.28700,-0.48000,-0.48000,13.40390,,,100.00000,-1237600.00000,-1237600.00000,-1185650.00000,-1175800.00000,0.00000,0.00050,,-11.46960,-12.20910,-10.43870,-11.46960,4.17060,-0.2823,-0.2835
2022-06-30,0.00800,0.00800,15.99300,4.41000,,-20.39500,0.28800,-20.10700,,-20.10700,-20.10700,-20.10700,-20.34200,-20.39500,47.50300,47.50300,-0.42000,-0.42000,14.12090,,,100.00000,-254937.50000,-254937.50000,-251337.50000,-251337.50000,0.00000,0.00130,,-10.33590,-11.04080,-9.57910,-10.33590,4.19510,-0.3288,-0.3292
2022-03-31,0.03200,0.03200,15.10400,4.42700,,-19.49900,0.06900,-19.43000,,-19.43000,-19.43000,-19.43000,-19.38000,-19.49900,43.96900,43.96900,-0.44000,-0.44000,9.99230,,,100.00000,-60934.38000,-60934.38000,-60718.75000,-60718.75000,0.00020,0.00530,17080.31000,-10.51020,-11.26710,-9.44760,-10.51020,4.27740,-0.30760,-0.30780
