Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-12-31,8.72640,5.09200,3.63440,2.66260,4.52800,,7.19060,-3.55620,-3.72570,-7.28190,0.03000,-7.31190,-7.31190,,-7.28950,-3.33920,-3.55620,80.28200,80.28200,-0.09000,-0.09000,2.98550,41.64840,-40.75200,-40.75200,-83.44690,-83.53340,0.20270,1.35110,1.25660,71.62040,-25.57370,-25.57370,-16.98610,-25.57370,0.34640,-0.057,-0.0577
2019-09-30,6.13930,4.68990,1.44940,2.38960,5.13000,,7.85100,-6.40150,-0.07780,-6.47940,0.02600,-6.50540,-6.50540,,-6.62550,-5.91140,-6.40150,82.05400,82.05400,-0.08000,-0.08000,3.01970,23.60820,-104.27110,-104.27110,-105.53860,-107.91820,0.11960,1.36240,1.03070,87.31700,-18.16310,-18.16310,-12.66810,-18.16310,0.43650,-0.066,-0.066
2019-06-30,9.11010,5.24250,3.86760,3.33020,5.37570,,8.70590,-4.83830,0.62720,-4.21100,0.02600,-4.23700,-4.23700,,-4.26040,-4.66430,-4.83830,81.95000,81.95000,-0.05000,-0.05000,3.28310,42.45400,-53.10850,-53.10850,-46.22350,-46.76540,0.15610,1.41680,1.48690,60.52780,-10.12210,-10.20280,-7.26040,-10.12200,0.51010,-0.0342,-0.0346
2019-03-31,5.54290,5.87710,-0.33420,4.96670,6.28280,,11.24950,-11.58370,0.28980,-11.29390,0.02600,-11.31990,-11.31990,,-11.33090,-11.31930,-11.58370,74.96900,74.96900,-0.15000,-0.15000,3.71430,-6.02840,-208.98120,-208.98120,-203.75360,-204.42140,0.09020,1.40790,0.93280,96.48570,-25.37590,-25.56580,-18.42820,-25.37590,0.54880,-0.10470,-0.10570
2018-12-31,7.74120,4.61170,3.12950,3.86820,6.19980,,14.01220,-10.88270,1.07200,-9.81070,0.14500,-9.95570,-9.95570,,-9.96490,-9.17930,-10.88270,73.15700,73.15700,-0.13000,-0.13000,4.76530,40.42620,-140.58250,-140.58240,-126.73470,-128.72650,0.13000,0.96130,1.25300,71.82670,-20.86600,-21.01190,-16.71850,-20.86600,0.64470,-0.1082,-0.1112
2018-09-30,5.12630,3.65980,1.46650,4.59930,7.16610,,11.76540,-10.29890,0.17490,-10.12400,-0.31600,-9.80800,-9.80800,,-9.79140,-9.74030,-10.29890,73.13500,73.13500,-0.13000,-0.13000,5.65670,28.60780,-200.90150,-200.90150,-197.48980,-191.00180,0.07160,0.73880,1.12340,80.11700,-16.56040,-17.13380,-13.69350,-16.56040,0.80980,-0.0953,-0.0983
2018-06-30,5.94390,3.49780,2.44610,4.52620,6.91350,,11.43960,-8.99350,-0.05220,-9.04570,0.20100,-9.24670,-9.24670,,-9.24100,-8.41830,-8.99350,73.09500,73.09500,-0.13000,-0.13000,6.90260,41.15390,-151.30660,-151.30660,-152.18420,-155.46970,0.07490,0.82150,1.14980,78.27270,-13.62830,-14.08720,-11.65410,-13.62830,0.92770,-0.0978,-0.1003
2018-03-31,5.65360,4.06220,1.59140,4.45170,6.93140,,11.38310,-9.79160,4.31950,-5.47210,,-5.47210,-5.47210,,-5.53630,-9.23670,-9.79160,73.07800,73.07800,-0.08000,-0.08000,8.12010,28.14890,-173.19230,-173.19230,-96.78940,-97.92450,0.06510,1.07660,1.14520,78.59160,-7.19060,-7.43130,-6.29900,-7.19060,1.04130,-0.08290,-0.09050
2017-12-31,11.39670,6.73900,4.65780,4.66580,4.35430,,9.62010,-4.96240,1.26380,-3.69860,-1.82150,-1.87710,-1.87710,,-1.80260,-3.69740,-4.96240,69.91500,69.91500,-0.03000,-0.03000,6.58810,40.86940,-43.54210,-43.54210,-32.45280,-15.81730,0.12480,1.32640,2.44570,36.79990,-2.42580,-2.51230,-2.05540,-2.42580,1.05910,-0.0958,-0.1172
2017-09-30,6.13920,4.14490,1.99430,5.25390,5.34500,,10.59880,-8.60460,0.30640,-8.29810,0.00450,-8.30260,-8.30260,,-8.24740,-7.86870,-8.60460,72.18800,72.18800,-0.11000,-0.11000,5.36530,32.48460,-140.15870,-140.15870,-135.16720,-134.34110,0.06460,0.69670,2.85850,31.48500,-10.55950,-11.08590,-8.73480,-10.55950,1.08920,-0.0953,-0.0987
2017-06-30,5.92750,4.11720,1.81020,4.67820,5.20030,,9.87850,-8.06820,0.80770,-7.26050,,-7.26050,-7.26050,,-7.33200,-7.36890,-8.06820,70.62700,70.62700,-0.10000,-0.10000,6.19170,30.53990,-136.11610,-136.11610,-122.48970,-123.69480,0.05830,0.93300,3.05030,29.50580,-8.40480,-8.83320,-7.14380,-8.40480,1.19670,-0.0769,-0.0875
2017-03-31,4.37810,3.11740,1.26080,4.28190,5.64170,,9.92350,-8.66280,-0.42310,-9.08590,-1.14600,-7.93990,-7.93990,,-7.85840,-8.21960,-8.66280,64.53900,64.53900,-0.12000,-0.12000,4.99880,28.79700,-197.86510,-197.86510,-207.52890,-179.49320,0.05210,0.74310,1.83130,49.14420,-11.56100,-12.39660,-9.44630,-11.56100,1.06410,-0.10260,-0.10720
2016-12-31,6.37330,3.95780,2.41550,3.75700,4.93810,,8.69510,-6.27960,2.03700,-4.24250,0.91200,-5.15450,-5.15450,,-5.18920,-6.21000,-6.27960,64.04600,64.04600,-0.08000,-0.08000,6.23940,37.90070,-98.52830,-98.52830,-66.56700,-81.42110,0.07260,1.19860,3.75080,23.99490,-6.94500,-7.02490,-5.86860,-6.94500,1.15000,-0.0959,-0.0969
2016-09-30,5.79480,4.57360,1.22120,4.12330,3.98060,,8.10390,-6.88260,-1.19040,-8.07310,0.11400,-8.18710,-8.18710,,-8.11730,-6.55850,-6.88260,64.04800,64.04800,-0.13000,-0.13000,6.82500,21.07450,-118.77270,-118.77270,-139.31590,-140.07900,0.06130,1.43010,3.29010,27.35460,-10.10240,-10.21200,-8.66380,-10.10240,1.26530,-0.1209,-0.1214
2016-06-30,4.35530,4.64680,-0.29160,4.11940,4.28230,7.70050,0.70120,-0.99270,0.10100,-0.89170,1.96300,-2.85470,-2.85470,,-3.19410,-0.63620,-0.99270,64.01200,64.01200,-0.05000,-0.05000,6.99850,-6.69470,-22.79340,-22.79340,-20.47470,-73.33870,0.04300,1.58290,3.09130,29.11390,-3.27760,-3.31140,-2.82050,-3.27760,1.36010,-0.1048,0.0082
2016-03-31,6.11910,4.63600,1.48310,4.04000,3.76080,,7.80080,-6.31770,-0.37610,-6.69380,0.14100,-6.83480,-6.83480,,-6.93350,-5.94430,-6.31770,63.97800,63.97800,-0.11000,-0.11000,8.19100,24.23700,-103.24500,-103.24500,-109.39100,-113.30780,0.06040,1.71330,3.64180,24.71270,-7.65310,-7.73350,-6.74550,-7.65310,1.39590,-0.08710,-0.07820
2015-12-31,4.61190,4.52410,0.08780,3.87880,4.08150,,7.96030,-7.87250,0.81040,-7.06210,0.01250,-7.07460,-7.07460,,-6.96110,-7.71690,-7.87250,63.46600,63.46600,-0.11000,-0.11000,8.97030,1.90380,-170.70080,-170.70080,-153.12810,-150.93690,0.04350,1.80070,2.92820,30.73520,-7.48760,-7.56330,-6.67040,-7.48760,1.47690,-0.1058,-0.1078
2015-09-30,8.00090,5.35720,2.64370,4.00840,4.55860,,8.56700,-5.92330,1.19910,-4.72420,-0.06250,-4.66170,-4.66170,,-4.67530,-5.26460,-5.92330,63.06800,63.06800,-0.07000,-0.07000,9.01950,33.04250,-74.03260,-74.03260,-59.04500,-58.43500,0.06960,2.07830,3.12300,28.81810,-4.54560,-4.59560,-4.05800,-4.54560,1.61500,-0.0209,-0.0263
2015-06-30,10.85660,6.35980,4.49680,4.88400,5.10820,,9.99220,-5.49540,6.21420,0.71880,0.01250,0.70630,0.70630,,0.78100,-4.70510,-5.49540,63.06600,63.30100,0.01000,0.01000,7.59000,41.42020,-50.61820,-50.61820,6.62070,7.19350,0.08750,2.07450,1.28370,70.11180,0.65120,0.65910,0.56950,0.65120,1.71340,-0.0531,-0.0584
2015-03-31,8.58500,5.28370,3.30130,4.86020,4.38620,,9.24640,-5.94510,2.19200,-3.75310,0.01250,-3.76560,-3.81310,,-3.83800,-5.24260,-5.94510,63.08400,63.08400,-0.06000,-0.06000,9.26570,38.45380,-69.25050,-69.25050,-43.71750,-44.70580,0.07200,1.44590,1.87400,48.02580,-3.56660,-3.61430,-3.19870,-3.56660,1.69460,-0.08680,-0.09180
2014-12-31,10.63740,6.00880,4.62850,5.68020,4.97470,,10.65490,-6.02630,0.58930,-5.43710,-0.11800,-5.31910,-5.44560,,-5.30220,-5.61900,-6.02630,62.63900,62.63900,-0.08000,-0.08000,7.54550,43.51210,-56.65250,-56.65250,-51.11290,-49.84540,0.08650,1.47210,2.79760,32.17040,-4.97830,-5.05190,-4.42950,-4.97830,1.73420,-0.0354,-0.0346
2014-09-30,9.53200,5.20410,4.32790,4.83250,5.01540,,9.84790,-5.51990,0.49500,-5.02490,0.04400,-5.06890,-5.10390,,-4.96940,-4.68830,-5.51990,62.64700,62.64700,-0.08000,-0.08000,9.03990,45.40380,-57.90940,-57.90940,-52.71590,-52.13420,0.07520,1.32680,2.63240,34.18950,-4.43880,-4.51170,-4.02760,-4.43880,1.83540,-0.0694,-0.0744
2014-06-30,6.94330,4.15370,2.78950,5.13700,4.92120,,10.05830,-7.26870,-1.59970,-8.86840,0.03700,-8.90540,-9.02790,,-8.80590,-6.40250,-7.26870,62.64400,62.64400,-0.14000,-0.14000,9.30950,40.17620,-104.68640,-104.68640,-127.72570,-126.82670,0.05300,1.26070,1.84090,48.88980,-7.57390,-7.71220,-6.88670,-7.57390,1.90280,-0.1099,-0.1184
2014-03-31,4.69480,4.22540,0.46930,5.08630,4.99680,,10.08310,-9.61380,0.47980,-9.13400,-0.14300,-8.99100,-9.09330,,-9.13440,-8.66350,-9.61380,62.53000,62.53000,-0.15000,-0.15000,10.29580,9.99670,-204.77600,-204.77600,-194.55720,-194.56580,0.03420,1.78970,1.98280,45.39000,-7.22200,-7.36020,-6.63290,-7.22200,2.01380,-0.09830,-0.10540
2013-12-31,5.54990,3.86460,1.68530,4.04180,3.47320,,9.02630,-7.34100,-2.34020,-9.68120,-0.05420,-9.62700,-9.84390,,-9.66210,-5.09230,-7.34100,62.34800,62.34800,-0.15000,-0.15000,10.64210,30.36680,-132.27220,-132.27220,-174.43780,-174.09460,0.03800,1.25550,2.32360,38.73230,-7.31540,-7.45940,-6.73630,-7.31540,2.15090,-0.101,-0.1048
2013-09-30,4.95000,4.62230,0.32780,5.58670,5.04990,,10.63660,-10.30890,1.48610,-8.82280,-0.03300,-8.78980,-9.01520,,-8.77150,-9.10830,-10.30890,63.54200,63.54200,-0.14000,-0.14000,9.76690,6.62210,-208.25820,-208.25820,-178.23650,-177.19930,0.03110,1.62600,1.75250,51.35600,-6.18630,-6.38020,-5.65840,-6.18630,2.33590,-0.087,-0.0869
2013-06-30,6.07860,6.20400,-0.12530,3.65800,4.85250,,8.51050,-8.63580,0.85150,-7.78430,0.19400,-7.97830,-8.06200,-0.04940,-7.90980,-7.63270,-8.63580,62.49200,62.49200,-0.13000,-0.13000,11.19080,-2.06160,-142.06780,-142.06780,-128.05950,-130.12510,0.03570,1.69090,2.16330,41.60220,-5.11040,-5.26410,-4.73070,-5.11040,2.48760,-0.064,-0.0673
2013-03-31,6.31910,5.96440,0.35470,4.24760,5.74910,,9.99670,-9.64200,-2.13140,-11.77340,-13.04000,1.26660,1.16750,20.19690,21.63380,-8.57580,-9.64200,63.93600,63.93600,0.34000,0.34000,13.49410,5.61280,-152.58530,-152.58530,-186.31510,342.35670,0.03500,1.25370,1.83110,49.15020,0.68920,0.70820,0.64650,0.68920,2.64960,-0.05110,-0.05600
2012-12-31,8.57450,5.07350,3.50100,3.63030,4.14360,,7.77390,-4.27290,-0.32830,-4.60120,1.07710,-5.67830,-5.76540,1.42870,-3.86470,-2.85990,-4.27290,63.61800,63.61800,-0.28000,-0.28000,6.29280,40.83060,-49.83250,-49.83250,-53.66190,-45.07160,0.04870,0.87630,1.55410,57.91170,-3.71760,-3.79090,-3.27190,-3.71760,2.42940,0.0359,0.0149
2012-09-30,8.18980,4.85940,3.33040,4.74000,4.69480,,9.43480,-6.10440,-0.53530,-6.63970,0.01000,-6.64970,-6.85190,-0.21430,-6.72200,-3.68360,-6.10440,63.41500,63.41500,0.11000,0.11000,6.33510,40.66520,-74.53690,-74.53690,-81.07260,-82.07820,0.04540,0.24690,0.54770,164.33140,-4.31740,-4.39970,-3.79510,-4.31740,2.50270,0.004,-0.0383
2012-06-30,7.01160,4.96060,2.05100,2.92770,4.11810,,8.75050,-6.69950,0.39420,-6.30530,-0.08550,-6.21980,-6.45380,1.32900,-5.19750,-2.44860,-6.69950,63.07900,63.07900,-0.08000,-0.08000,7.07130,29.25150,-95.54960,-95.54960,-89.92770,-74.12790,0.03850,0.24910,0.47020,191.40470,-3.98530,-4.03090,-3.54720,-3.98530,2.55370,0.0294,-0.0342
2012-03-31,10.86600,7.14850,3.71750,3.00220,4.20940,,7.21160,-3.49410,1.03560,-2.45850,0.09740,-2.55590,-2.71220,0.24570,-2.57770,-1.04960,-3.49410,64.22500,64.22500,-0.04000,-0.04000,6.71820,34.21230,-32.15600,-32.15600,-22.62550,-23.72280,0.05630,0.31060,0.70950,126.85410,-1.59010,-1.62430,-1.40540,-1.59010,2.66440,-0.00980,-0.03740
2011-12-31,17.79790,9.50360,8.29430,3.73490,4.20560,-4.99950,12.94010,-4.64580,0.10320,-4.54260,-0.03800,-4.50460,-4.59720,5.13570,0.05220,2.91300,-4.64580,64.06500,64.06500,0.00000,0.00000,6.48300,46.60260,-26.10310,-26.10310,-25.52300,0.29340,0.09180,0.46430,0.99500,90.45450,-2.70270,-2.76140,-2.37120,-2.70270,2.64290,0.1306,0.1069
2011-09-30,29.56650,19.75350,9.81300,6.38110,4.35180,,10.73290,-0.91990,1.40990,0.49000,0.09750,0.39250,0.34290,,0.15750,1.23610,-0.91990,64.29200,65.44100,0.00000,0.00000,7.88240,33.18950,-3.11140,-3.11140,1.65730,0.53260,0.15660,1.02060,1.76880,50.88210,0.20230,0.21320,0.18170,0.20230,2.64310,0.1162,0.0874
2011-06-30,31.43100,19.11520,12.31580,7.13960,4.69760,,11.83720,0.47860,0.42050,0.89910,0.09750,0.80160,0.75800,,0.80180,2.31050,0.47860,64.52900,65.77500,0.01000,0.01000,8.07800,39.18360,1.52260,1.52260,2.86040,2.55110,0.16370,1.00000,1.55410,57.91190,0.43760,0.46210,0.39470,0.43760,2.68890,0.0461,0.0053
2011-03-31,34.93450,21.94660,12.98790,6.38470,4.44510,,10.82990,2.15800,0.09480,2.25280,0.09800,2.15480,2.04420,,2.06570,4.05680,2.15800,64.73700,65.65500,0.03000,0.03000,7.31100,37.17780,6.17720,6.17720,6.44870,5.91310,0.18040,0.99580,1.86030,48.38050,1.17980,1.25230,1.05580,1.17980,2.68100,0.00760,-0.01040
2010-12-31,33.14050,20.71580,12.42470,5.81630,3.09390,,8.91020,3.51450,1.31840,4.83290,-0.02100,4.85390,4.62320,,4.67570,5.00090,3.51450,64.75100,65.39900,0.07000,0.07000,7.43550,37.49100,10.60490,10.60490,14.58300,14.10860,0.17250,0.96520,1.89490,47.49600,2.70960,2.70960,2.40670,2.70960,2.63410,0.1262,0.029
2010-09-30,31.60210,21.11580,10.48630,4.76290,3.88610,,8.64900,1.83730,-0.19850,1.63890,0.18000,1.45890,1.27180,,1.36070,3.37290,1.83730,66.11500,66.77900,0.02000,0.02000,7.95660,33.18230,5.81400,5.81400,5.18590,4.30580,0.16990,1.12050,1.52760,58.91620,0.76700,0.76700,0.68390,0.76700,2.55580,0.07,-0.0111
2010-06-30,30.18920,21.85480,8.33440,4.85890,4.21500,,9.07390,-0.73950,3.09680,2.35730,0.18000,2.17730,2.08740,,1.86080,1.04300,-0.73950,66.62600,67.35700,0.03000,0.03000,9.01660,27.60720,-2.44950,-2.44950,7.80830,6.16370,0.16290,1.24660,1.45200,61.98300,1.25020,1.25020,1.12650,1.25020,2.50570,-0.0211,-0.0729
2010-03-31,25.45400,17.53800,7.91600,4.29590,3.64250,,7.93840,-0.02240,1.00150,0.97910,-0.08700,1.06610,0.97340,,1.03700,1.80840,-0.02240,66.58800,67.31100,0.02000,0.02000,9.75540,31.09940,-0.08800,-0.08800,3.84660,4.07400,0.13750,1.02010,1.54380,58.29880,0.57840,0.57840,0.52580,0.57840,2.52750,0.03800,0.02570
2009-12-31,32.97080,21.28660,11.68420,3.65320,3.63040,,7.28360,4.40060,0.76160,5.16230,-0.10780,5.27010,5.27140,,5.32810,5.85430,4.40060,66.85000,67.45800,0.07000,0.08000,8.44760,35.43810,13.34700,13.34700,15.65710,16.16000,0.17990,1.29370,1.71140,52.58770,3.20830,3.20830,2.87700,3.20830,2.46680,0.1359,0.1161
2009-09-30,31.97900,20.65260,11.32640,3.55640,3.49560,,7.05210,4.27430,3.53340,7.80770,0.16200,7.64570,8.41810,,8.51890,5.38530,4.27430,66.21400,67.02900,0.13000,0.13000,7.36050,35.41810,13.36600,13.36600,24.41500,26.63900,0.17900,1.32920,1.39510,64.50980,5.34600,5.34600,4.71180,5.34600,2.38500,0.0297,0.0093
2009-06-30,28.22930,19.43320,8.79610,3.78600,2.55750,,6.34360,2.45250,1.53750,3.99000,0.36700,3.62300,3.48100,,3.68080,4.07340,2.45250,66.70400,67.55000,0.06000,0.05000,8.45090,31.15940,8.68780,8.68780,14.13430,13.03910,0.17580,1.52370,1.77070,50.82790,2.42620,2.42620,2.16760,2.42620,2.16750,0.0746,0.0731
2009-03-31,21.47570,14.61030,6.86540,3.15140,4.45290,,7.60430,-0.73890,3.25620,2.51730,0.26900,2.24830,2.09970,,1.91560,0.80590,-0.73890,68.15300,68.52500,0.03000,0.03000,8.30600,31.96830,-3.44050,-3.44050,11.72180,8.91970,0.13620,1.09320,1.49600,60.15990,1.49160,1.49160,1.33130,1.49160,2.07850,0.10600,0.09940
