Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-06-30,458.81400,368.77900,90.03500,32.19900,37.04400,7.37900,61.86400,28.17100,9.60900,37.78000,9.02800,28.75200,28.84600,28.84600,28.17100,28.17100,238.10500,241.53600,0.12000,0.12000,4.65580,19.62340,6.14000,6.14000,8.23430,6.28710,0.22780,10.36770,8.68080,1.81960,1.83660,1.43190,1.81960,6.68630,0,0
2021-03-31,397.56700,319.13300,78.43400,30.38400,34.90300,11.59500,53.69200,24.74200,9.59600,34.33800,6.01500,28.32300,28.31800,28.31800,24.74200,24.74200,236.60200,241.87300,0.12000,0.12000,4.86360,19.72850,6.22340,6.22340,8.63700,7.12280,0.20490,11.07430,8.12690,1.83840,1.84780,1.45920,1.83840,6.52020,0.00000,
2020-12-31,535.71810,427.96690,107.75120,38.12700,54.06300,15.38300,76.80700,30.94420,13.60500,44.54900,7.06900,37.48000,41.96200,41.96200,30.94420,30.94420,227.08120,238.63160,0.18520,0.18420,4.72620,20.11340,5.77620,5.77620,8.31580,7.83290,0.28170,25.69520,3.50260,2.80050,2.81860,2.20620,2.80050,6.35310,0.7963,0.762
2020-09-30,414.58100,323.18000,91.40100,26.90600,38.67500,7.01300,58.56800,32.83300,11.87100,44.70400,7.46100,37.24300,37.26600,37.26600,32.83300,32.83300,230.55470,240.47480,0.16000,0.15000,4.89870,22.04660,7.91960,7.91960,10.78290,8.98880,0.22910,21.78220,4.13180,2.60280,2.62250,2.05890,2.60280,6.08480,0,0
2020-06-30,381.77000,300.38100,81.38900,25.45700,33.19500,5.76200,52.89000,28.49900,10.86200,39.36100,7.25900,32.10200,32.09500,32.09500,28.49900,28.49900,221.59900,236.29500,0.14480,0.13580,4.52460,21.31890,7.46500,7.46500,10.31010,8.40690,0.22150,23.27160,3.86740,2.40480,2.42180,1.86210,2.40480,6.00070,0,0
2020-03-31,340.63200,273.57700,67.05500,22.04000,27.78600,1.60000,48.22600,18.82900,10.79900,29.62800,5.30400,24.32400,24.18100,24.18100,18.82900,18.82900,219.93400,236.04500,0.11000,0.10000,4.63560,19.68550,5.52770,5.52770,8.69800,7.09890,0.20730,21.63290,4.16030,1.89080,1.90010,1.47160,1.89080,5.82650,0.00000,
2019-12-31,350.06800,283.68000,66.38800,25.41700,30.38300,3.95900,51.84090,14.54710,12.58600,27.13300,3.92400,23.20900,22.80600,22.80600,14.54710,14.54710,214.81900,232.02500,0.10000,0.10000,4.32910,18.96430,4.15550,4.15550,7.75080,6.51470,0.21440,21.44500,4.19680,1.82810,1.83770,1.39680,1.82810,5.68450,1.2043,1.1666
2019-09-30,316.89800,260.05200,56.84600,18.88300,30.58800,1.56000,47.91100,8.93500,12.19700,21.13200,3.90000,17.23200,17.24200,17.24200,8.93500,8.93500,218.86960,236.17600,0.08000,0.07000,4.66160,17.93830,2.81950,2.81950,6.66840,5.44090,0.20720,13.74950,6.54570,1.44470,1.45280,1.12740,1.44470,5.45160,0,0
2019-06-30,292.85700,243.96100,48.89600,15.35500,28.24800,4.56400,39.03900,9.85700,11.04300,20.90000,3.15100,17.74900,17.74300,17.74300,9.85700,9.85700,216.85800,234.00400,0.08000,0.08000,4.82840,16.69620,3.36580,3.36580,7.13660,6.05860,0.19520,21.05670,4.27420,1.50150,1.50990,1.18250,1.50150,5.41690,0,0
2019-03-31,243.09800,202.36400,40.73400,13.41700,24.43300,1.32100,36.52900,4.20500,8.07700,12.28200,2.82600,9.45600,9.45600,9.45600,4.20500,4.20500,203.92300,221.44000,0.05000,0.04000,4.21860,16.75620,1.72980,1.72980,5.05230,3.88980,0.21810,7.43810,12.09990,1.11480,1.12440,0.84820,1.11480,4.14920,0.00000,
2018-12-31,200.99000,169.09000,31.90000,10.43300,20.50500,1.43600,29.50190,2.39800,20.35410,22.73800,-4.53300,27.27100,26.10600,33.71600,2.39800,2.39800,166.82800,166.82800,0.63000,0.63000,4.77750,15.87140,1.19310,1.19310,11.31300,16.77500,0.19450,4.88840,18.41110,3.17970,3.20920,2.52580,3.17970,4.02870,0.6255,0.5603
2018-09-30,185.87600,157.66700,28.20900,10.86600,19.35100,1.61200,28.60500,-0.39600,7.39900,7.01700,-1.24700,8.26400,8.26500,8.26500,-0.39600,-0.39600,203.79700,221.76300,0.04000,0.04000,5.66940,15.17630,-0.21300,-0.21300,3.77510,4.44650,0.19170,9.67900,9.29850,1.03370,1.04320,0.85220,1.03370,3.92340,0,0
2018-06-30,156.91600,131.77400,25.14200,9.06200,19.66900,0.97600,27.75500,-2.61300,-337.14400,-339.75700,-0.91700,-338.84000,-321.20600,-327.40900,-2.61300,-2.61300,158.16900,158.16900,-2.07000,-2.07000,6.44710,16.02260,-1.66520,-1.66520,-216.52160,-208.65240,0.16860,7.47860,12.03430,-41.03000,-41.32170,-34.51340,-41.03000,3.84140,0,0
2018-03-31,134.48700,113.59400,20.89300,8.20400,9.84000,1.63900,16.40500,4.48800,-0.20500,4.28300,-0.71200,4.99500,5.00700,-79.10200,4.48800,4.48800,100.00000,100.00000,-0.79000,-0.79000,2.51900,15.53530,3.33710,3.33710,3.18470,-58.81760,0.19280,6.10110,14.75140,-7.72460,-7.62590,0.71760,-7.72470,-0.64820,0.00000,
2017-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
