Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,15.27500,15.27500,37.52900,11.74000,,-33.99400,0.09400,-33.90000,-33.90000,-33.90000,-33.90000,-31.66900,-33.99400,47.98900,47.98900,-0.69000,-0.69000,4.87640,0.00250,0.00500,100.00000,-222.54650,-222.54650,-221.93120,-221.93120,0.02520,,,-7.37540,-7.37540,-5.59490,-7.35710,8.91880,-0.9007,-0.9124
2021-09-30,20.33600,20.33600,38.30600,10.66700,,-28.63700,0.05500,-28.58200,-28.58200,-28.58200,-28.58200,-26.30600,-28.63700,50.71500,50.71500,-0.56000,-0.56000,5.75420,0.00280,0.00520,100.00000,-140.81920,-140.81920,-140.54880,-140.54880,0.03170,,,-5.91590,-5.91590,-4.44890,-5.89950,9.42570,-0.6036,-0.6077
2021-06-30,18.51900,18.51900,35.22000,8.02900,,-24.73000,0.07000,-24.66000,-24.66000,-24.66000,-24.66000,-22.94600,-24.73000,45.09400,45.09400,-0.55000,-0.55000,3.35650,0.00440,0.00850,100.00000,-133.53850,-133.53850,-133.16050,-133.16050,0.04260,,,-9.55430,-9.55430,-5.67700,-9.51210,5.69410,-0.6715,-0.6854
2021-03-31,18.70200,18.70200,25.96200,5.90900,,-13.16900,0.09400,-13.07500,-13.07500,-13.07500,-13.07500,-11.40500,-13.16900,44.65000,44.65000,-0.29000,-0.29000,3.09420,0.00180,0.00410,100.00000,-70.41490,-70.41490,-69.91230,-69.91230,0.04030,21.84810,4.11930,-4.75030,-4.75030,-2.81450,-4.74170,6.13310,-0.51120,-0.51480
2020-12-31,12.78500,12.78500,20.39200,5.17500,,-12.78200,0.09600,-12.68600,-12.68600,-12.68600,-12.68600,-10.71400,-12.78200,17.35000,17.35000,14.45000,14.45000,2.73320,0.00210,0.00460,100.00000,-99.97660,-99.97650,-99.22570,-99.22570,0.02620,22.15770,4.06180,-4.46870,-4.46870,-2.60400,-4.45920,6.38210,-0.153,-0.3068
2020-09-30,14.53300,14.53300,15.77800,6.83800,,-8.08300,0.09700,-7.98600,-7.98600,-7.98600,-7.98600,-7.59300,-8.08300,20.67800,20.67800,-0.39000,-0.39000,2.77170,0.00260,0.00490,100.00000,-55.61820,-55.61820,-54.95080,-54.95080,0.02860,,,-2.71000,-2.71000,-1.57400,-2.70310,6.62990,16.9494,19.2001
2020-06-30,3.28800,3.28800,13.81900,3.66100,,-14.19200,0.20300,-13.98900,-13.98900,-13.98900,-13.98900,-13.80300,-14.19200,2.00300,2.00300,-6.98000,-6.98000,,,,100.00000,-431.63010,-431.63010,-425.45620,-425.45620,,,,,,,,,-5.5433,-7.4501
2020-03-31,3.42800,3.42800,12.11600,2.55900,,-11.24700,0.31500,-10.93200,-10.93200,-10.93200,-19.98200,-10.86000,-11.24700,1.95300,1.95300,-10.23000,-10.23000,,,,100.00000,-328.09220,-328.09220,-318.90320,-582.90550,,,,,,,,,-6.17360,-6.88790
2019-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,-16.4504,-16.2596
2019-09-30,0.95000,0.95000,11.31000,1.50100,,-11.86100,0.44100,-11.42000,-11.42000,-11.42000,-11.42000,-11.86100,-11.86100,1.74500,1.74500,-6.54000,-6.54000,,,,100.00000,-1248.52600,-1248.52600,-1202.10500,-1202.10500,,,,,,,,,16.4504,16.2596
