Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,3.91500,3.74300,0.17200,3.59500,16.38700,19.98200,-19.81000,0.64600,-19.16400,-19.16400,-19.16400,-19.16400,-18.60400,-19.81000,33.83540,33.83540,-0.57000,-0.57000,6.00890,0.00060,0.00110,4.39340,-506.00260,-506.00260,-489.50200,-489.50190,0.02840,3.12960,1.08600,82.87360,-26.22910,-26.22910,-13.89740,-26.21360,2.13380,-0.4769,-0.4764
2023-06-30,3.98000,3.97200,0.00800,3.88700,28.25300,32.14000,-32.13200,0.76900,-31.36300,-31.36300,-31.36300,-31.36300,-30.84900,-32.13200,31.79170,31.79170,-0.99000,-0.99000,5.85380,0.00060,0.00140,0.20100,-807.33670,-807.33670,-788.01510,-788.01510,0.02530,2.93790,1.02980,87.39950,-35.60860,-35.60860,-19.96700,-35.58760,2.63630,-0.7018,-0.7089
2023-03-31,3.47700,3.82100,-0.34400,4.40900,27.29200,31.70100,-32.04500,0.77500,-31.27000,-31.27000,-31.27000,-31.27000,-30.37800,-32.04500,30.55720,30.55720,-1.02000,-1.02000,6.96430,0.00060,0.00150,-9.89360,-921.62780,-921.62780,-899.33840,-899.33850,0.01960,2.42760,0.94230,95.51340,-29.15840,-29.15840,-17.65460,-29.14180,3.44950,-0.72090,-0.74570
2022-12-31,2.99400,3.35000,-0.35600,5.09700,23.42600,28.52300,-28.87900,0.65600,-28.22300,-28.22300,-28.22300,-28.22300,-27.32000,-28.87900,30.03900,30.03900,-0.92000,-0.92000,8.70020,0.00040,0.00130,-11.89050,-964.56240,-964.56240,-942.65170,-942.65170,0.01480,1.90670,0.71760,125.41080,-21.32400,-21.32400,-13.96660,-21.31470,4.36850,-0.7114,-0.7758
2022-09-30,3.57300,3.69400,-0.12100,5.70200,23.43800,29.14000,-29.26100,0.48900,-28.77200,-28.77200,-28.77200,-28.77200,-28.11600,-29.26100,30.09630,30.09630,-0.96000,-0.96000,9.46850,0.00060,0.00140,-3.38650,-818.94770,-818.94770,-805.26170,-805.26170,0.01840,2.65560,0.58560,153.67760,-18.56400,-18.56400,-14.82610,-18.55240,5.12980,-0.8169,-0.8171
2022-06-30,4.23300,3.27300,0.96000,6.91500,23.87900,30.79400,-29.83400,0.25400,-29.58000,-29.58000,-29.58000,-29.58000,-29.19600,-29.83400,29.96490,29.96490,-0.99000,-0.99000,12.18620,0.00080,0.00150,22.67900,-704.79570,-704.79570,-698.79530,-698.79520,0.01960,2.28560,0.71000,126.76120,-16.56430,-16.56430,-13.68740,-16.55180,5.94500,-0.8109,-0.8347
2022-03-31,3.71800,3.55400,0.16400,6.33800,24.01700,30.35500,-30.19100,0.08300,-30.10800,-30.10800,-30.10800,-30.10800,-28.67100,-30.19100,29.83610,29.83610,-1.01000,-1.01000,14.42900,0.00110,0.00170,4.41100,-812.02260,-812.02260,-809.79020,-809.79020,0.01550,4.65790,0.74430,120.91180,-14.79650,-14.79650,-12.57000,-14.77950,6.79610,-0.83200,-0.85360
2021-12-31,3.16500,3.04000,0.12500,5.99000,20.49400,26.48400,-26.35900,0.30600,-26.05300,-26.05300,-26.05300,-26.05300,-25.34000,-26.35900,28.88490,28.88490,-0.89000,-0.89000,19.11370,0.00120,0.00180,3.94940,-832.82780,-832.82790,-823.15950,-823.15940,0.01270,6.33330,0.82270,109.39330,-11.34230,-11.34230,-10.49220,-11.32840,7.71500,-0.8199,-0.858
2021-09-30,3.03000,2.89800,0.13200,4.42600,16.02500,20.45100,-20.31900,0.20700,-20.11200,-20.11200,-20.11200,-20.11200,-19.61300,-20.31900,29.63980,29.63980,-0.68000,-0.68000,23.54450,0.00250,0.00310,4.35640,-670.59400,-670.59400,-663.76230,-663.76240,0.01120,6.83490,1.07480,83.73270,-7.98350,-7.98350,-7.45150,-7.96370,8.47730,-0.5183,-0.5419
2021-06-30,3.11900,2.62400,0.49500,3.59400,14.20800,17.80200,-17.30700,0.20500,-17.10200,-17.10200,-17.10200,-17.10200,-16.62000,-17.30700,28.97920,28.97920,-0.59000,-0.59000,35.62520,0.00280,0.00320,15.87050,-554.88950,-554.88950,-548.31680,-548.31680,0.01130,5.27970,1.42750,63.04910,-6.39780,-6.39780,-6.20310,-6.38000,9.02860,-0.4172,-0.4493
