Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,263.75200,43.55600,220.19600,61.05900,110.96200,1.17000,170.85100,49.34500,21.13900,70.48400,13.06900,57.41500,57.41500,58.03200,49.34500,49.34500,444.46700,462.02600,0.13000,0.13000,3.58320,83.48600,18.70890,18.70890,26.72360,22.00250,0.10000,113.42710,54.02540,1.66590,,2.87680,2.17710,2.82280,4.56570,0.2538,0.0269
2024-03-31,235.96700,40.91800,195.04900,64.75800,117.68800,1.74400,180.70200,14.34700,21.58200,35.92900,2.45100,33.47800,33.47800,33.92500,14.34700,14.34700,440.36700,453.65300,0.08000,0.07000,2.82760,82.65940,6.08010,6.08010,15.22630,14.37700,0.09100,113.66110,53.25370,1.69000,,1.74800,1.29140,1.71250,,0.27650,0.27650
2023-12-31,226.94000,39.34100,187.59900,61.64600,93.47600,0.69800,154.42400,33.17500,22.85000,56.02500,7.00500,49.02000,49.02000,49.02100,33.17500,33.17500,435.15250,451.36750,0.11000,0.10000,3.06910,82.66460,14.61840,14.61840,24.68710,21.60090,0.08980,,77.85250,1.15600,2.59160,2.59430,1.94000,2.59160,4.29970,0.3048,0.0088
2023-09-30,220.20800,36.66800,183.54000,56.80200,92.75900,1.79200,147.76900,35.77100,26.94700,62.71800,4.36900,58.34900,58.34900,58.34900,35.77100,35.77100,435.17930,449.85930,0.13000,0.13000,3.67310,83.34850,16.24420,16.24420,28.48130,26.49720,0.09270,,71.14960,1.26490,,3.15090,2.45740,3.14760,,0.2317,0.3347
2023-06-30,205.15200,37.27900,167.87300,50.46100,93.02900,-0.24500,143.73500,24.13800,21.24800,45.38600,2.69000,42.69600,42.69600,42.69600,24.13800,24.13800,434.32200,450.05600,0.10000,0.09000,3.88960,81.82860,11.76590,11.76590,22.12310,20.81190,0.09080,,60.14420,1.49640,2.41270,2.41550,1.88980,2.41270,4.07110,0.2397,0.1367
2023-03-31,186.02600,35.99000,150.03600,48.49800,115.53200,2.73900,161.29100,-11.25500,19.21200,7.95700,3.20000,4.75700,4.75700,4.75700,-11.25500,-11.25500,432.99300,453.70200,0.02000,0.02000,4.52340,80.65320,-6.05020,-6.05020,4.27740,2.55720,0.08510,,52.35740,1.71900,0.27760,0.27800,0.21770,0.27760,,0.17460,0.17460
2022-12-31,142.79700,27.21700,115.58000,38.87900,126.16200,0.41300,164.62800,-49.04810,16.02000,-33.02800,-4.70200,-28.32600,-28.32600,-28.32600,-49.04810,-49.04800,434.47100,456.07100,-0.06600,-0.06600,4.56150,80.94010,-34.34810,-34.34810,-23.12930,-19.83660,0.06640,,63.24050,1.42310,-1.67830,-1.68060,-1.31770,-1.67830,3.90050,0.0587,-0.0494
2022-09-30,165.68000,28.24000,137.44000,40.80000,77.74000,0.49200,118.04800,19.39200,14.27200,33.66400,3.90100,29.76300,29.76300,29.76300,19.39200,19.39200,436.15050,457.88500,0.07000,0.07000,5.03030,82.95510,11.70450,11.70450,20.31870,17.96420,0.07680,,80.93800,1.11200,1.72010,1.72010,1.37900,1.72010,,0.1028,0.1594
2022-06-30,166.06900,26.01200,140.05700,45.93600,83.58700,0.85600,128.66700,11.39000,4.87400,16.26400,0.23200,16.03200,16.03200,16.03200,11.39000,11.39000,434.61100,456.17100,0.04000,0.04000,4.78610,84.33660,6.85860,6.85860,9.79350,9.65380,0.07740,,95.88280,0.93860,0.94350,0.94350,0.74710,0.94350,3.89910,0.0507,-0.0059
2022-03-31,179.49600,27.97600,151.52000,45.86300,106.96100,0.79000,152.03400,-0.51400,0.57600,0.06200,1.98300,-1.92100,-1.92100,-1.92100,-0.51400,-0.51400,434.81550,434.81550,-0.00400,-0.00400,4.64380,84.41410,-0.28640,-0.28640,0.03450,-1.07020,0.08280,,108.19530,0.83180,-0.11310,-0.11310,-0.08870,-0.11310,,0.10670,0.10670
2021-12-31,179.00490,24.52200,154.48290,32.79100,85.73600,0.65800,117.86900,36.61390,1.48500,38.09900,4.67500,33.42400,33.42400,32.88200,36.61390,36.61400,264.67100,264.67100,2.67000,2.67000,4.65450,86.30100,20.45410,20.45420,21.28380,18.36930,0.08360,,149.79490,0.60080,1.99550,1.99560,1.56140,1.99550,3.85640,0.6029,0.4488
2021-09-30,188.06200,24.03000,164.03200,32.48600,83.76900,0.51100,115.74400,48.28800,0.79200,49.08000,4.66600,44.41400,44.41400,44.41400,48.28800,48.28800,430.72700,463.68500,0.10000,0.10000,5.11640,87.22230,25.67660,25.67660,26.09780,23.61670,0.09260,,156.84900,0.57380,2.73200,2.73220,2.18680,2.73200,,-1.2685,-1.2685
2021-06-30,180.92900,22.17500,158.75400,38.71400,340.91400,0.82700,378.80100,-220.04700,1.02500,-219.02200,,-219.02200,-219.02200,-230.14300,-220.04700,-220.04700,79.06100,79.06100,-2.91000,-2.91000,4.93340,87.74380,-121.62060,-121.62060,-121.05410,-127.20070,0.09410,,100.07130,0.89940,-14.31040,-14.31110,-11.39580,-14.31040,,1.2684,1.4062
2021-03-31,120.35400,16.30900,104.04500,24.99600,106.87900,0.35400,131.52100,-27.47600,0.58600,-26.89000,,-26.89000,-26.89000,-40.97200,-21.61900,-27.47600,68.12780,68.12780,-0.60000,-0.60000,2.37380,86.44910,-22.82930,-22.82930,-22.34240,-34.04290,0.14830,,41.25950,2.18130,6.94660,6.94510,-3.31250,6.94660,-6.23630,0.37040,0.23260
2020-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
