Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,6.91400,3.56800,3.34600,3.94200,3.94200,-0.59600,-0.59600,-0.64000,0.04400,0.04400,0.04400,4.10200,4.34300,0.01000,0.01000,1.09850,-17.89790,1.32130,0.00550,0.06690,0.06690,0.00730,0.06690,13.94430,0.0364,0.1784
2024-06-30,9.17100,3.25400,5.91700,3.81200,3.81200,2.10500,2.10500,0.10200,2.00300,2.00300,2.00300,4.53100,4.76700,0.44000,0.42000,1.12040,35.47950,33.76030,0.00990,3.10540,3.10540,0.33290,3.10540,13.32370,-0.2938,1.2224
2024-03-31,6.36700,3.17900,3.18800,3.97800,3.97800,-0.79000,-0.79000,0.36200,-1.15200,-1.15200,-1.15200,4.71400,4.71400,-0.24000,-0.24000,1.52010,-24.62590,-35.91020,0.00560,-1.77950,-1.77950,-0.19980,-1.77950,12.75140,-0.01480,-0.01720
2023-12-31,1.97000,3.03300,-1.06300,3.99500,3.99500,-5.05800,-5.05800,4.61100,-9.66900,-9.66900,-9.66900,4.65100,4.65100,-2.07000,-2.07000,1.39610,467.90000,894.44950,-0.00190,-14.51410,-14.51410,-1.69320,-14.51410,13.12150,-0.3218,-0.3272
2023-09-30,5.47700,2.59600,2.88100,4.21900,4.21900,-1.33800,-1.33800,-0.42700,-0.91100,-0.91100,-0.91100,4.63800,4.63800,-0.20000,-0.20000,1.03890,-48.46070,-32.99530,0.00500,-1.35440,-1.35440,-0.16350,-1.35440,13.24580,0.0663,0.0504
2023-06-30,5.33900,2.01100,3.32800,4.14800,4.14800,-0.82000,-0.82000,-0.28000,-0.54000,-0.54000,-0.54000,4.63400,4.63400,-0.12000,-0.12000,1.17520,-24.78840,-16.32410,0.00600,-0.74140,-0.74140,-0.09770,-0.74140,14.34340,-0.079,-0.1167
2023-03-31,5.79700,1.44000,4.35700,3.85300,3.85300,0.50400,0.50400,0.04000,0.46400,0.46400,0.46400,4.67400,4.67400,0.10000,0.10000,0.70950,11.64780,10.72340,0.00790,0.62510,0.62510,0.08460,0.62510,14.62600,-0.07720,-0.09330
2022-12-31,4.15400,0.92900,3.22500,5.44400,5.44400,-2.21900,-2.21900,-0.61400,-1.60500,-1.60500,-1.60500,4.82000,4.82000,-0.34000,-0.34000,2.01470,-68.80620,-49.76750,0.00600,-3.25310,-3.25310,-0.29860,-3.25310,9.73310,-0.1807,-0.1808
2022-09-30,4.58200,0.42700,4.15500,3.64800,3.64800,0.50700,0.50700,0.03900,0.46800,0.46800,0.46800,4.80800,4.83300,0.10000,0.10000,1.73670,12.02850,11.10320,0.00800,0.98050,0.98050,0.08930,0.98050,7.86970,-0.2226,-0.2255
2022-06-30,4.40500,0.21200,4.19300,3.94700,3.94700,0.24600,0.24600,0.06600,0.18000,0.18000,0.18000,4.80100,4.82800,0.04000,0.04000,1.23860,5.86690,4.29290,0.00820,0.34700,0.34700,0.03530,0.34700,8.55270,0.5761,0.5683
2022-03-31,4.35700,0.17900,4.17800,3.72800,3.72800,0.45000,0.45000,0.05800,0.39200,0.39200,0.39200,4.84000,4.85200,0.08000,0.08000,0.88750,10.92760,9.51920,0.00820,0.70000,0.70000,0.07840,0.70000,9.18020,0.02910,0.01850
2021-12-31,4.26100,0.48800,3.77300,3.32100,3.32100,0.45200,0.45200,0.03500,0.41700,0.41700,0.41700,5.81800,5.81800,0.07000,0.07000,0.48720,12.17340,11.23080,0.00760,0.68960,0.68960,0.08560,0.68960,9.87560,-0.0474,-0.0474
2021-09-30,4.29100,0.23500,4.05600,3.45600,3.45600,0.60000,0.60000,0.13700,0.46300,0.46300,0.46300,5.80800,5.80800,0.08000,0.08000,0.65280,15.01500,11.58660,0.00810,0.77430,0.77430,0.09380,0.77430,9.94450,0.0398,0.0389
2021-06-30,4.61100,0.24700,4.36400,3.35800,3.35800,1.00600,1.00600,0.17300,0.83300,0.83300,0.83300,5.81800,5.81800,0.14000,0.14000,0.72180,23.18510,19.19800,0.00910,1.38950,1.38950,0.17420,1.38950,9.96510,0.1493,0.1459
2021-03-31,4.58100,0.26500,4.31600,3.15200,3.15200,1.16400,1.16400,0.25600,0.90800,0.90800,0.90800,5.83800,5.83800,0.16000,0.16000,0.65190,27.34960,21.33460,0.00920,1.53860,1.53860,0.19540,1.53860,9.78060,0.27440,0.27250
2020-12-31,4.52800,1.22100,3.30700,3.56000,3.56000,-0.25300,-0.25300,-0.15200,-0.10100,-0.10100,-0.10100,5.86500,5.86500,-0.02000,-0.02000,0.88890,-7.87670,-3.14450,0.00720,-0.17160,-0.17160,-0.02280,-0.17160,9.71620,-0.2717,-0.2797
2020-09-30,4.41000,0.50400,3.90600,3.43200,3.43200,0.47400,0.47400,0.08200,0.39200,0.39200,0.39200,5.86600,5.86600,0.07000,0.07000,1.23600,12.48680,10.32670,0.00800,0.66730,0.66730,0.08210,0.66730,9.65600,0.0511,0.0499
2020-06-30,4.59100,0.65900,3.93200,3.37800,3.37800,0.55400,0.55400,0.02300,0.53100,0.53100,0.53100,5.86300,5.86300,0.09000,0.09000,1.31960,14.68720,14.07740,0.00800,0.90970,0.90970,0.11260,0.90970,9.59430,0.4752,0.4713
2020-03-31,4.36700,0.79000,3.57700,3.29700,3.29700,0.28000,0.28000,0.02300,0.25700,0.25700,0.25700,5.86000,5.86000,0.04000,0.04000,1.16400,8.08780,7.42350,0.00840,0.44650,0.44650,0.06230,0.44650,9.45990,-0.01230,-0.05310
2019-12-31,4.30200,0.85600,3.44600,3.28200,3.28200,0.16400,0.16400,0.02100,0.14300,0.14300,0.14300,2.69500,2.69500,0.10000,0.10000,1.16040,4.86500,4.24210,0.00820,0.25060,0.25060,0.03490,0.25060,9.37970,0.1295,0.0701
2019-09-30,4.36500,0.89100,3.47400,4.30700,4.30700,-0.83300,-0.83300,-0.22000,-0.61300,-0.61300,-0.61300,4.83300,4.83300,-0.13000,-0.13000,0.89360,-23.97810,-17.64540,0.00870,-1.07560,-1.07560,-0.15310,-1.07560,9.36700,0.2634,0.216
2019-06-30,4.24400,1.06700,3.17700,2.95800,2.95800,0.21900,0.21900,0.00600,0.21300,0.21300,0.21300,,,,0.00000,1.64720,6.94800,6.75760,0.00770,0.62640,0.62640,0.05240,0.62640,5.58930,0,0
2019-03-31,4.06900,1.02900,3.04000,2.85800,2.85800,0.18200,0.18200,0.00400,0.17800,0.17800,0.17800,,,,0.00000,2.44090,5.98680,5.85530,0.00770,0.53220,0.53220,0.04510,0.53220,,0.00000,
2018-12-31,4.21000,0.93000,3.28000,3.10900,3.10900,0.17100,0.40000,0.06900,0.33100,0.33100,0.33100,,,,0.00000,2.31420,10.81670,8.95080,0.00960,1.01140,1.01140,0.08550,1.01140,,0,0
2018-09-30,3.97800,0.83000,3.14800,2.81300,2.81300,0.33500,0.33500,0.06200,0.27300,0.27300,0.27300,,,,0.00000,,10.74410,8.75560,,,,,,,0,0
2018-06-30,3.84300,0.75700,3.08600,2.78600,2.78600,0.30000,0.30000,0.04600,0.25400,0.25400,0.25400,,,,0.00000,,9.81680,8.31150,,,,,,,0,0
2018-03-31,3.78300,0.62800,3.15500,2.87800,2.87800,0.27700,0.27700,0.05500,0.22200,0.22200,0.22200,,,,0.00000,,8.89250,7.12680,,,,,,,0.00000,
2017-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
