,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-12-05,2024-10-31,$0.70,$0.73
1,2024-08-29,2024-07-31,$0.65,$0.64
2,2024-05-30,2024-04-30,$1.02,$0.82
3,2024-03-14,2024-01-31,$1.32,$1.34
4,2023-11-30,2023-10-31,$0.51,$0.53
5,2023-08-24,2023-07-31,$0.41,$0.57
6,2023-05-25,2023-04-30,$1.01,$0.98
7,2023-03-09,2023-01-31,$1.12,$1.30
8,2022-11-30,2022-10-31,$0.38,$0.51
9,2022-09-01,2022-07-31,$0.45,$0.38
10,2022-05-26,2022-04-30,$0.66,$0.89
11,2022-03-10,2022-01-31,$0.92,$0.97
12,2021-12-01,2021-10-31,$-0.17,$0.38
13,2021-08-26,2021-07-31,$-0.20,$0.43
14,2021-05-26,2021-04-30,$-0.53,$0.60
15,2021-03-10,2021-01-31,$0.16,$0.47
16,2020-12-03,2020-10-31,$-0.04,$0.11
17,2020-09-01,2020-07-31,$-0.81,$-0.82
18,2020-06-02,2020-04-30,$-0.76,$-0.83
19,2020-03-11,2020-01-31,$0.31,$0.40
20,2019-12-05,2019-10-31,$-0.28,$-0.40
21,2019-08-29,2019-07-31,$-0.01,$-0.08
22,2019-05-31,2019-04-30,$0.15,$0.08
23,2019-03-13,2019-01-31,$0.35,$-0.05
24,2018-11-29,2018-10-31,$-0.12,$-0.42
25,2018-08-30,2018-07-31,$0.00,$-0.12
26,2018-05-31,2018-04-30,$0.25,$0.02
27,2018-02-15,2017-12-31,$0.34,$0.43
28,2017-10-26,2017-09-30,$0.10,$0.07
29,2017-07-27,2017-06-30,$-0.20,$-0.15
30,2017-04-27,2017-03-31,$0.04,$0.17
31,2017-02-16,2016-12-31,$0.69,$0.31
32,2016-10-27,2016-09-30,$0.11,$0.11
33,2016-08-04,2016-06-30,$-0.28,$-0.28
34,2016-05-03,2016-03-31,$0.39,$0.22
35,2016-02-16,2015-12-31,$0.51,$0.62
36,2015-10-29,2015-09-30,$0.22,$0.10
37,2015-08-06,2015-06-30,$-0.19,$-0.05
38,2015-05-05,2015-03-31,$0.36,$0.49
39,2015-02-19,2014-12-31,$0.68,$0.73
