Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.19820,1.62340,-2.82160,,-2.82160,-2.82160,-2.82160,-2.82160,-2.82160,-2.82160,16.36350,16.36350,-0.17000,-0.17000,1.80270,-105.91640,-105.91600,-47.16210,-105.91600,0.15890,-0.1214,-0.1214
2024-06-30,1.82560,2.29620,-4.12180,,-4.12180,-4.12180,-4.12180,-4.12180,-4.12180,-4.12180,15.82470,15.82470,-0.26000,-0.26000,2.08710,-120.25810,-120.25840,-62.63800,-120.25840,0.21430,-0.1776,-0.1776
2024-03-31,1.55500,2.82290,-4.37790,,-4.37790,-4.37790,-4.37790,-4.37790,-4.37790,-4.37790,15.47250,15.47250,-0.28000,-0.28000,2.92870,-72.98190,-72.98190,-48.06200,-72.98200,0.38070,-0.19800,-0.19800
2023-12-31,1.94260,3.17190,-5.11460,,-5.11460,-5.11460,-5.11460,-5.11460,-5.11460,-5.11460,12.67160,12.67160,-0.38000,-0.38000,2.53390,-109.59790,-109.59790,-66.34470,-109.59790,0.32260,-0.3427,-0.3427
2023-09-30,1.34900,1.76600,-3.11500,,-3.11500,-3.11500,-3.11500,-3.11500,-3.11500,-3.11500,13.00510,13.00510,-0.24000,-0.24000,2.22070,-79.16750,-79.16750,-43.51720,-79.16750,0.30260,-0.1428,-0.1428
2023-06-30,1.73640,1.70890,-3.44520,,-3.44520,-3.44520,-3.44520,-3.44520,-3.44520,-3.44520,12.18650,12.18650,-0.28000,-0.28000,3.05880,-55.42210,-55.42210,-37.30320,-55.42210,0.47800,-0.1219,-0.1219
2023-03-31,1.01560,1.88740,-2.90300,,-2.90300,-2.90300,-2.90300,-2.90300,-2.90300,-2.90300,11.63940,11.63940,-0.25000,-0.25000,3.56100,-54.65480,-54.65480,-39.30660,-54.65480,0.45510,-0.16610,-0.16610
2022-12-31,1.43260,1.82790,-3.26050,,-3.26050,-3.26050,-3.26050,-3.26050,-3.26050,-3.26050,10.81640,10.81640,-0.28000,-0.28000,4.54810,-44.57280,-44.57280,-34.77250,-44.57280,0.62910,-0.1549,-0.1549
2022-09-30,1.59100,1.95060,-3.54160,,-3.54160,-3.54160,-3.54160,-3.54160,-3.54160,-3.54160,11.14840,11.14840,-0.32000,-0.32000,9.25920,-36.27540,-36.27540,-32.35770,-36.27540,0.84220,-0.1657,-0.1657
2022-06-30,0.91170,1.70880,-2.62050,,-2.62050,-2.62050,-2.62050,-2.62050,-2.62050,-2.62050,10.26320,10.26320,-0.26000,-0.26000,19.43330,-29.82820,-29.82820,-28.30160,-29.82820,0.85600,-0.1934,-0.1934
2022-03-31,0.81890,1.85130,-2.67010,,-2.67010,-2.67010,-2.67010,-2.67010,-2.67010,-2.67010,10.23280,10.23280,-0.26000,-0.26000,17.88590,-24.97960,-24.97960,-23.58300,-24.97960,1.04150,-0.18330,-0.18330
2021-12-31,0.71620,1.91090,-2.62710,,-2.62710,-2.62710,-2.62710,-2.62710,-2.62710,-2.62710,8.53590,8.53590,-0.25000,-0.25000,15.70570,-21.16870,-21.16870,-19.82090,-21.16870,1.21480,-0.2401,-0.2401
2021-09-30,1.12700,3.51530,-4.64220,,-4.64220,-4.64220,-4.64220,-4.64220,-4.64220,-4.64220,10.11640,10.11640,-0.46000,-0.46000,21.03990,-32.51500,-32.51500,-30.96960,-32.51500,1.40980,-0.2215,-0.2215
2021-06-30,0.09510,3.97550,-4.07060,0.06650,-4.00410,-4.00410,-4.00410,-4.00410,-4.07060,-4.07060,6.96830,6.96830,-0.57000,-0.57000,9.08990,-25.79690,-25.79690,-22.95890,-25.79690,1.56530,-0.0461,-0.0461
2021-03-31,0.09190,1.38240,-1.47430,,-1.47430,-1.47430,-1.47430,-1.47430,-1.47430,-1.47430,6.86730,6.86730,-0.21000,-0.21000,5.73430,-59.66150,-59.66140,-49.44360,-59.66140,,-0.07970,-0.07970
2020-12-31,0.45700,0.63500,-1.09200,,-1.09300,-1.09300,-1.09300,-1.09300,-1.09200,-1.09200,6.19090,6.19090,-0.16000,-0.16000,6.82250,-40.45770,-40.45770,-33.90180,-40.45770,,-0.1597,-0.1597
2020-09-30,0.66000,0.65460,-1.31450,,-1.31450,-1.31450,-1.31450,-1.31450,-1.31450,-1.31450,6.26660,6.26660,-0.21000,-0.21000,,,,,,,-0.1084,-0.1084
2020-06-30,0.40070,0.51260,-0.91340,,-0.91340,-0.91340,-0.91340,-0.91340,-0.91340,-0.91340,5.97600,5.97600,-0.15000,-0.15000,,,,,,,-0.12,-0.12
2020-03-31,0.68470,0.59440,-1.27910,,-1.27910,-1.27910,-1.27910,-1.27910,-1.27910,-1.27910,5.86630,5.86630,-0.22000,-0.22000,,,,,,,-0.15330,-0.15330
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
