Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-09-30,1.71160,0.37970,-2.09130,0.10710,-1.98430,-1.98430,-1.98430,-1.98430,-2.00500,-2.09130,10.24000,10.24000,-0.19000,-0.19000,22.59520,0.00080,0.00100,-9.58000,-9.58000,-9.12640,-9.57280,2.02090,-0.1436,-0.1601
2019-06-30,1.46970,0.37200,-1.84170,0.12150,-1.72020,-1.72020,-1.72020,-1.72020,-1.75850,-1.84170,10.21300,10.21300,-0.17000,-0.17000,25.24130,0.00080,0.00100,-7.68160,-7.68160,-7.33790,-7.67580,2.19110,-0.1199,-0.1332
2019-03-31,1.59100,0.38350,-1.97450,0.12860,-1.84590,-1.84590,-1.84590,-1.84590,-1.89830,-1.97450,10.19800,10.19800,-0.18000,-0.18000,26.93700,0.00080,0.00100,-7.73530,-7.73530,-7.40120,-7.72940,2.33750,-0.15590,-0.16060
2018-12-31,1.63470,0.31650,-1.95120,0.12590,-1.82530,-1.82530,-1.82530,-1.82530,-1.88070,-1.95120,10.12500,10.12500,-0.19000,-0.19000,38.07490,0.00080,0.00100,-7.20050,-7.20050,-7.01180,-7.19490,2.48870,-0.1502,-0.1645
2018-09-30,1.59900,0.37680,-1.97580,0.10470,-1.87110,-1.87110,-1.87110,-1.87110,-1.91300,-1.97580,10.12900,10.12900,-0.18000,-0.18000,24.11020,0.00080,0.00100,-6.95250,-6.95250,-6.70780,-6.94700,2.65120,-0.1745,-0.1853
2018-06-30,1.54650,0.38260,-1.92920,0.11270,-1.81650,-1.81650,-1.81650,-1.81650,-1.87920,-1.92920,10.11100,10.11100,-0.18000,-0.18000,22.63020,0.00080,0.00080,-6.37730,-6.37730,-6.16390,-6.37210,2.81480,-0.132,-0.1486
2018-03-31,1.54570,0.53060,-2.07630,0.10840,-1.96790,-1.96790,-1.96790,-1.96790,-2.03660,-2.07630,10.09600,10.09600,-0.19000,-0.19000,29.79270,,,-6.57210,-6.57210,-6.40470,-6.57210,2.96270,-0.14340,-0.16350
2017-12-31,1.40300,0.42090,-1.82390,0.09970,-1.72420,-1.72420,-1.72420,-1.72420,-1.79540,-1.82390,7.46100,7.46100,-0.15000,-0.15000,42.35610,,,-5.49250,-5.49250,-5.39320,-5.49250,3.11180,-0.1027,-0.105
2017-09-30,1.36470,0.16470,-1.52940,-0.23460,-1.76400,-1.76400,-1.76400,-1.76400,-1.49870,-1.52940,6.84700,6.84700,-0.26000,-0.26000,97.71020,,,-5.37630,-5.37630,-5.32170,-5.37630,3.25430,-0.2174,-0.2214
2017-06-30,1.30390,0.30180,-1.60570,-0.17050,-1.77620,-1.77620,-1.77620,-1.77620,-1.58000,-1.60570,6.44000,6.44000,-0.28000,-0.28000,14.70050,,,-40.97780,-40.97780,-15.19830,-40.97780,0.67310,-0.196,-0.2202
2017-03-31,0.90880,0.08510,-0.99390,0.00660,-0.98740,-0.98740,-0.98740,-0.98740,-0.97420,-0.99390,6.44000,6.44000,-0.15000,-0.15000,,,,,,,,,-0.14710,-0.14870
2016-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0.3392,0.344
2016-09-30,0.81280,0.06470,-0.87750,0.00900,-0.86850,-0.86850,-0.86850,-0.86850,-0.85880,-0.87750,6.44000,6.44000,-0.13000,-0.13000,,,,,,,,,-0.1181,-0.1182
2016-06-30,0.75150,0.07230,-0.82380,0.00390,-0.82000,-0.82000,-0.82000,-0.82000,-0.82380,-0.82380,6.34400,6.34400,-0.13000,-0.13000,,,,,,,,,-0.2211,-0.2258
2015-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
