Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,716.10000,408.30000,307.80000,3.20000,17.40000,-7.40000,158.20010,149.59990,-19.20000,130.40000,73.30000,57.10000,,57.10000,56.70000,279.79990,149.59990,362.99600,363.06800,0.16000,0.16000,2.06400,0.14100,0.17550,42.98280,20.89090,20.89090,18.20980,7.91790,0.10010,0.50390,3.50860,25.65150,1.22930,1.22930,0.79840,1.05600,12.79580,0.6228,0.4173
2024-06-30,686.30000,433.40000,252.90000,3.20000,23.70000,-6.20000,161.50000,91.40000,-19.70000,71.70000,93.10000,-21.40000,,-21.40000,-21.90000,219.80000,91.40000,362.95400,362.95400,-0.06000,-0.06000,2.05940,0.14090,0.17510,36.84980,13.31780,13.31780,10.44730,-3.19100,0.09740,0.58280,3.40090,26.46370,-0.46290,-0.46290,-0.30380,-0.39760,12.73770,0.449,0.241
2024-03-31,601.40000,400.80000,200.60000,2.80000,22.40000,-5.80000,155.40000,45.20000,-41.60000,3.60000,34.40000,-30.80000,,-30.80000,-30.90000,169.60000,45.20000,364.48600,364.48600,-0.08000,-0.08000,2.10780,0.13910,0.17230,33.35550,7.51580,7.51580,0.59860,-5.13800,0.08490,0.53810,2.87060,31.35180,-0.65800,-0.65800,-0.43500,-0.56640,12.89750,0.16760,-0.06940
2023-12-31,669.60000,450.40000,219.20010,3.80000,18.50000,-51.10000,216.50000,2.70000,-50.70000,-48.00000,19.80000,-67.80000,,-67.80000,-68.00000,145.80000,2.70020,326.54000,326.54000,-0.26000,-0.26000,2.22690,0.13570,0.16800,32.73600,0.40320,0.40330,-7.16850,-10.15530,0.09280,0.63290,3.33300,27.00270,-1.42060,-1.42060,-0.94000,-1.22790,13.08750,0.6024,0.1595
2023-09-30,616.30000,424.10000,192.20000,3.70000,15.00000,2.10000,153.90010,38.29990,-30.00000,8.30000,28.90000,-20.60000,,-20.60000,-19.70000,175.59990,38.29990,364.43900,364.43900,-0.05000,-0.05000,2.29130,0.13330,0.16490,31.18610,6.21450,6.21450,1.34670,-3.19650,0.08180,0.60460,2.87320,31.32400,-0.41980,-0.41980,-0.27340,-0.36380,13.46480,0.3145,0.009
2023-06-30,639.90000,434.10000,205.80000,6.10000,17.50000,-16.00000,170.30000,35.50010,-79.80000,-44.30000,-11.30000,-33.00000,,-33.00000,-32.40000,166.20010,35.50010,364.43900,364.43900,-0.09000,-0.09000,2.12990,0.16530,0.20990,32.16130,5.54780,5.54780,-6.92300,-5.06330,0.07140,0.63670,2.93260,30.68920,-0.61010,-0.61010,-0.36820,-0.50920,14.84220,0.2183,0
2023-03-31,390.30000,252.80000,137.50000,1.00000,10.40000,-28.60000,113.10000,24.40000,0.80000,25.20000,8.70000,16.50000,,16.50000,16.40000,97.50000,24.40000,210.68100,210.70400,0.08000,0.08000,2.30320,0.16880,0.21610,35.22930,6.25160,6.25160,6.45660,4.20190,0.04280,0.37420,1.79370,50.17680,0.30040,0.30040,0.18110,0.24970,15.07220,0.24350,0.06120
2022-12-31,375.39990,262.60000,112.80000,8.50000,2.80000,-174.80000,265.40010,-152.60010,-0.60000,-153.20000,18.90000,-172.10000,,-172.10000,-172.70000,-73.40010,-152.60010,210.52100,210.52100,-0.81000,-0.81000,2.11240,0.08310,0.10300,30.04800,-40.65000,-40.65000,-40.80980,-46.00430,0.11560,0.55680,2.12570,42.33890,-7.81700,-7.81700,-5.29780,-7.16750,10.44990,-0.5329,-0.8741
2022-09-30,338.90000,287.80000,51.10000,2.80000,6.80000,-7.60000,95.10000,-44.00000,-25.30000,-69.30000,1.90000,-71.20000,,-71.20000,-71.50000,33.90000,-44.00000,210.53100,210.53100,-0.34000,-0.34000,2.12290,0.01800,0.02900,15.07820,-12.98320,-12.98320,-20.44850,-21.09770,0.10590,0.65680,2.10500,42.75490,-3.01310,-3.02070,-2.22530,-2.95880,11.22380,0.2584,-0.0679
2022-06-30,340.50000,300.60000,39.90000,4.20000,8.40000,-10.90000,97.80000,-57.90000,-108.80000,-166.70000,6.90000,-173.60000,,-173.60000,-174.00000,16.50000,-57.90000,210.51400,210.51400,-0.83000,-0.83000,2.43400,0.01680,0.02550,11.71810,-17.00440,-17.00440,-48.95740,-51.10130,0.10250,0.69050,1.91330,47.04030,-7.00670,-7.02180,-5.22330,-6.88910,11.76880,0.0988,-0.2417
