Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,674.17100,464.95300,209.21800,63.66300,-26.01400,179.03900,30.17900,-34.74000,-4.56100,-0.82800,-3.73300,,-3.73300,,-3.72900,120.84200,30.17900,284.86100,284.86100,-0.01000,-0.01000,0.09530,1.01910,4.47650,4.47650,-0.67650,-0.55310,0.08550,-0.11000,-0.21630,-0.04730,-0.09950,11.93620,0.1773,-0.1564
2024-06-30,660.95500,445.47200,215.48300,59.45300,-3.01300,152.11500,63.36800,-130.27300,-66.90500,-2.49600,-64.40900,,-64.40900,,-64.10900,154.31100,63.36800,284.68300,284.68300,-0.23000,-0.23000,0.17090,0.94810,9.58730,9.58730,-10.12250,-9.69950,0.08470,-1.85640,-3.57000,-0.82550,-1.53900,12.21350,0.4802,0.2582
2024-03-31,664.98000,454.14400,210.83600,65.42600,-11.48400,169.00500,41.83090,-30.03500,11.79600,1.99400,9.80200,,9.80200,,9.74000,135.21490,41.83090,284.64400,284.87800,0.03000,0.03000,0.13190,0.86810,6.29060,6.29060,1.77390,1.46470,0.08540,0.27220,0.50880,0.12590,0.23630,12.67950,0.21760,0.08870
2023-12-31,679.29110,469.45590,209.83530,57.76300,-252.29400,404.15590,-194.32070,-33.08000,-227.40100,-0.60100,-226.80000,,-226.80000,0.00000,-226.84100,-98.93170,-194.32070,275.77300,275.77300,-0.81000,-0.81000,0.11870,0.85030,-28.60640,-28.60640,-33.47620,-33.39380,0.08630,-6.24000,-11.67170,-2.88210,-5.49960,12.81140,0.633,0.2701
2023-09-30,667.93900,478.81900,189.12000,52.38300,-14.00900,156.12000,33.00010,-35.79100,-2.79100,-0.49200,-2.29900,,-2.29900,0.20300,-2.08800,124.01210,33.00010,278.13700,278.13700,-0.01000,-0.01000,0.09810,0.75770,4.94060,4.94060,-0.41790,-0.31260,0.08330,-0.05830,-0.11350,-0.02870,-0.05250,13.92030,0.3887,0.1023
2023-06-30,649.61000,465.55900,184.05100,53.78500,-24.70700,163.38400,20.66700,-116.73000,-96.06300,0.46400,-96.52700,,-96.52700,-8.27500,-104.72400,106.84000,20.66700,270.46200,270.46200,-0.39000,-0.39000,0.18220,0.94440,3.18140,3.18140,-14.78780,-16.12110,0.07910,-2.68900,-5.88850,-1.17490,-2.19890,13.28630,0.1525,-0.1104
2023-03-31,676.48900,488.92300,187.56600,62.85500,-7.33800,155.21700,32.34900,-34.18300,-1.83400,-1.64400,-0.19000,,-0.19000,-2.38100,-2.56200,118.61300,32.34900,270.23000,270.23000,-0.01000,-0.01000,0.15620,0.87860,4.78190,4.78190,-0.27110,-0.37870,0.08380,-0.00510,-0.01070,-0.00240,-0.00430,13.77760,0.15350,-0.10250
2022-12-31,721.50410,533.27810,188.22600,60.07300,-12.64200,155.18170,33.04430,-29.17000,3.87400,-2.69100,6.56500,,6.56500,-3.61000,2.94400,120.34430,33.04420,269.56500,269.56500,0.01000,0.01000,0.13230,0.83080,4.57990,4.57990,0.53690,0.40800,0.08900,0.17330,0.35890,0.08100,0.15040,14.03880,0.4345,0.2493
2022-09-30,757.78000,576.62200,181.15800,57.11900,-17.20000,157.98800,23.17000,-33.99100,-10.82100,-3.36800,-7.45300,,-7.45300,-1.48400,-8.91200,106.83900,23.17000,269.58600,269.58600,-0.03000,-0.03000,0.12610,0.79650,3.05760,3.05760,-1.42800,-1.17610,0.09470,-0.19500,-0.39350,-0.09310,-0.17040,14.18950,0.1856,-0.1132
2022-06-30,729.75600,561.46500,168.29100,56.27300,-5.66300,144.62610,23.66490,-28.49300,-4.82800,-12.06900,7.24100,,7.24100,-3.28800,3.93500,104.70090,23.66490,269.49700,270.38400,0.01000,0.01000,0.14780,0.77900,3.24290,3.24290,-0.66160,0.53920,0.08970,0.18570,0.37820,0.08900,0.15820,14.48090,0.4349,0.0835
