Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,62.33600,16.15900,46.17700,5.66100,48.96700,54.62800,-8.45100,-3.68200,-12.13300,0.20500,-12.33800,-12.33800,-12.33800,-3.74600,-8.45100,83.56000,83.56000,-0.15000,-0.15000,3.50180,0.44100,0.79330,74.07760,-13.55720,-13.55720,-19.46390,-19.79270,0.20640,0.16750,1.67190,53.83020,-8.84870,-13.26230,-4.08530,-4.94680,1.66790,-0.0306,-0.071
2024-06-30,61.01600,15.26100,45.75500,7.08300,49.43900,56.52200,-10.76700,-2.78500,-13.55200,0.23000,-13.78200,-13.78200,-13.78200,-6.15700,-10.76700,83.11600,83.11600,-0.17000,-0.17000,3.56830,0.42810,0.75290,74.98850,-17.64620,-17.64620,-22.21060,-22.58750,0.19650,0.15830,1.61730,55.64670,-9.38600,-13.72810,-4.43910,-5.36790,1.75840,-0.1224,-0.1612
2024-03-31,61.08200,13.84200,47.24000,7.58400,54.78200,62.36600,-15.12600,-2.10700,-17.23300,0.16600,-17.39900,-17.39900,-17.39900,-10.86800,-15.12600,82.85400,82.85400,-0.21000,-0.21000,3.39920,0.41590,0.71610,77.33870,-24.76340,-24.76340,-28.21290,-28.48470,0.18830,0.14630,1.51600,59.36740,-11.27650,-16.20440,-5.36400,-6.58700,1.86020,-0.13270,-0.19940
2023-12-31,60.56100,18.20400,42.35700,8.10200,48.24900,56.35100,-13.99400,-8.20600,-22.20000,0.12300,-22.32300,-22.32300,-22.32300,-9.05400,-13.99400,82.08700,82.08700,-0.27000,-0.27000,4.05520,0.39280,0.65070,69.94110,-23.10730,-23.10730,-36.65730,-36.86040,0.18200,0.20220,1.58880,56.64590,-13.15250,-18.21010,-6.71000,-7.98610,2.04920,-0.2027,-0.2599
2023-09-30,52.78300,11.92200,40.86100,7.24400,44.12600,51.37000,-10.50900,-0.75000,-11.25900,-0.10800,-11.15100,-11.15100,-11.15100,-6.32100,-10.50900,82.54900,82.54900,-0.14000,-0.14000,3.07490,0.17920,0.22160,77.41320,-19.90980,-19.90980,-21.33070,-21.12610,0.17990,0.12630,1.52390,59.05940,-5.75550,-7.61280,-3.80120,-4.72440,2.34680,-0.1701,-0.247
2023-06-30,51.00900,11.59900,39.41000,7.68300,43.82700,51.51000,-12.10000,-0.87900,-12.97900,0.26900,-13.24800,-13.24800,-13.24800,-8.80300,-12.10000,82.37300,82.37300,-0.16000,-0.16000,3.19670,0.17510,0.21560,77.26090,-23.72130,-23.72130,-25.44450,-25.97190,0.16960,0.13610,1.44910,62.10850,-6.65600,-8.73580,-4.40370,-5.49030,2.41150,-0.2312,-0.3195
2023-03-31,52.03600,10.22900,41.80700,7.04900,43.82000,50.86900,-9.06200,-1.82100,-10.88300,-0.07100,-10.81200,-10.81200,-10.81200,-5.94500,-9.06200,80.68200,80.68200,-0.13000,-0.13000,3.09610,0.17060,0.20910,80.34250,-17.41490,-17.41490,-20.91440,-20.77790,0.16600,0.14790,1.37450,65.47810,-5.27020,-6.86260,-3.44830,-4.37100,2.49250,-0.17430,-0.26470
2022-12-31,51.50800,9.19700,42.31100,6.55000,44.46600,78.01600,-35.70500,-1.75100,-37.45600,-0.37000,-37.08600,-37.08600,-37.08600,-31.60100,-35.70500,76.76600,76.76600,-0.48000,-0.48000,2.08340,0.22830,0.30090,82.14450,-69.31930,-69.31930,-72.71880,-72.00050,0.20140,0.15010,1.34480,66.92510,-26.00610,-39.13970,-14.49880,-20.06960,1.83370,-0.1729,-0.2635
2022-09-30,46.00600,8.49100,37.51500,6.33700,39.66700,46.00400,-8.48900,-1.03400,-9.52300,0.20100,-9.72400,-9.72400,-9.72400,-5.43100,-8.48900,76.85100,76.85100,-0.13000,-0.13000,3.59810,0.19870,0.25220,81.54370,-18.45190,-18.45190,-20.69950,-21.13640,0.17900,0.15500,1.25480,71.72650,-5.67420,-7.87060,-3.78420,-4.54680,2.22340,-0.1561,-0.2143
2022-06-30,42.49800,7.63800,34.86000,5.99000,37.94800,43.93800,-9.07800,-0.45200,-9.53000,0.07300,-9.60300,-9.60300,-9.60300,-5.54200,-9.07800,76.48200,76.48200,-0.13000,-0.13000,3.66450,0.19370,0.24460,82.02740,-21.36100,-21.36100,-22.42460,-22.59640,0.16030,0.14770,1.27780,70.43200,-5.42730,-7.40910,-3.62320,-4.37580,2.31180,-0.1874,-0.265
