Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,28.31000,8.02900,20.28100,12.57800,12.57800,7.70300,7.70300,1.93200,5.77100,5.77100,5.77100,6.46800,6.48200,0.89000,0.89000,0.41010,0.98370,38.48230,28.83050,0.01040,3.31710,3.55960,0.30120,1.95690,26.89430,0.3665,0.1044
2024-06-30,27.95400,7.87500,20.07900,13.55800,13.55800,6.52100,6.52100,1.60700,4.91400,4.91400,4.91400,6.52700,6.53700,0.75000,0.75000,0.30170,0.81310,34.53010,26.02070,0.01010,2.99310,3.22780,0.26300,2.09010,25.39080,1.1055,1.0705
2024-03-31,26.77300,8.08600,18.68700,13.82700,13.82700,4.86000,4.86000,1.16200,3.69800,3.69800,3.69800,6.64200,6.65500,0.56000,0.56000,0.30000,0.90900,27.39420,20.84440,0.00930,2.23470,2.40970,0.19330,1.56420,24.88810,0.53910,0.54650
2023-12-31,22.80000,7.99700,14.80300,12.72800,12.72800,2.07500,2.07500,0.31700,1.75800,1.75800,1.75800,6.68600,6.70100,0.26000,0.27000,0.40660,0.96590,14.42580,12.22190,0.00750,1.08600,1.17380,0.09220,0.64440,24.37850,0.8612,1.0175
2023-09-30,26.06200,7.18000,18.88200,13.04800,13.04800,5.83400,5.83400,1.32100,4.51300,4.51300,4.51300,6.71400,6.72800,0.67000,0.67000,0.41720,1.05980,31.33360,24.23870,0.00970,2.91180,3.16030,0.23410,1.69710,23.08120,1.2943,1.2851
2023-06-30,24.54100,5.79800,18.74300,12.90600,12.90600,5.83700,5.83700,1.42300,4.41400,4.41400,4.41400,6.70400,6.71800,0.66000,0.66000,0.41690,1.03770,31.81270,24.05710,0.00950,2.84490,3.08910,0.22890,1.65890,23.11970,0.6736,0.6273
2023-03-31,22.22200,3.31100,18.91100,13.18100,13.18100,5.73000,5.73000,1.35500,4.37500,4.37500,4.37500,6.67500,6.69700,0.66000,0.65000,0.42050,1.06600,31.19560,23.81860,0.00950,2.86190,3.11350,0.22580,1.65850,22.85360,0.52410,0.52810
2022-12-31,21.84900,2.17900,19.67000,10.85400,10.85400,8.81600,8.81600,1.84700,6.96900,6.96900,6.96900,6.65000,6.66100,1.05000,1.04000,0.16930,0.62910,43.20300,34.15170,0.01100,4.59110,5.00070,0.37710,3.81400,22.77120,1.177,1.0972
2022-09-30,20.88500,1.04400,19.84100,10.22800,10.22800,9.61300,9.61300,2.67700,6.93600,6.93600,6.93600,6.65800,6.66900,1.04000,1.04000,0.18980,0.91370,48.20480,34.78090,0.01110,5.25280,5.77280,0.38460,4.25590,19.82940,1.2376,1.1559
2022-06-30,19.15700,0.76000,18.39700,11.26100,11.26100,7.13600,7.13600,1.70800,5.42800,5.42800,5.42800,6.65000,6.66100,0.82000,0.82000,0.18880,0.75880,40.16660,30.55270,0.01010,4.08450,4.48800,0.30970,3.31340,19.96570,1.1068,0.7882
2022-03-31,18.58100,0.80600,17.77500,10.15900,10.15900,7.61600,7.61600,1.90100,5.71500,5.71500,5.71500,6.62800,6.63600,0.86000,0.86000,0.18410,0.65530,41.85540,31.40800,0.01030,4.16920,4.56910,0.32470,3.40160,20.65050,0.46340,0.44890
2021-12-31,21.30300,0.93000,20.37300,10.33200,10.33200,10.04100,10.04100,2.49200,7.54900,7.54900,7.54900,6.71000,6.71700,1.14000,1.14000,0.17900,0.62460,47.23400,35.51130,0.01230,5.31990,5.81370,0.43640,4.36790,21.43180,1.405,1.3619
2021-09-30,19.51500,1.28500,18.23000,12.43000,12.43000,5.80000,5.80000,1.41200,4.38800,4.38800,4.38800,6.61700,6.62400,0.66000,0.66000,0.18780,0.77230,30.80680,23.30700,0.01100,3.27980,3.57380,0.25680,2.66400,20.21560,0.5745,0.5678
2021-06-30,19.19900,1.67300,17.52600,11.58700,11.58700,5.93900,5.93900,1.53600,4.40300,4.40300,4.40300,6.60900,6.61500,0.66000,0.66000,0.43600,1.15150,34.99500,25.94430,0.00960,3.37250,3.68290,0.24960,1.90210,19.73640,-0.1265,-0.205
2021-03-31,18.98800,1.82600,17.16200,12.63300,12.63300,4.52900,4.52900,1.09900,3.43000,3.43000,3.43000,6.99600,7.00000,0.49000,0.49000,0.43860,1.17950,26.55990,20.11490,0.00960,2.65500,2.90220,0.19250,1.49050,18.45820,1.12760,1.09400
