Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,35.29000,17.56200,17.72800,50.97700,35.17300,86.15000,-68.42200,30.19600,-38.22600,-0.09000,-38.13600,-38.13600,-38.13600,-66.86400,-68.42200,72.81300,72.81300,-0.52000,-0.52000,4.10740,50.23520,-193.88500,-193.88500,-108.31960,-108.06460,0.05270,0.78730,114.31200,-8.48550,-8.57690,-5.69790,-8.48550,6.16950,-0.455,-0.4733
2024-06-30,47.33400,15.99900,31.33500,50.83500,33.22900,84.06400,-52.72900,-1.23500,-53.96400,0.08300,-54.04700,-54.04700,-54.04700,-51.32800,-52.72900,72.71200,72.71200,-0.74000,-0.74000,4.50260,66.19980,-111.39770,-111.39770,-114.00690,-114.18220,0.06880,0.90730,99.19510,-11.40280,-11.51920,-7.85140,-11.40280,6.51210,-0.7357,-0.7491
2024-03-31,36.59800,17.70800,18.89000,50.61100,35.71200,86.32300,-67.43300,13.16500,-54.26800,0.45600,-54.72400,-54.72400,-54.72400,-65.99700,-67.43300,72.29100,72.29100,-0.76000,-0.76000,4.63520,51.61480,-184.25320,-184.25320,-148.28130,-149.52730,0.04960,0.80220,112.18650,-10.65280,-10.75310,-7.41760,-10.65280,7.07220,-0.54330,-0.60000
2023-12-31,74.12600,16.57600,57.55000,51.48700,35.68400,87.17100,-29.62100,-1.89100,-31.51200,-0.84200,-30.67000,-30.67000,-30.67000,-28.26700,-29.62100,71.77600,74.98700,-0.44000,-0.41000,4.24760,77.63810,-39.96040,-39.96030,-42.51140,-41.37550,0.09230,0.83180,108.20010,-5.59100,-5.64030,-3.81960,-5.59100,7.60400,-0.4403,-0.4672
2023-09-30,42.56900,18.93000,23.63900,46.83300,32.99900,79.83200,-56.19300,-8.71800,-64.91100,-2.88700,-62.02400,-62.02400,-62.02400,-54.92000,-56.19300,71.92400,71.92400,-0.86000,-0.86000,5.21490,55.53100,-132.00450,-132.00450,-152.48420,-145.70230,0.05360,1.32460,67.94450,-11.00530,-11.09970,-7.81010,-11.00530,7.82890,-0.7232,-0.795
2023-06-30,35.18900,21.37900,13.81000,42.70500,32.23800,74.94300,-61.13300,44.98000,-16.15300,-20.43100,4.27800,4.27800,4.27800,-59.96800,-61.13300,71.64300,75.06400,0.06000,0.06000,5.54260,39.24520,-173.72760,-173.72760,-45.90360,12.15720,0.04180,1.45190,61.98900,0.69990,0.70540,0.50830,0.69990,8.50510,-0.2387,-0.2703
2023-03-31,64.78200,19.08900,45.69300,40.74100,35.45300,76.19400,-30.50100,185.99600,155.49500,26.35900,129.13600,129.13600,129.13600,-28.74100,-30.50100,71.46700,73.81900,1.81000,1.75000,4.89220,70.53350,-47.08250,-47.08250,240.02810,199.33930,0.07720,1.07680,83.58430,21.87780,22.05690,15.39580,21.87780,8.25240,-0.42120,-0.46970
2022-12-31,56.84300,18.13900,38.70400,34.54200,32.70000,67.24200,-28.53800,1.19200,-27.34600,-0.13600,-27.21000,-27.21000,-27.20700,-27.39600,-28.53800,71.17300,71.17300,-0.39000,-0.39000,4.90800,68.08930,-50.20490,-50.20490,-48.10800,-47.86340,0.08260,0.82270,109.39080,-6.07500,-6.14880,-3.95160,-6.07500,6.27950,-0.3511,-0.3701
2022-09-30,36.98000,19.77900,17.20100,32.88500,30.47900,63.36400,-46.16300,6.50400,-39.65900,0.19400,-39.85300,-39.85300,-39.85300,-45.05600,-46.16300,71.20800,71.20800,-0.56000,-0.56000,5.90180,46.51430,-124.83230,-124.83230,-107.24450,-107.76910,0.05590,1.03480,86.97730,-8.60530,-8.70890,-6.02020,-8.60530,6.50160,-0.4258,-0.4679
2022-06-30,38.46900,21.33500,17.13400,31.12300,29.48400,60.60700,-43.47300,-4.18000,-47.65300,0.03300,-47.68600,-47.68600,-47.68600,-42.34700,-43.47300,71.16200,71.16200,-0.67000,-0.67000,6.50630,44.53980,-113.00790,-113.00790,-123.87380,-123.95960,0.05590,1.21180,74.26890,-9.67120,-9.78320,-6.93230,-9.67120,6.92610,-0.3458,-0.3734
2022-03-31,48.66300,20.68000,27.98300,27.82200,28.80400,56.62600,-28.64300,-5.82500,-34.46800,-0.02800,-34.44000,-34.44000,-34.44000,-27.67400,-28.64300,71.05000,71.05000,-0.48000,-0.48000,6.85320,57.50370,-58.85990,-58.85990,-70.83000,-70.77250,0.06760,1.06730,84.32400,-6.48990,-6.56130,-4.78640,-6.48990,7.45990,-0.55890,-0.58280
2021-12-31,46.17000,19.80900,26.36100,25.14500,23.73100,48.87600,-22.51500,-7.92600,-30.44100,0.27400,-30.71500,-30.71500,-30.71300,-21.86300,-22.51500,70.59500,70.59500,-0.44000,-0.44000,6.85290,57.09550,-48.76540,-48.76540,-65.93240,-66.52160,0.06100,1.13860,79.04680,-5.51350,-5.51350,-4.06020,-5.51350,7.84640,-0.2815,-0.2953
2021-09-30,29.85000,18.73500,11.11500,23.21900,22.57000,45.78900,-34.67400,-0.34100,-35.01500,-0.00400,-35.01100,-35.01100,-35.00700,-34.09300,-34.67400,70.78400,70.78400,-0.49000,-0.49000,8.53070,37.23620,-116.16080,-116.16080,-117.30320,-117.27640,0.03910,1.82790,49.23620,-6.03820,-6.03820,-4.59090,-6.03820,8.18180,-0.1486,-0.1879
2021-06-30,29.78400,17.80400,11.98000,21.09200,21.23000,42.32200,-30.34200,-4.56100,-34.90300,0.06700,-34.97000,-34.97000,-34.64400,-29.61500,-30.34200,70.58200,70.58200,-0.49000,-0.49000,9.23280,40.22290,-101.87350,-101.87350,-117.18710,-116.31750,0.04150,1.14980,78.27560,-5.77280,-5.77280,-4.87500,-5.77280,8.56600,-0.415,-0.4562
2021-03-31,32.12700,15.96300,16.16400,21.44800,18.62800,40.07600,-23.91200,23.46300,-0.44900,0.07400,-0.52300,-0.52300,-0.02900,-23.02500,-23.91200,70.07200,70.07200,0.00000,0.00000,9.98560,50.31280,-74.42960,-74.42960,-1.39760,-0.09030,0.04320,1.75650,51.23730,-0.08280,-0.08280,-0.07030,-0.08280,8.96580,-0.15590,-0.16320
2020-12-31,33.03200,14.04000,18.99200,17.31900,18.25700,35.57600,-16.58400,5.22300,-11.36100,0.22500,-11.58600,-11.58600,-11.13900,-15.57400,-16.58400,60.02500,60.02500,-0.08000,-0.07000,9.32970,57.49580,-50.20590,-50.20590,-34.39390,-33.72180,0.04430,0.93370,96.39200,-1.85670,-1.85670,-1.55250,-1.85670,8.93010,0.6487,0.6291
2020-09-30,25.79700,10.52500,15.27200,17.01900,13.69800,30.71700,-15.44500,18.69600,3.25100,-0.03500,3.28600,3.28600,3.85200,-14.55500,-15.44500,66.34000,72.69300,0.06000,0.05000,15.81410,59.20070,-59.87130,-59.87130,12.60220,14.93200,0.03790,1.50150,59.94070,0.52090,0.52090,0.48320,0.52090,9.08250,-0.1352,-0.137
2020-06-30,23.09200,9.50900,13.58300,16.65700,14.01300,30.67000,-17.08700,13.08500,-4.00200,0.06400,-4.06600,-4.06600,-3.35000,-16.20600,-17.08700,63.29600,63.29600,-0.05000,-0.05000,7.13190,58.82120,-73.99530,-73.99530,-17.33070,-14.50720,0.06610,1.34300,67.01280,-1.37300,-1.37300,-1.16320,-1.37300,4.67820,-0.0922,-0.0924
2020-03-31,26.17400,10.54900,15.62500,13.70000,13.72500,27.42500,-11.80000,-2.38000,-14.18000,0.09100,-14.27100,-14.27100,-13.82600,-10.92300,-11.80000,40.66700,40.66700,-0.34000,-0.34000,7.41870,59.69660,-45.08290,-45.08290,-54.17590,-52.82340,0.07480,1.43970,62.51240,-4.82870,-4.82870,-4.07890,-4.82870,5.89650,-0.14210,-0.16280
2019-12-31,25.83200,10.30500,15.52700,11.08200,12.29200,23.37400,-7.84700,0.67300,-7.17400,-0.02900,-7.14500,-7.14500,-6.76900,-6.93900,-7.84700,6.00500,6.00500,-2.84000,-2.84000,2.63300,60.10760,-30.37710,-30.37710,-27.77180,-26.20390,0.16640,1.00370,89.67250,7.65620,-7.27170,-4.60170,-7.27170,16.04980,-4.01,-4.2782
2019-09-30,19.96000,9.24900,10.71100,10.35300,11.65000,22.00300,-11.29200,-0.92600,-12.21800,-0.25700,-11.96100,-11.96100,-11.50800,-10.35300,-11.29200,44.87900,44.87900,-0.26000,-0.26000,,53.66230,-56.57320,-56.57320,-61.21240,-57.65530,,,,,,,,,-0.1304,-0.1366
2019-06-30,19.01000,9.15900,9.85100,9.53100,14.28300,23.81400,-13.96300,13.18500,-0.77800,-0.05100,-0.72700,-0.72700,-0.50000,-13.04700,-13.96300,44.49600,44.49600,-0.01000,-0.01000,,51.82010,-73.45080,-73.45080,-4.09260,-2.63020,,,,,,,,,0.5793,0.7274
2019-03-31,20.74100,7.73700,13.00400,8.43800,10.17900,18.61700,-5.61300,-0.18900,-5.80200,0.04600,-5.84800,-5.84800,-5.79400,-4.73600,-5.61300,5.93800,5.93800,-0.98000,-0.98000,,62.69710,-27.06230,-27.06230,-27.97360,-27.93500,,,,,,,,,-0.77850,-0.95790
2018-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
