Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,917.00000,428.00000,489.00000,,242.00000,13.00000,310.00000,179.00000,-54.00000,125.00000,29.00000,96.00000,96.00000,,94.00000,260.00000,179.00000,66.35500,66.52600,1.43000,1.43000,1.91110,0.92140,11.83670,53.32610,19.52020,19.52020,13.63140,10.25080,0.15850,1.46960,61.24320,27.50720,-3.76620,1.65950,2.16120,5.25930,3.1804,2.9282
2024-06-30,829.00000,438.00000,391.00000,,244.00000,-2.00000,327.00000,64.00000,-40.00000,24.00000,5.00000,19.00000,19.00000,,17.00000,145.00000,64.00000,66.18900,66.18900,0.27000,0.27000,1.78130,0.93720,15.06550,47.16530,7.72010,7.72010,2.89510,2.05070,0.14580,1.23730,72.73820,6.90910,-0.71460,0.33420,0.43370,4.14900,-4.6215,-4.9601
2024-03-31,798.00000,420.00000,378.00000,,254.00000,,336.00000,42.00000,-21.00000,21.00000,-4.00000,25.00000,25.00000,,23.00000,124.00000,42.00000,64.15600,64.40300,0.35000,0.35000,1.42400,0.93860,15.42380,47.36840,5.26320,5.26320,2.63160,2.88220,0.13220,1.22960,73.19550,9.29370,-0.92460,0.41400,0.57060,4.07080,-0.06210,-0.38820
2023-12-31,826.00000,413.00000,413.00000,,719.00000,8.00000,799.00000,-386.00000,-76.00000,-462.00000,-122.00000,-340.00000,-340.00000,,-341.00000,-298.00000,-386.00000,65.12500,65.12500,-4.99000,-4.98000,1.33730,0.94930,18.89140,50.00000,-46.73120,-46.73120,-55.93220,-41.28330,0.13570,1.32370,67.99030,-153.84620,12.18640,-5.58750,-7.79820,3.47960,1.3502,1.0583
2023-09-30,767.00000,415.00000,352.00000,,221.00000,,315.00000,37.00000,-94.00000,-57.00000,-12.00000,-45.00000,-45.00000,,-46.00000,121.00000,37.00000,63.32500,63.32500,-0.74000,-0.74000,2.33010,0.87650,7.16100,45.89310,4.82400,4.82400,-7.43160,-5.99740,0.12610,1.26780,70.99090,-7.70550,1.82260,-0.73980,-0.95160,9.20790,0.0399,-0.4407
2023-06-30,768.00000,422.00000,346.00000,,252.00000,-5.00000,349.00000,-3.00000,-104.00000,-107.00000,-20.00000,-87.00000,-87.00000,,-89.00000,89.00000,-3.00000,64.01200,64.01200,-1.38000,-1.38000,2.41350,0.86720,6.58660,45.05210,-0.39060,-0.39060,-13.93230,-11.58850,0.12390,1.30610,68.90630,-13.57250,3.54520,-1.40300,-1.80270,10.16650,1.3309,0.9923
2023-03-31,773.00000,410.00000,363.00000,,249.00000,-6.00000,342.00000,21.00000,-32.00000,-11.00000,-204.00000,193.00000,193.00000,,185.00000,108.00000,21.00000,69.74400,69.86400,2.65000,2.64000,2.39170,0.83550,5.12390,46.95990,2.71670,2.71670,-1.42300,23.93270,0.12010,1.27140,70.78910,23.22500,-8.37310,2.99880,3.82030,12.19640,0.88740,0.60120
2022-12-31,960.00000,394.00000,566.00000,,252.00000,27.00000,313.00000,253.00000,-34.00000,219.00000,157.00000,62.00000,62.00000,,55.00000,341.00000,253.00000,70.65300,70.65600,1.54000,1.55000,2.76810,0.86120,6.26280,58.95830,26.35420,26.35420,22.81250,5.72920,0.14320,1.55590,57.84380,9.10430,-2.47700,0.92480,1.26320,9.78130,4.7567,4.4566
2022-09-30,843.00000,408.00000,435.00000,,220.00000,28.00000,281.00000,154.00000,-16.00000,138.00000,109.00000,29.00000,29.00000,,21.00000,243.00000,154.00000,69.90700,69.90700,0.32000,0.32000,2.27180,0.86850,6.67030,51.60140,18.26810,18.26810,16.37010,2.49110,0.12760,1.11360,80.81850,4.53130,-1.12100,0.43910,0.59600,9.16260,3.6319,3.208
2022-06-30,837.00000,413.00000,424.00000,,233.00000,4.00000,317.00000,107.00000,-153.00000,-46.00000,-40.00000,-6.00000,-6.00000,,-11.00000,195.00000,107.00000,70.89700,70.89700,-0.17000,-0.17000,2.21230,0.86830,6.66040,50.65710,12.78380,12.78380,-5.49580,-1.31420,0.12980,1.07310,83.87100,-0.93460,0.22830,-0.09300,-0.12310,9.13930,1.9498,1.5507
