Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,66.54400,50.51900,16.02500,0.71100,9.89400,-0.98500,11.59000,4.43500,-2.80800,1.62700,0.87400,0.75300,0.75300,,0.42700,7.20900,4.43500,20.39700,20.39700,0.02000,0.02000,1.64290,0.42830,1.02250,24.08180,6.66480,6.66480,2.44500,0.64170,0.26520,0.60010,1.36730,65.82430,0.87300,1.94030,0.30010,0.49910,4.22890,0.0146,-0.0084
2024-06-30,76.23500,59.07400,17.16100,0.92900,11.12500,,12.05400,5.10700,-2.21000,2.89700,1.17800,1.71900,1.71900,,1.49000,7.74700,5.10700,20.36900,20.39300,0.07000,0.07000,1.55490,0.43970,1.07870,22.51070,6.69900,6.69900,3.80010,1.95450,0.29870,0.71810,1.42740,63.05370,2.06540,4.79310,0.67350,1.15720,4.08190,0.4051,0.1254
2024-03-31,73.34300,56.46000,16.88300,0.85400,11.11900,,11.97300,4.91000,-2.23500,2.67500,0.24400,2.43100,2.43100,,2.28300,7.76500,4.91000,20.28490,20.36360,0.11000,0.11000,1.57060,0.45540,1.12210,23.01920,6.69460,6.69460,3.64720,3.11280,0.28620,0.67610,1.40090,64.24420,2.98310,7.32210,0.94870,1.62460,4.01120,0.03070,-0.02200
2023-12-31,78.65300,62.23100,16.42200,0.87600,10.78000,,11.65600,4.76600,-2.66600,2.10000,-3.35700,5.45700,5.45700,,5.19900,7.53600,4.76600,20.20900,20.22400,0.26000,0.26000,1.56880,0.46340,1.19180,20.87910,6.05960,6.05950,2.67000,6.61000,0.30760,0.75580,1.58350,56.83690,6.84830,18.12660,2.13390,3.67500,3.93350,0.1015,0.0212
2023-09-30,71.33100,54.74600,16.58500,0.86100,10.54500,,11.40600,5.17900,-2.54300,2.63600,0.74200,1.89400,1.89400,,1.70000,7.95000,5.17900,20.25200,20.25500,0.08000,0.08000,1.60400,0.50130,1.27370,23.25080,7.26050,7.26050,3.69540,2.38330,0.28860,0.64270,1.48070,60.78100,2.64250,8.51960,0.76640,1.31780,3.53910,0.1325,0.0805
2023-06-30,73.53400,58.59900,14.93500,0.83700,10.76600,,11.60300,3.33200,-2.59300,0.73900,0.20700,0.53200,0.53200,,0.40400,6.15300,3.33200,20.20700,20.21000,0.02000,0.02000,1.49430,0.50070,1.34920,20.31030,4.53120,4.53120,1.00500,0.54940,0.29020,0.70340,1.47290,61.10320,0.75500,2.70120,0.21000,0.37700,3.48080,-0.0473,-0.0933
2023-03-31,67.87100,53.46100,14.41000,0.81400,11.03100,,11.84500,2.56500,-2.57800,-0.01300,0.01300,-0.02600,-0.02600,,0.05300,5.72200,2.56500,20.12210,20.12210,0.00000,0.00000,1.55120,0.51760,1.38700,21.23150,3.77920,3.77920,-0.01920,0.07810,0.27230,0.67630,1.50150,59.94120,-0.03750,-0.14210,-0.01040,-0.01810,3.43880,-0.07670,-0.18680
2022-12-31,78.82000,63.63700,15.18300,0.89400,9.78700,-0.31300,10.99400,4.18900,-1.98600,2.20300,1.54400,0.65900,0.65900,,0.49800,7.09100,4.18900,20.05600,20.05600,0.02000,0.02000,1.47470,0.49690,1.32950,19.26290,5.31460,5.31470,2.79500,0.63180,0.33310,0.91170,1.72830,52.07490,0.96970,3.95130,0.27850,0.48780,3.38000,0.3073,-1.728
2022-09-30,65.03700,52.69300,12.34400,0.65900,10.44000,-0.03700,11.13600,1.20800,-4.08600,-2.87800,0.20600,-3.08400,-3.08400,,-3.37200,3.83800,1.20800,20.09400,20.09400,-0.17000,-0.17000,1.57210,0.55760,1.52590,18.98000,1.85740,1.85740,-4.42520,-5.18470,0.27150,0.67900,1.65140,54.49930,-4.82790,-23.09590,-1.28750,-2.13610,3.17810,-0.1694,1.5621
2022-06-30,69.57700,57.21000,12.36700,0.72000,11.43100,-1.88600,14.03700,-1.67000,-0.20100,-1.87100,0.23200,-2.10300,-2.10300,,-2.25700,1.20000,-1.67000,20.05900,20.05900,-0.10000,-0.10000,1.45290,0.52230,1.40030,17.77460,-2.40020,-2.40020,-2.68910,-3.24390,0.27570,0.74990,1.46500,61.43500,-3.08140,-13.33880,-0.83340,-1.47200,3.39920,-0.0462,-2.3359
