Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,58.40900,,58.40900,101.54700,-0.06100,,-43.19900,-1.16000,-44.35900,-1.88600,-42.47300,-42.47300,-53.94800,-39.37200,-43.19900,29.48500,29.48500,-1.83000,-1.83000,0.12160,0.13850,-73.95950,-73.95950,-75.94550,-92.36250,0.05830,-8.50570,-8.50570,-4.23890,-7.47110,16.90410,-1.0044,-1.1449
2024-06-30,65.85600,,65.85600,90.78000,-3.03500,,-27.95900,-0.51400,-28.47300,-0.50500,-27.96800,-27.96800,-38.98800,-23.68100,-27.95900,29.23300,29.23300,-1.33000,-1.33000,,0.12510,-42.45480,-42.45480,-43.23520,-59.20190,0.06340,-5.09570,-5.09570,-2.69280,-5.09570,18.73220,-1.1278,-1.2244
2024-03-31,92.96400,,92.96400,104.56200,-6.31300,,-17.91100,-0.41800,-18.32900,-1.34500,-16.98400,-16.98400,-27.71100,-13.50500,-17.91100,28.91200,28.91200,-0.96000,-0.96000,,0.11700,-19.26660,-19.26660,-19.71620,-29.80830,0.08480,-2.91420,-2.91420,-1.55010,-2.91420,20.09530,2.44750,2.36130
2023-12-31,247.66200,,247.66200,186.52300,,,59.36800,-0.89900,58.46900,6.27900,52.19000,52.19000,41.69100,64.14300,59.36800,28.01600,28.01600,1.50000,1.50000,0.10060,0.11180,23.97140,23.97140,23.60840,16.83380,0.22240,8.61180,8.61180,4.68770,7.74580,21.16840,-1.1884,-1.2605
2023-09-30,64.71800,,64.71800,104.11400,,,-39.39600,-0.13800,-39.53400,-2.50900,-37.02500,-37.02500,-47.24300,-34.65100,-39.39600,28.11400,28.11400,-1.68000,-1.68000,0.10740,0.12030,-60.87330,-60.87330,-61.08660,-72.99820,0.06310,-6.61590,-6.61590,-3.60740,-5.90550,19.83260,-0.8971,-1.0452
2023-06-30,66.76800,,66.76800,92.92000,,,-26.15200,0.10800,-26.04400,-2.54300,-23.50100,-23.50100,-32.91500,-21.00100,-26.15200,27.82200,27.82200,-1.18000,-1.18000,0.10020,0.11130,-39.16850,-39.16850,-39.00670,-49.29760,0.06340,-3.91090,-3.91090,-2.23090,-3.51910,21.46790,-0.3526,-0.4364
2023-03-31,73.72300,,73.72300,96.61700,,,-22.89400,-0.59200,-23.48600,-3.60800,-19.87800,-19.87800,-28.04800,-17.64900,-22.89400,27.64800,27.64800,-1.01000,-1.01000,0.09580,0.10590,-31.05410,-31.05410,-31.85710,-38.04510,0.06810,-3.16580,-3.16580,-1.83540,-2.86250,22.69680,2.19920,2.11850
2022-12-31,196.32100,0.85700,195.46400,155.79500,-13.74900,164.72100,30.74300,-0.84100,29.90200,9.23100,20.67100,20.67100,12.57300,36.16600,30.74300,27.35900,27.35900,0.47000,0.47000,0.09220,0.10160,15.65950,15.65950,15.23120,6.40430,0.17650,3.17550,3.17550,1.85790,2.88260,23.61780,-0.6789,-0.7802
2022-09-30,53.37600,0.49400,52.88200,96.65300,-4.49800,101.15100,-48.26900,-0.64700,-48.91600,-9.76700,-39.14900,-39.14900,-46.99800,-42.71100,-48.26900,27.34600,27.34600,-1.72000,-1.72000,0.09400,0.10370,-90.43200,-90.43200,-91.64420,-88.05080,0.05070,-6.17980,-6.17980,-3.72180,-5.59890,23.16350,-1.0858,-1.2359
2022-06-30,50.40900,0.42300,49.98600,94.09000,-1.36900,95.45900,-45.47300,-1.16700,-46.64000,-9.13800,-37.50200,-37.50200,-45.02900,-40.12400,-45.47300,27.27600,27.27600,-1.65000,-1.65000,0.08830,0.09680,-90.20810,-90.20810,-92.52320,-89.32730,0.04600,-5.55110,-5.55110,-3.42510,-5.06110,24.83210,-0.9445,-1.1037
2022-03-31,105.25000,-0.12700,105.37700,140.26800,,145.09100,-39.71400,-1.02100,-40.73500,-7.99300,-32.74200,-32.74200,-39.96000,-34.93600,-39.71400,27.27800,27.27800,-1.46000,-1.46000,0.08320,0.09080,-37.73300,-37.73300,-38.70310,-37.96680,0.09050,-4.57340,-4.57340,-2.81560,-4.19280,26.68680,1.72710,1.57090
2021-12-31,243.51400,0.77500,242.73900,228.03400,-50.64900,276.37200,-33.63300,0.24400,-33.38900,-1.23700,-32.15200,-32.15200,-39.30600,-28.02200,-33.63310,26.78100,26.78100,-1.46000,-1.46000,,,-13.81160,-13.81160,-13.71130,-16.14120,0.21190,-4.28970,-4.28970,-2.79750,-4.28970,28.08450,-3.8203,-3.9965
2021-09-30,63.91400,-0.02500,63.93900,129.28200,-0.57300,129.97600,-66.03700,0.18900,-65.84800,-12.83400,-53.01400,-53.01400,-59.94800,-61.01700,-66.03700,26.78600,26.78600,-2.24000,-2.24000,,,-103.32160,-103.32160,-103.02590,-93.79480,0.05510,-6.81710,-7.26940,-4.57170,-6.81710,29.51390,-2.6541,-2.8801
2021-06-30,96.55700,0.24600,96.31100,121.52500,,121.64400,-25.33300,0.17200,-25.16100,-6.75200,-18.40900,-18.40900,-22.88800,-21.21700,-25.33300,26.67700,26.67700,-0.86000,-0.86000,,,-26.23630,-26.23630,-26.05820,-23.70410,0.07970,-2.21330,-2.35030,-1.51920,-2.21330,31.78390,-1.2061,-1.3895
