Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.40060,1.65100,-3.05160,-0.73250,-3.78410,-3.78410,-3.78410,-3.78410,-2.80330,-3.05160,2.38400,2.38400,-1.59000,-1.59000,0.21780,,-0.19010,287.68010,287.68040,-561.79660,287.68040,-0.44650,-0.6917,-0.6917
2024-06-30,0.64570,0.83690,-1.48260,-0.54860,-2.03120,-2.03120,-2.03120,-2.03120,-1.09520,-1.48260,2.10500,2.10500,-0.96000,-0.96000,1.79500,,1.03090,-253.44770,-253.44760,-72.20820,-253.44760,0.38050,-0.6565,-0.6565
2024-03-31,0.58610,0.79870,-1.38480,-0.34620,-1.73100,-1.73100,-1.73100,-1.73100,-0.93740,-1.38480,2.07600,2.07600,-0.83000,-0.83000,2.96200,,0.34090,-62.68480,-62.68470,-36.41270,-62.68470,1.31370,-0.59690,-0.59690
2023-12-31,0.71050,0.57240,-1.28280,-0.35770,-1.64050,-1.64050,-1.64050,-1.64050,-0.81250,-1.28280,1.86600,1.86600,-0.82000,-0.82000,5.36630,0.03220,0.18030,-40.44850,-40.44850,-27.56340,-39.14470,2.01910,-0.6971,-0.6976
2023-09-30,1.04520,0.55400,-1.59910,-0.19360,-1.79280,-1.79280,-1.79280,-1.79280,-1.05900,-1.59910,1.97000,1.97000,-0.91000,-0.91000,8.63190,0.02340,0.10650,-31.95690,-31.95780,-24.30580,-31.21020,2.80510,-0.6175,-0.6272
2023-06-30,0.83970,0.62600,-1.46560,-0.71870,-2.18440,-2.18440,-2.18440,-2.18440,-0.91500,-1.46560,1.78000,1.78000,-1.23000,-1.23000,17.10280,0.01730,0.05630,-31.49500,-31.49500,-24.71820,-30.94920,3.58380,-0.8912,-0.8912
2023-03-31,0.92180,0.62300,-1.54480,0.56970,-0.97510,-0.97510,-0.97510,-0.97510,-0.97600,-1.54480,1.70400,1.70400,-0.57000,-0.57000,7.47060,0.09820,0.21840,-14.11860,-14.11860,-9.34310,-12.73280,4.04650,-0.78520,-0.78520
2022-12-31,-0.00140,0.53180,-0.53030,-2.18820,-2.71850,-2.71850,-2.71850,-4.39860,-1.03700,-0.53030,1.33800,1.33800,-3.20000,-3.20000,8.79220,,0.08930,-35.40740,-35.40740,-31.41520,-35.40740,4.51640,-0.3947,-0.3947
2022-09-30,0.66900,0.15240,-0.82150,-0.17700,-0.99840,-0.99840,-0.99840,-1.01790,-0.21290,-0.82150,1.27060,1.27060,-0.80000,-0.80000,9.57220,,0.08160,-11.87910,-11.87910,-10.64190,-11.87910,4.94910,-0.7562,-0.7562
2022-06-30,0.08390,0.26980,-0.35360,-0.24360,-0.59730,-0.59730,-0.59730,-0.62300,-0.20320,-0.35360,1.16410,1.16410,-0.48000,-0.48000,,,,,,,,,-0.3053,-0.3053
2022-03-31,0.29590,0.34250,-0.63840,-0.04340,-0.68180,-0.68180,-0.68180,-0.70760,-0.50740,-0.63840,1.16400,1.16400,-0.56000,-0.56000,,,,,,,,,-0.53660,-0.53660
2021-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0.1422,0.1422
2021-09-30,0.18700,0.05520,-0.24210,0.02520,-0.21700,-0.21700,-0.21700,-0.24270,-0.24210,-0.24210,1.16140,1.16140,-0.16000,-0.16000,,,,,,,,,-0.1422,-0.1422
