,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-06,2024-09-30,$0.70,$0.74
1,2024-08-06,2024-06-30,$0.71,$0.75
2,2024-05-08,2024-03-31,$0.71,$0.73
3,2024-02-26,2023-12-31,$0.76,$0.75
4,2023-11-06,2023-09-30,$0.77,$0.80
5,2023-08-07,2023-06-30,$0.76,$0.78
6,2023-05-05,2023-03-31,$0.75,$0.78
7,2023-02-27,2022-12-31,$0.75,$0.81
8,2022-11-07,2022-09-30,$0.73,$0.73
9,2022-08-08,2022-06-30,$0.65,$0.67
10,2022-05-09,2022-03-31,$0.64,$0.72
11,2022-02-28,2021-12-31,$0.62,$0.65
12,2021-11-08,2021-09-30,$0.63,$0.64
13,2021-08-09,2021-06-30,$0.61,$0.74
14,2021-05-10,2021-03-31,$0.61,$0.63
15,2021-03-01,2020-12-31,$0.69,$0.72
16,2020-11-09,2020-09-30,$0.61,$0.63
17,2020-08-10,2020-06-30,$0.63,$0.62
18,2020-05-06,2020-03-31,$0.84,$0.76
19,2020-02-27,2019-12-31,$0.80,$0.84
20,2019-11-07,2019-09-30,$0.76,$0.88
21,2019-08-07,2019-06-30,$0.72,$0.76
22,2019-05-08,2019-03-31,$0.76,$0.72
23,2019-02-27,2018-12-31,$0.72,$0.84
24,2018-11-07,2018-09-30,$0.80,$0.96
25,2018-08-09,2018-06-30,$0.76,$0.76
26,2018-05-10,2018-03-31,$0.80,$0.84
27,2018-03-01,2017-12-31,$0.76,$0.88
28,2017-11-09,2017-09-30,$0.76,$0.84
29,2017-08-09,2017-06-30,$0.80,$0.76
30,2017-05-10,2017-03-31,$0.80,$0.88
31,2017-03-01,2016-12-31,$0.92,$0.92
32,2016-11-09,2016-09-30,$0.88,$0.80
33,2016-08-09,2016-06-30,$0.92,$0.96
34,2016-05-09,2016-03-31,$0.88,$0.84
35,2016-02-29,2015-12-31,$0.96,$0.96
36,2015-11-09,2015-09-30,$0.92,$0.84
37,2015-08-10,2015-06-30,$0.92,$1.40
38,2015-05-11,2015-03-31,$1.00,$0.92
39,2015-03-02,2014-12-31,$1.04,$0.96
