Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,0.39530,0.70030,-0.19720,-1.80820,0.23610,-1.57210,,-1.57210,-1.57210,-1.57210,-1.33640,-1.38140,65.17500,65.17500,-0.02000,-0.02000,10.50060,0.28680,0.40200,,,,,,,,,-4.24040,-4.24040,-2.85980,-3.02440,0.56130,-0.01790,-0.01800
2024-06-30,,,-1.19130,0.69750,-1.63610,-1.67850,,-2.56030,,-2.59370,-2.59370,-2.59370,-1.20910,-1.25290,59.89200,59.89200,-0.03000,-0.03000,9.86070,0.28350,0.39570,,,,,,,,,-6.79770,-6.79770,-4.60190,-4.87040,0.58660,-0.0396,-0.0397
2024-03-31,,,0.96590,0.96650,0.65260,-1.81400,,-1.81400,,-1.81400,-1.81400,-1.81400,-1.34650,-1.39030,60.47400,60.47400,-0.03000,-0.03000,2.19810,0.26770,0.36550,,,,,,,,,-4.58750,-4.58750,-3.02870,-3.35970,0.63810,-0.0249,-0.0256
2023-12-31,,,1.77390,0.56750,1.06000,-1.57460,,-1.57460,,-1.57460,-1.57460,-1.57460,-1.39160,-1.39200,59.07700,59.07700,-0.03000,-0.03000,2.20780,0.25730,0.34650,,,,,,,,,-3.86070,-3.86070,-2.56260,-2.86730,0.68330,-0.0098,-0.0107
2023-09-30,,,0.51310,0.50020,-0.81810,-2.07420,,-2.07420,,-2.07420,-2.07420,-2.07420,-1.93670,-1.94190,56.29900,56.29900,-0.04000,-0.04000,0.24450,,0.13770,,,,,,,,,-4.92890,-4.92890,-3.80510,-4.92890,0.71470,-0.01600,-0.01600
2023-06-30,,,0.52120,0.56130,-0.23860,-1.56770,,-1.56770,,-1.53010,-1.53010,-1.53010,-1.42660,-1.43280,48.69600,48.69600,-0.03000,-0.03000,0.24570,,0.13660,,,,,,,,,-3.57160,-3.57160,-2.81750,-3.57160,0.78160,-0.0401,-0.04
2023-03-31,,,0.59730,0.70440,-0.11000,-1.64780,,-1.64780,,-1.64780,-1.64780,-1.64780,-1.50790,-1.52330,48.45200,48.45200,-0.03000,-0.03000,0.13010,,0.12460,,,,,,,,,-3.87230,-3.87230,-3.07940,-3.87230,0.86470,-0.0189,-0.0199
2022-12-31,,,0.46540,0.63380,-0.11680,-1.43250,,-1.43250,,-1.43250,-1.43250,-1.43250,-1.31190,-1.32760,47.01400,47.01400,-0.03000,-0.03000,0.34040,,0.12050,,,,,,,,,-3.28350,-3.28350,-2.63970,-3.28350,0.92060,-0.0231,-0.0238
2022-09-30,,,0.83960,0.63520,-0.15510,-1.84020,,-1.84020,,-1.84020,-1.84020,-1.84020,-1.72580,-1.74150,46.92900,46.92900,-0.04000,-0.04000,0.44430,,0.09450,,,,,,,,,-4.10420,-4.10420,-3.38260,-4.10420,0.95540,-0.02580,-0.02580
2022-06-30,,,0.72220,0.57030,-0.15900,-1.59650,,-5.42400,,-5.70160,-5.70160,-1.87410,-1.48100,-1.49650,42.35500,42.35500,-0.04000,-0.04000,4.96540,0.08340,0.09100,,,,,,,,,-12.28800,-12.28800,-10.17910,-11.26320,0.99590,-0.0473,-0.0473
