Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.16800,0.41700,-0.24900,1.40700,0.76400,,2.17100,-2.42000,12.87500,10.45500,10.45500,10.45500,10.45500,-2.42000,-2.42000,8.43600,8.43600,0.84000,0.84000,1.16160,0.02720,0.02800,-148.21430,-1440.47600,-1440.47600,6223.21400,6223.21400,0.01370,0.37500,240.00000,238.91650,104.51860,85.27040,101.67270,1.17270,-0.3346,-0.3356
2024-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,
2024-03-31,,,,1.56800,0.48400,0.12400,,-1.92800,-0.23100,-2.15900,-2.15900,-2.15900,-2.15900,-1.77200,-1.92800,5.06500,5.06500,-0.40000,-0.40000,2.72940,1.35540,-3.81350,,,,,,,,,42.20090,42.20090,-12.66200,-14.99930,-1.10190,-0.28880,-0.28920
2023-12-31,,,,0.62700,1.20500,,,-1.82300,-0.50700,-2.33000,-2.33000,-2.33000,-2.33000,-1.73900,-1.82300,0.39070,0.39070,-3.60000,-3.60000,3.06010,1.30870,-4.23900,,,,,,,,,50.99580,50.99590,-13.33560,-15.74430,-0.98410,-22.2748,-23.8193
2023-09-30,,,,1.13400,0.96800,,,-2.10200,5.20900,3.10700,3.10700,3.10700,3.10700,-2.10200,-2.10200,4.69200,4.69200,0.80000,0.80000,4.36410,1.16920,-6.91010,,,,,,,,,-115.41620,-115.41610,16.72050,19.52860,-6.18570,-1.7385,-1.8244
2023-06-30,,,,1.45400,1.14100,,,-2.59500,-1.16700,-3.76200,-3.76200,-3.76200,-3.76200,-2.59500,-2.59500,0.33800,0.33800,-12.00000,-12.00000,4.11550,1.43960,-3.27500,,,,,,,,,52.89650,52.89650,-18.90740,-23.25090,-19.56530,0.9447,0.9466
2023-03-31,,,,1.99500,1.19100,,,-3.18600,-0.32900,-3.51500,-3.51500,-3.51500,-3.51500,-3.04800,-3.18600,3.23800,3.23800,-1.20000,-1.20000,4.28270,1.28230,-4.54280,,,,,,,,,73.07690,73.07690,-15.09100,-20.62670,-14.64680,-0.94470,-0.94660
2022-12-31,,,,1.43400,1.58800,,,-3.02200,-2.09400,-5.11600,-5.11600,-5.11600,-5.11600,-2.83800,-3.02200,0.18850,0.18850,-50.71000,-50.71000,6.14630,1.09610,-11.41020,,,,,,,,,290.68210,290.68180,-18.90120,-27.92270,-7.11690,-4.3958,-5.9341
2022-09-30,,,,1.19400,0.96700,,,-2.16100,6.93900,4.77800,4.77800,4.77800,4.77800,-2.16100,-2.16100,0.19540,0.19540,40.00000,40.00000,5.75520,0.85550,6.01170,,,,,,,,,180.91640,180.91640,22.65740,26.14500,1.41390,-34.1453,-37.042
2022-06-30,,,,1.97400,1.28900,,,-3.26300,0.28000,-2.98300,-2.98300,-2.98300,-2.98300,-3.26300,-3.26300,0.18670,0.18670,-16.00000,-16.00000,1.70600,0.92080,15.80890,,,,,,,,,-233.59430,-233.59460,-12.20090,-18.50500,6.83660,5.9345,8.7325
