Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,29.19300,9.57700,-38.77000,4.27800,-34.49200,-34.49200,-34.49200,-34.49200,-38.21200,-38.77000,43.15600,43.15600,-0.80000,-0.80000,10.50100,0.00080,0.00390,-11.39440,-11.39440,-10.16880,-11.38550,7.01250,-0.6362,-0.6385
2024-06-30,27.32100,6.11400,-33.43500,4.63200,-28.80300,-28.80300,-28.80300,-28.80300,-32.90500,-33.43500,43.12600,43.12600,-0.67000,-0.67000,14.85740,0.00120,0.00420,-8.63630,-8.63630,-7.93220,-8.62580,7.72960,-0.0778,-0.0915
2024-03-31,22.47600,6.88200,-29.35800,2.66500,-26.69300,-26.69300,-26.69300,-26.69300,-28.87600,-29.35800,23.75400,23.75400,-1.12000,-1.12000,17.17300,0.00180,0.00460,-7.39440,-7.39440,-6.84460,-7.38070,8.37270,-1.07460,-1.09740
2023-12-31,17.16300,4.21400,-21.37700,0.71000,-20.66700,-20.66700,-20.66700,-20.66700,-20.91500,-21.37700,0.67360,0.67360,-33.38000,-33.38000,3.05470,-0.00710,-0.01430,15.72870,15.72870,-27.48450,15.83970,-105.11760,-26.9056,-27.3959
2023-09-30,13.64400,2.63800,-16.28200,0.81700,-15.46500,-15.46500,-15.46500,-15.46500,-15.84400,-16.28200,0.66500,0.66500,-23.27000,-23.27000,,,,,,,,,-14.7273,-15.1095
2023-06-30,10.40500,2.89700,-13.30200,0.21100,-13.09100,-13.09100,-13.09100,-13.09100,-12.88900,-13.30200,0.62800,0.62800,-20.86000,-20.86000,,,,,,,,,-23.7296,-23.7486
2023-03-31,8.71100,2.73400,-11.44500,0.30200,-11.14300,-11.14300,-11.14300,-11.14300,-11.05100,-11.44500,0.92100,0.92100,-12.10000,-12.10000,,,,,,,,,-12.44080,-12.47120
2022-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
