Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,224.08500,111.58800,112.49700,17.04200,80.16800,97.21000,15.28700,-2.28700,13.00000,0.33800,12.66200,12.66200,,12.29100,15.28700,15.28700,116.96500,117.34400,0.11000,0.11000,0.45630,-0.68730,-0.80450,50.20280,6.82200,6.82200,5.80140,5.48500,0.93400,4.38560,3.78570,23.77390,,-3.82910,5.27740,-6.78230,,0,0
2024-06-30,181.87500,94.25100,87.62400,21.05200,76.55600,97.60800,-9.98400,-2.86300,-12.84700,0.97000,-13.81700,-13.81700,,-13.68800,-9.98400,-9.98400,117.17300,117.17300,-0.12000,-0.12000,0.45320,-0.64530,-0.77250,48.17820,-5.48950,-5.48950,-7.06360,-7.52600,0.74190,3.49950,3.36220,26.76820,,4.15130,-5.63630,7.15550,,0,0
2024-03-31,192.77000,98.38300,94.38700,20.32100,69.92200,90.24300,4.14400,-2.28000,1.86400,-0.14200,2.00600,2.00600,,1.72200,4.14400,4.14400,118.31700,118.92900,0.02000,0.01000,0.41710,-0.67540,-0.80480,48.96350,2.14970,2.14970,0.96700,0.89330,0.93170,3.74810,3.81040,23.61980,,-0.63090,0.96950,-1.11020,,0.00000,
2023-12-31,212.35900,106.24600,106.11300,24.12400,71.38200,95.50600,10.60700,-2.91000,7.69700,0.07000,7.62700,7.62700,,7.65900,10.60700,10.60700,121.38200,121.38200,0.06000,0.06000,0.41940,-0.41020,-0.69600,49.96870,4.99480,4.99490,3.62450,3.60660,0.90490,3.47520,4.25900,21.13160,-2.49880,-2.37820,3.25000,-3.52380,-2.56300,-0.5084,-0.5275
2023-09-30,210.90800,93.08500,117.82300,25.67500,100.05400,125.72900,-7.90600,-5.02800,-12.93400,0.35100,-13.28500,-13.28500,,-14.10400,-7.90600,-7.90600,121.27500,121.27500,-0.12000,-0.12000,0.37650,-0.37240,-0.66640,55.86460,-3.74850,-3.74850,-6.13250,-6.68730,1.00890,3.82310,4.42550,20.33650,,4.15570,-6.35490,5.98560,,0,0
2023-06-30,166.40200,88.18500,78.21700,28.28100,89.80900,118.09000,-39.87300,-1.26900,-41.14200,0.67500,-41.81700,-41.81700,,-41.25600,-39.87300,-39.87300,122.24700,122.24700,-0.34000,-0.34000,0.37740,,-0.69460,47.00490,-23.96190,-23.96190,-24.72450,-24.79300,0.65360,3.49980,3.21180,28.02140,,13.74370,-16.42560,14.46450,,0,0
2023-03-31,169.38500,81.74900,87.63600,26.62200,89.52300,116.14500,-28.50900,-1.03300,-29.54200,0.46600,-30.00800,-30.00800,,-29.75600,-28.50900,-28.50900,122.26900,122.26900,-0.24000,-0.24000,0.38330,,-0.81320,51.73780,-16.83090,-16.83090,-17.44070,-17.56710,0.70150,2.55980,4.47330,20.11950,,11.04560,-12.42720,11.73730,,0.00000,
2022-12-31,197.55000,91.83500,105.71510,23.47100,76.07300,99.54400,6.17110,-1.34800,4.82300,1.99100,2.83200,2.83200,0.07800,4.22500,6.17110,6.17100,123.59800,123.59800,0.05000,0.04000,0.58830,-0.51240,-0.90820,53.51300,3.12380,3.12380,2.44140,2.13870,0.59860,2.72710,3.36310,26.76080,-1.26680,-1.18250,0.85810,-1.91590,-1.82140,-0.7075,-0.7864
2022-09-30,197.15100,90.28700,106.86400,29.93300,107.72200,137.65500,-30.79100,4.47200,-26.31900,-0.15600,-26.16300,-26.16300,,-25.85500,-30.79100,-30.79100,123.76700,123.76700,-0.21000,-0.21000,0.56160,-0.47730,-0.89390,54.20410,-15.61800,-15.61800,-13.34970,-13.11430,0.67530,3.76930,4.22000,21.32690,,11.29210,-8.96170,17.87430,,0,0
2022-06-30,142.76100,81.59000,61.17100,31.11500,98.01800,129.13300,-67.96200,-0.71100,-68.67300,0.08300,-68.75600,-68.75600,,-67.76400,-67.96200,-67.96200,123.70300,123.70300,-0.55000,-0.55000,0.63680,-0.53680,-1.00220,42.84850,-47.60540,-47.60540,-48.10350,-47.46680,0.39220,2.57360,2.84670,31.61580,,31.65520,-18.88870,52.62610,,0,0
