Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,7.83070,3.47860,-11.30940,0.96000,-10.34940,,-10.34940,-10.34940,-10.34940,-10.39090,-11.30940,9.25920,9.25920,-1.12000,-1.12000,3.69060,0.08240,0.09360,,,,,,,,,-28.04520,-28.04520,-19.23780,-25.73510,3.99860,-0.6787,-0.6894
2024-06-30,0.26310,0.26310,6.82220,3.64260,-10.20170,2.86620,-7.33550,,-7.33550,-7.33550,-7.33550,-9.23180,-10.20170,9.25500,9.25500,-0.79000,-0.79000,5.24110,0.06770,0.08890,100.00000,-3876.95300,-3876.95300,-2787.69400,-2787.69400,0.00430,1.16990,76.93010,-15.90520,-15.90520,-11.85210,-14.82860,4.99730,-0.8322,-0.838
2024-03-31,0.94460,0.94460,8.14610,4.18910,-11.39060,6.36490,-5.02570,,-5.02570,-5.02570,-5.02570,-9.48990,-11.39060,9.24190,9.24190,-0.54000,-0.54000,5.65340,0.06020,0.08240,100.00000,-1205.89800,-1205.89800,-532.06410,-532.06410,0.01320,4.88830,18.41130,-9.51450,-9.51450,-7.04170,-8.94170,5.72340,-1.16320,-1.17710
2023-12-31,0.30500,0.30500,4.29740,14.88140,-18.87380,-3.98300,-22.85680,,-22.85680,-22.85680,-22.85680,-17.92940,-18.87380,5.52150,5.52150,-3.85000,-3.85000,5.44760,0.05630,0.08030,100.00000,-6187.89900,-6187.90000,-7493.75100,-7493.75100,0.00360,,,-39.89000,-39.89000,-27.22950,-37.64420,6.21130,-2.322,-2.3335
2023-09-30,1.26740,1.26740,4.01970,2.57060,-5.32290,0.22060,-5.10230,,-5.10230,-5.10230,-5.10230,-4.33750,-5.32290,5.24060,5.24060,-0.97000,-0.97000,0.33960,0.18450,0.27030,100.00000,-420.00050,-420.00050,-402.59380,-402.59380,0.04470,,,-33.44510,-33.44510,-18.00630,-27.27310,2.91590,-0.9373,-0.9447
2023-06-30,0.08550,0.08550,3.66210,2.90000,-6.47660,-0.40430,-6.88090,,-6.88090,-6.88090,-6.88090,-5.58440,-6.47660,5.04210,5.04210,-1.36000,-1.36000,0.81790,0.16960,0.21640,100.00000,-7573.39800,-7573.39800,-8046.12600,-8046.12600,0.00240,0.23490,383.20040,-34.89920,-34.89920,-19.41420,-28.97970,3.76880,-0.9715,-0.976
2023-03-31,0.58110,0.58110,4.53570,3.44740,-7.40200,0.04820,-7.35380,,-7.35380,-7.35380,-7.35380,-6.47880,-7.40200,5.03970,5.03970,-1.46000,-1.46000,1.10000,0.14500,0.19320,100.00000,-1273.79000,-1273.79000,-1265.49800,-1265.49800,0.01360,0.76150,118.19130,-30.13550,-30.13550,-17.23340,-25.76650,4.84200,-0.31860,-0.32280
2022-12-31,2.16090,2.16090,7.17680,2.84410,-7.86000,0.01100,-7.84900,0.02560,-7.87460,-7.87460,-7.87460,-6.93650,-7.86000,4.35250,4.35250,-1.81000,-1.81000,1.47380,0.11840,0.16350,100.00000,-363.74320,-363.74320,-363.23210,-364.41810,0.04240,0.38890,231.43080,-25.35440,-25.35440,-15.46920,-22.35230,3.36670,-0.2995,-0.3214
2022-09-30,3.58970,3.58970,7.35300,4.04400,-7.80730,0.73120,-7.07610,,-7.07610,-7.07610,-7.07610,-6.89740,-7.80730,4.30310,4.30310,-1.60000,-1.60000,1.29710,0.10680,0.12500,100.00000,-217.49170,-217.49170,-197.12100,-197.12100,0.06840,0.27740,324.47850,-23.10670,-23.10670,-13.47630,-20.63840,7.11660,-1.8379,-1.8557
2022-06-30,6.35050,6.35050,8.58440,4.30900,-6.54290,1.67470,-4.86830,-0.09230,-4.77600,-4.77600,-4.77600,-5.76190,-6.54290,4.29990,4.29990,-1.10000,-1.10000,1.71970,0.09050,0.10400,100.00000,-103.03000,-103.03000,-76.65940,-75.20630,0.10740,0.66060,136.23130,-12.86590,-12.86590,-8.07370,-11.70130,8.62660,-1.1708,-1.3317
2022-03-31,11.80310,11.80310,13.32430,5.18610,-6.70730,7.78550,1.07810,0.09230,0.98590,0.98590,0.98590,-6.02990,-6.70730,4.31130,4.58170,0.20000,0.20000,1.98130,0.08290,0.09450,100.00000,-56.82700,-56.82700,9.13440,8.35260,0.17490,1.00140,89.87300,2.38950,2.38950,1.46110,2.19140,9.48420,-2.08170,-2.36130
2021-12-31,11.05830,11.05830,10.64790,7.75460,-7.34420,-4.20730,-11.55150,,-11.55150,-11.55150,-11.55150,-6.68300,-7.34420,2.73390,2.73390,-4.10000,-4.10000,1.89720,0.08890,0.14840,100.00000,-66.41400,-66.41400,-104.46040,-104.46040,0.13630,1.38040,65.19690,-29.96500,-29.96500,-14.23630,-27.30050,8.86470,-1.9164,-2.6153
2021-09-30,14.68060,14.68060,15.07030,3.60070,-3.99040,-0.07080,-4.06120,,-4.06120,-4.06120,-4.06120,-3.57530,-3.99040,2.59730,2.59730,-1.60000,-1.60000,2.39040,,,100.00000,-27.18120,-27.18120,-27.66370,-27.66370,0.12560,,,43.70010,43.70000,-3.47320,43.70010,-28.23000,1.462,0.2192
2021-06-30,18.20950,18.20950,18.68340,2.39860,-2.87250,-0.06910,-2.94170,,-2.94170,-2.94170,-2.94170,-2.57240,-2.87250,2.59730,2.59730,-1.10000,-1.10000,6.12690,,,100.00000,-15.77500,-15.77500,-16.15460,-16.15460,0.15550,,,-58.83360,-58.83360,-2.51230,-58.83360,10.69520,-2.1864,-3.5743
2021-03-31,16.92770,16.92770,12.78200,3.33180,0.81390,0.59590,1.40980,,1.40980,1.40980,1.40980,1.09110,0.81390,2.59730,2.80730,0.50000,0.50000,14.00800,,,100.00000,4.80820,4.80820,8.32850,8.32850,0.14430,,,28.19670,28.19690,1.20220,28.19670,11.21830,3.36750,2.69420
