Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,716.43700,310.31800,406.11900,268.53700,270.45400,135.66500,135.66500,26.02200,109.64300,109.64300,,109.64300,48.77510,49.07850,2.25000,2.23000,0.09810,0.97810,34.95450,28.24980,0.00820,3.10120,3.36070,0.23080,2.79680,72.45150,2.5121,2.4248
2024-06-30,683.20100,293.17400,390.02700,261.20600,263.11700,126.91000,126.91000,25.56500,101.34500,101.34500,,101.34500,48.74460,48.97430,2.08000,2.07000,0.10640,1.20880,33.75470,26.95510,0.00850,3.14020,3.43210,0.22790,2.80610,66.20880,2.2931,2.1769
2024-03-31,679.30900,280.63100,398.67800,262.84400,264.80400,133.87400,133.87400,23.61600,110.25800,110.25800,,110.25800,48.66350,48.92090,2.27000,2.25000,0.10850,1.39850,34.44340,28.36740,0.00860,3.49710,3.83320,0.24320,3.11770,64.68240,1.14770,1.15090
2023-12-31,636.85610,266.08000,370.77600,287.92610,289.97410,80.80190,80.80200,9.87900,70.92300,70.92300,,70.92300,48.50360,48.76380,1.46000,1.45000,0.11000,1.38780,21.79270,19.12830,0.00840,2.28750,2.51320,0.16110,2.03590,63.85510,1.7425,1.6595
2023-09-30,605.29300,249.68900,355.60400,234.29400,236.41800,119.18600,119.18600,22.63200,96.55400,96.55400,,96.55400,48.52580,48.76270,1.99000,1.98000,0.12000,1.58210,33.99220,27.53750,0.00850,3.44020,3.82210,0.23290,3.02730,57.83470,4.756,4.6266
2023-06-30,599.46200,235.76900,363.69310,251.55600,253.67300,110.02000,110.02000,19.91000,90.11000,90.11000,,90.11000,48.51430,48.66840,1.86000,1.85000,0.11890,1.49490,31.37220,25.69480,0.00850,3.18230,3.53500,0.21850,2.80380,58.36240,3.1584,3.0891
2023-03-31,538.94700,167.05100,371.89600,258.00400,260.30200,111.59400,111.59400,19.15700,92.43700,92.43700,,92.43700,48.43500,48.74660,1.91000,1.90000,0.11940,1.89810,32.00780,26.51310,0.00860,3.28410,3.65240,0.22760,2.89190,58.02580,0.03480,-0.15730
2022-12-31,492.30890,121.64600,370.66290,245.16900,246.81810,123.84480,123.84500,23.67200,100.17300,100.17300,,100.17300,48.34090,48.74740,2.07000,2.05000,0.12510,0.97610,34.24320,27.69790,0.00940,3.75590,4.20720,0.26010,3.28610,55.19760,2.9372,2.5882
2022-09-30,429.06200,66.85400,362.20800,252.30400,253.39600,108.81200,108.81200,20.82200,87.99000,87.99000,,87.99000,48.30010,48.64880,1.82000,1.81000,0.13130,1.06820,31.98400,25.86360,0.00910,3.48680,3.77970,0.23410,3.02880,52.23650,4.5121,4.1488
2022-06-30,424.90500,23.77900,401.12600,226.30200,227.52700,173.59900,173.59900,36.04300,137.55600,137.55600,,137.55600,48.34720,48.67400,2.85000,2.83000,0.09350,1.11010,44.77360,35.47760,0.01030,5.20480,5.62330,0.36670,4.71830,54.71250,4.3225,4.2282
2022-03-31,345.47700,11.44400,334.03300,207.20700,208.27800,125.75500,125.75500,19.79200,105.96300,105.96300,,105.96300,48.40680,48.83220,2.19000,2.17000,0.09010,1.13250,36.92890,31.11680,0.00840,3.85540,4.15460,0.26100,3.50820,56.78170,4.01480,3.89860
2021-12-31,340.36500,11.01300,329.35200,229.87300,230.98300,98.36900,98.36900,19.87300,78.49600,78.49600,,78.49600,48.27150,48.73830,1.61000,1.60000,0.07950,1.11590,30.65870,24.46490,0.00750,2.49560,2.65500,0.18390,2.29720,64.94650,3.5241,3.3034
2021-09-30,329.23300,11.56100,317.67200,202.75900,203.86900,113.80300,113.80300,19.33600,94.46700,94.46700,,94.46700,48.31900,48.74300,1.96000,1.94000,0.08010,0.89030,35.26890,29.27650,0.00860,3.03480,3.23210,0.25150,2.79170,64.37470,3.7942,3.6822
2021-06-30,344.22300,11.56300,332.66000,224.18100,225.33800,107.32200,107.32200,19.91000,87.41200,87.41200,,87.41200,48.29500,48.69830,1.81000,1.79000,0.08050,0.98830,34.77030,28.31980,0.00840,2.82860,3.01520,0.23870,2.60090,63.91930,1.2504,1.0932
2021-03-31,314.87600,11.86400,303.01200,192.06600,193.44600,109.56600,109.56600,16.92300,92.64300,92.64300,,92.64300,48.09660,48.52080,1.93000,1.91000,0.08370,1.02420,35.28560,29.83560,0.00900,3.13170,3.34940,0.26720,2.86970,61.24340,2.38950,2.26820
2020-12-31,435.58210,12.61700,422.96510,230.25700,231.85800,191.10720,191.10700,34.78700,156.32000,156.32000,,156.32000,48.13780,48.34380,3.24000,3.22000,0.08200,0.85690,45.72320,37.40030,0.01260,5.18140,5.55310,0.47190,4.75640,62.84520,3.2518,2.9796
2020-09-30,310.01300,12.63300,297.38000,212.47100,213.99500,83.38500,83.38500,10.29300,73.09200,73.09200,,73.09200,47.94700,48.06800,1.52000,1.52000,0.08610,0.77540,29.63430,25.97630,0.00930,2.56090,2.75750,0.24160,2.34030,59.42620,2.362,2.1262
2020-06-30,313.22500,14.54000,298.68500,228.37500,230.03300,68.65200,68.65200,8.12300,60.52900,60.52900,,60.52900,47.99130,48.07780,1.26000,1.26000,0.02490,0.73800,24.76760,21.83700,0.00930,2.17930,2.35310,0.20340,2.12500,57.83590,1.9233,1.5532
2020-03-31,309.83500,37.47000,272.36500,274.88500,276.61900,-4.25400,-4.25400,-0.81500,-3.43900,-3.43900,,-3.43900,48.68990,48.68990,-0.07000,-0.07000,0.04370,0.76120,-2.30740,-1.86530,0.00700,-0.12910,-0.14000,-0.01310,-0.12350,55.33270,0.19080,0.00060
2019-12-31,326.17490,43.45700,282.71790,203.85700,205.45000,77.26800,77.26800,10.75300,66.51500,66.51500,,66.51500,48.77930,49.08990,1.35000,1.35000,0.02630,0.75460,27.52510,23.69460,0.01060,2.55190,2.77380,0.25040,2.48490,53.08650,3.0443,2.5714
