Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.72300,0.88100,-1.61100,0.24900,-1.36200,,-1.36200,-1.36200,-1.36000,-1.61100,-1.61100,1.07600,1.07600,-1.26000,-1.26000,3.07670,,0.04030,-195.97050,-195.97120,-50.33260,-195.97120,0.62280,-3.0167,-3.0167
2024-06-30,1.30500,1.53400,-2.84700,1.18500,-1.66200,0.00200,-1.66400,-1.66400,-1.65600,-2.84700,-2.84700,1.04900,1.04900,-1.58000,-1.58000,1.72910,,0.02040,-91.93360,-91.93370,-31.77390,-91.93370,,0.00000,
2024-03-31,1.90000,1.34700,-3.26000,-21.65200,-24.91200,0.00100,-24.91300,-24.91300,-24.88900,-3.24700,-3.26000,0.96720,0.96720,-27.71000,-27.71000,2.67280,0.00210,0.01410,-748.36320,-748.36300,-320.25970,-746.79270,3.36600,-4.0863,-4.0863
2023-12-31,2.77100,1.25400,-4.04000,-44.83500,-48.87500,-9.49700,-39.37800,-39.37800,-39.37300,-4.02500,-4.04000,1.04490,1.04490,-37.60000,-37.60000,2.77550,0.00710,0.00880,-125.68780,-125.68780,-80.30590,-124.79160,31.68170,-1.9941,-1.9941
2023-09-30,4.23700,1.69300,-5.94500,-0.12700,-6.07200,-0.90700,-5.16500,-5.16500,-5.15800,-5.93000,-5.94500,0.89000,0.89000,-5.80000,-5.80000,1.99840,0.00350,0.00430,-7.70930,-7.70930,-5.58980,-7.68210,75.24370,-4.8005,-4.8005
2023-06-30,3.62700,1.37000,-5.00800,-1.06300,-6.07100,-0.14500,-5.92600,-5.92600,-5.91900,-4.99700,-5.00800,0.88500,0.88500,-6.69000,-6.69000,4.12890,0.00340,0.00410,-8.15690,-8.15690,-6.02430,-8.12910,81.69350,-3.90170,-3.90170
2023-03-31,2.69800,1.37800,-4.07600,-105.32900,-109.40500,-14.95000,-94.45500,-94.45500,-94.44800,-4.07600,-4.07600,0.80600,0.80600,-117.20000,-117.20000,7.33300,,,-125.28020,-125.28020,-95.28490,-125.28020,85.64690,-6.3032,-6.3035
2022-12-31,2.53500,2.22400,-4.76000,-0.54200,-5.30200,2.19900,-7.50100,-7.50100,-7.48500,-4.76000,-4.76000,0.85200,0.85200,-8.80000,-8.80000,6.41290,,,-4.45690,-6.02780,-3.56030,-4.45690,197.19040,-3.0763,-3.0762
2022-09-30,1.56500,2.08800,-3.65300,0.01500,-3.63800,-2.55300,-1.08500,-1.08500,-0.94900,-3.65300,-3.65300,0.83710,0.83710,-1.20000,-1.20000,11.98190,,,-0.61020,-0.80760,-0.50110,-0.61020,209.83890,-2.3406,-2.3442
2022-06-30,1.87600,2.21100,-4.08700,-0.09000,-4.17700,-2.55200,-1.62500,-1.62500,-1.72900,-4.08700,-4.08700,0.66760,0.66760,-2.60000,-2.60000,11.73000,,,-0.98480,-1.33530,-0.84250,-0.98480,247.15790,-3.25970,-3.25970
2022-03-31,1.96500,2.53100,-4.49600,0.45000,-4.04600,4.81700,-8.86300,-8.86300,-7.31700,-4.49600,-4.49600,0.65300,0.65300,-11.20000,-11.20000,7.33300,,,-11.75540,-11.75540,-8.94090,-11.75540,85.64690,-3.5943,-3.5943
2021-12-31,1.92800,2.24100,-4.16900,0.08000,-4.08900,0.11700,-4.20600,-4.20600,-3.51200,-4.16900,-4.16900,0.66720,0.66720,-5.20000,-5.20000,41.31290,,,-2.45160,-3.27980,-2.14800,-2.45160,257.12100,-2.4812,-2.4812
2021-09-30,1.33000,2.00000,-3.33000,-0.05000,-3.38000,-0.50300,-2.87700,-2.87700,-2.97500,-3.33000,-3.33000,0.66660,0.66660,-4.40000,-4.40000,21.31320,,,-1.65750,-2.20870,-1.44980,-1.65750,260.21890,-1.6955,-1.6955
2021-06-30,1.54600,2.04700,-3.59300,0.29100,-3.30200,-0.07900,-3.22300,-3.22300,-3.06600,-3.59300,-3.59300,0.61070,0.61070,-5.00000,-5.00000,12.21550,,0.00090,-1.85440,-2.47010,-1.60760,-1.85440,260.85100,-2.58740,-2.58740
2021-03-31,5.65400,3.77900,-9.43300,-0.70000,-10.13300,2.36200,-12.49500,-12.49500,-11.49800,-9.43300,-9.43300,0.58670,0.58670,-19.60000,-19.60000,1.54180,,0.00100,-8.46530,-11.98240,-7.14570,-8.46530,244.29330,-1.7053,-1.7053
2020-12-31,0.41400,0.45200,-0.86600,-0.54900,-1.41500,-0.06500,-1.35000,-1.35000,-1.18400,-0.86600,-0.86600,0.60160,0.60160,-2.00000,-2.00000,,,,,,,,,-1.1936,-1.1936
2020-09-30,0.79200,0.37600,-1.16800,-1.52100,-2.68900,,-2.68900,-2.68900,-2.45500,-1.14800,-1.16800,0.58430,0.58430,-4.20000,-4.20000,,,,,,,,,-3.1644,-3.1644
2020-06-30,0.45200,0.52100,-0.97300,0.31800,-0.65500,,-0.65500,-0.65500,-0.69600,-0.91700,-0.97300,0.55520,0.55520,-1.20000,-1.20000,,,,,,,,,-1.23920,-1.23920
2020-03-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2019-03-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
