Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,8.83180,5.21010,3.62170,8.71930,12.97590,-9.35420,0.55230,-8.80190,-0.03360,-8.76830,-8.76830,-8.76830,-5.09770,-9.35420,16.95600,16.95600,-0.52000,-0.52000,4.32210,0.00040,0.00040,41.00740,-105.91540,-105.91540,-99.66200,-99.28130,0.12960,1.36120,66.11950,-16.45430,-17.40760,-12.86890,-16.44850,3.14910,-0.0691,-0.0735
2024-06-30,9.09380,5.17760,3.91620,6.57980,6.80550,-2.88930,0.60620,-2.28310,-0.08830,-2.19480,-2.19480,-2.19480,-2.66360,-2.88930,16.43700,16.43700,-0.13000,-0.13000,5.34960,0.00060,0.00060,43.06460,-31.77220,-31.77220,-25.10630,-24.13540,0.12500,1.61890,55.59320,-3.61150,-4.07450,-3.01740,-3.60950,3.70460,-0.2369,-0.2644
2024-03-31,6.95290,3.96800,2.98490,6.83940,7.04350,-4.05870,0.77400,-3.28460,-0.01880,-3.26590,-3.26590,-3.26590,-3.85450,-4.05870,16.33300,16.33300,-0.20000,-0.20000,4.74560,0.00080,0.00080,42.93050,-58.37370,-58.37370,-47.24130,-46.97120,0.09150,1.44890,62.11560,-5.22520,-5.88310,-4.29560,-5.22110,3.83420,-0.20460,-0.20550
2023-12-31,8.89290,4.72130,4.17160,6.22120,6.36010,-2.18850,0.65570,-1.53280,,-1.53280,-1.53280,-1.52670,-2.04960,-2.18850,16.36800,16.36800,-0.07000,-0.07000,4.43980,0.00100,0.00100,46.90910,-24.60950,-24.60940,-17.23570,-17.16710,0.11200,1.77420,50.72730,-2.34680,-2.62980,-1.92980,-2.34450,4.02280,0.0721,0.1139
2023-09-30,7.89490,4.68540,3.20950,5.73310,5.85060,-2.64110,0.65820,-1.98290,,-1.98290,-1.98290,-1.98290,-2.52360,-2.64110,15.46300,15.46300,-0.13000,-0.13000,4.72920,0.00120,0.00120,40.65240,-33.45380,-33.45380,-25.11670,-25.11670,0.10280,1.18100,76.20690,-3.07580,-3.28380,-2.58250,-3.07210,4.17760,-0.1216,-0.139
2023-06-30,10.68910,6.25450,4.43450,5.99990,6.11030,-1.67580,0.64240,-1.03340,,-1.03340,-1.03340,-1.03340,-1.56530,-1.67580,15.52100,15.52100,-0.07000,-0.07000,4.22680,0.00140,0.00140,41.48670,-15.67750,-15.67750,-9.66810,-9.66810,0.13530,1.69190,53.19540,-1.55740,-1.65950,-1.30780,-1.55520,4.28400,-0.0896,-0.1191
2023-03-31,8.73770,5.96020,2.77760,5.80820,6.15440,-3.37690,0.57050,-2.80630,,-2.80630,-2.80630,-2.80630,-3.03060,-3.37690,15.61200,15.61200,-0.18000,-0.18000,3.65900,0.00160,0.00160,31.78820,-38.64690,-38.64690,-32.11750,-32.11750,0.10620,1.47540,61.00240,-4.13760,-4.40250,-3.41140,-4.13100,4.33380,-0.15610,-0.15910
2022-12-31,8.80230,5.74860,3.05360,4.03860,4.46190,-1.40830,0.49110,-0.91710,,-0.91710,-0.91710,-0.91710,-1.12680,-1.40830,15.55000,15.55000,-0.06000,-0.06000,3.28190,0.00090,0.00090,34.69150,-15.99900,-15.99900,-10.41930,-10.41930,0.10270,1.55390,57.91990,-1.30520,-1.38440,-1.07050,-1.30410,4.50310,0.2477,0.247
2022-09-30,10.82630,6.59740,4.22890,5.43080,5.55840,-1.32940,0.42320,-0.90620,,-0.90620,-0.90620,-0.90620,-1.06010,-1.32940,15.56800,15.56800,-0.06000,-0.06000,4.07980,,0.00040,39.06130,-12.27970,-12.27970,-8.37060,-8.37060,0.12890,1.25250,71.85400,-1.27830,-1.35660,-1.07890,-1.27830,4.55360,-0.1507,-0.1513
2022-06-30,12.57700,7.21190,5.36510,5.66880,5.80730,-0.44220,0.27230,-0.16990,,-0.16990,-0.16990,-0.16990,-0.30370,-0.44220,15.55200,15.55200,-0.01000,-0.01000,3.98190,,0.00040,42.65790,-3.51560,-3.51560,-1.35080,-1.35080,0.14620,1.65950,54.23450,-0.23520,-0.24930,-0.19750,-0.23520,4.64440,-0.1179,-0.1174
