Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,57.48800,24.89300,32.59500,8.71700,-0.18200,20.11600,12.47900,-8.76400,3.71500,3.71500,3.71500,2.27200,12.47900,12.47900,119.03200,120.21300,0.02000,0.02000,,0.55860,1.26550,56.69880,21.70710,21.70710,6.46220,3.95210,0.04950,,,,,0.74980,0.31990,0.33100,,0.1421,0.2024
2024-06-30,56.00000,24.41400,31.58600,8.53000,0.10400,19.43000,12.15600,-14.92000,-2.76400,-2.76400,-2.76400,-4.20600,12.15600,12.15600,115.23600,115.23600,-0.04000,-0.04000,2.09610,0.52690,1.22730,56.40360,21.70720,21.70720,-4.93570,-7.51070,0.04880,5.17790,7.58190,11.87040,-0.55300,-0.55300,-0.24070,-0.26160,3.99610,0.0859,0.0256
2024-03-31,57.64800,24.13200,33.51600,8.86600,1.85700,18.11100,15.40500,-13.34700,2.05800,2.05800,2.05800,0.61600,15.40500,15.40500,110.33000,111.37900,0.01000,0.01000,,0.55860,1.26540,58.13910,26.72250,26.72250,3.56990,1.06860,0.04960,,,,,0.41460,0.17690,0.18300,,0.34090,0.34090
2023-12-31,60.01500,24.84700,35.16800,8.69600,0.89900,19.30400,15.86400,-6.48300,9.38100,9.38100,9.38100,7.93800,15.86400,15.86400,100.16700,101.87700,0.07000,0.05000,,0.56790,1.31440,58.59870,26.43340,26.43340,15.63110,13.22670,0.05150,,,,,1.91830,0.80430,0.82890,,-0.0178,0.0296
2023-09-30,62.06200,24.13300,37.92900,9.24200,0.70300,20.15600,17.77300,-10.38700,7.38600,7.38600,7.38600,5.94400,17.77300,17.77300,100.72200,102.48200,0.06000,0.06000,,0.57470,1.35150,61.11470,28.63750,28.63750,11.90100,9.57750,0.05290,,,,,1.51850,0.62900,0.64580,,0.1886,0.2957
2023-06-30,67.37900,26.15200,41.22700,8.34600,-0.02000,21.77300,19.45400,-9.09000,10.36400,10.36400,10.36400,8.92200,19.45400,19.45400,99.64300,101.05900,0.09000,0.09000,1.90890,0.55730,1.37860,61.18670,28.87250,28.87250,15.38170,13.24150,0.05600,5.63620,19.38960,4.64170,2.12660,2.12640,0.86090,0.94140,4.57910,0.183,0.0759
2023-03-31,72.64200,23.97500,48.66700,7.99700,5.20500,16.04600,32.62100,-9.90800,22.71300,22.71300,22.71300,21.27100,32.62100,32.62100,97.32300,98.50100,0.22000,0.22000,,0.56180,1.28210,66.99570,44.90650,44.90650,31.26700,29.28200,0.06230,,,,,4.61670,1.94860,2.02300,,0.33700,0.33700
2022-12-31,75.70600,22.37300,53.33300,7.46800,-0.20000,19.89600,33.43700,-7.75500,25.68200,25.68200,25.68200,24.23900,33.43700,33.43700,80.06100,83.31900,0.27000,0.26000,1.06840,0.53610,1.36140,70.44750,44.16690,44.16690,33.92340,32.01730,0.06400,4.92260,11.93720,7.53940,5.27020,5.27000,2.17110,2.44480,4.74730,0.3233,-2.3963
2022-09-30,73.81100,21.11700,52.69400,7.23500,2.97300,14.90300,37.79100,-6.06000,31.73100,31.73100,31.73100,30.28900,37.79100,37.79100,78.39100,78.39100,0.39000,0.37000,,0.52410,1.10140,71.39040,51.19970,51.19970,42.98950,41.03590,0.07890,,,,,7.40790,3.39110,3.52520,,0.5965,0.8793
2022-06-30,74.52200,17.34300,57.17900,7.99900,1.89100,16.77300,40.40600,-4.80000,35.60600,35.60600,35.60600,34.16400,40.40600,40.40600,78.34000,81.91800,0.44000,0.42000,1.81030,0.48900,1.07020,76.72770,54.22020,54.22020,47.77920,45.84420,0.08200,2.69550,12.70840,7.08190,8.43590,8.43530,3.91740,4.31040,4.86460,0.5159,0.2331
