Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-06-30,0.00000,,0.00000,0.17450,,-0.17440,-0.17440,,-0.17440,-0.17440,-0.19830,0.66570,0.66570,-0.28920,-0.28920,0.51380,,,0.00000,-3.48920,-3.48880,-0.40320,-3.48880,,-0.1541,-0.1541
2021-03-31,0.01070,,0.01070,0.14250,,-0.13180,-0.13180,,-0.13180,-0.13180,-0.17800,0.66570,0.66570,-0.26850,-0.26850,0.39480,-1234.58200,-1667.36600,0.00020,-2.63610,-2.63610,-0.30840,-2.63610,,-0.20030,-0.20030
2020-12-31,-0.46280,,-0.46280,0.08280,,-0.54560,-0.19900,0.00000,-0.19900,-0.21400,-0.21400,1.15170,1.15170,-0.18590,-0.18590,-0.93180,,,,-6.09810,14.44970,-0.43710,14.44970,-2.22480,-0.0874,-0.0874
2020-09-30,0.03060,,0.03060,0.08730,,-0.05670,-0.05670,0.00000,-0.05670,-0.08700,-0.08700,0.96240,0.96240,-0.08260,-0.08260,0.18400,,,,-1.73990,-1.74000,-0.18070,-1.74000,,-0.0553,-0.0553
2020-06-30,0.39200,,0.39200,0.08100,,0.31100,0.31100,0.00000,0.31100,0.26100,0.26100,0.92900,0.92900,-0.04130,-0.04130,,,,,5.22000,5.22000,0.54690,5.22000,,-0.1723,-0.1723
2020-03-31,0.04020,,0.04020,0.13300,,-0.09280,-0.09280,0.00000,-0.09280,-0.13300,-0.13300,0.93440,0.93440,-0.14460,-0.14460,,,,,-2.65990,-2.66000,-0.27880,-2.66000,,-0.12260,-0.12260
2019-12-31,0.53600,,0.53600,0.07700,,0.45900,0.45940,0.00000,0.45940,-0.01500,-0.01500,0.93190,0.93190,-0.02070,-0.02070,,,,,-0.44380,1.10620,-0.03150,1.10620,,-0.0561,-0.0561
2019-09-30,,,,0.13660,,-0.13660,-0.13660,0.00000,-0.13660,-0.13700,-0.13700,0.92660,0.92660,-0.14460,-0.14460,,,,,-2.73950,-2.74000,-0.28890,-2.74000,,-0.0978,-0.0978
2019-06-30,,,,0.11530,,-0.11530,-0.11530,0.00000,-0.11530,-0.11500,-0.11500,0.70050,0.70050,-0.16520,-0.16520,,,,,-2.29990,-2.30000,-0.24340,-2.30000,,-0.1739,-0.1739
2019-03-31,,,,0.01000,,-0.01000,-0.01000,0.00000,-0.01000,-0.01000,-0.01000,0.23530,0.23530,-0.04130,-0.04130,,,,,-79.36510,-76.92300,-1.70070,-80.00000,,-0.05310,-0.05310
2018-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
