Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,11904.00000,6996.00000,4908.00000,3250.00000,3250.00000,1658.00000,-98.00000,1560.00000,300.00000,1260.00000,1260.00000,1250.00000,3622.00000,1658.00000,227.40000,230.60000,5.50000,5.42000,0.22480,0.29000,13.92810,13.92810,13.10480,10.50070,0.08840,4.54940,5.46520,0.93620,3.52650,122.00880,16.8569,16.813
2024-06-30,11283.00000,7373.00000,3910.00000,3156.00000,3156.00000,754.00000,-98.00000,656.00000,122.00000,534.00000,534.00000,529.00000,2614.00000,754.00000,228.60000,231.50000,2.32000,2.29000,0.24420,0.32310,6.68260,6.68260,5.81410,4.68850,0.08730,2.14790,2.63820,0.41290,1.62340,109.09170,7.2576,7.2101
2024-03-31,11228.00000,6656.00000,4572.00000,3104.00000,3104.00000,1468.00000,-98.00000,1370.00000,247.00000,1123.00000,1123.00000,1115.00000,3362.00000,1468.00000,229.00000,232.00000,4.87000,4.80000,0.24300,0.32100,13.07450,13.07450,12.20160,9.93050,0.08810,4.48810,5.50630,0.88140,3.39750,109.26640,6.28450,6.22840
2023-12-31,10927.00000,5880.00000,5047.00000,2930.00000,2930.00000,2117.00000,-98.00000,2019.00000,393.00000,1626.00000,1626.00000,1615.00000,3928.00000,2117.00000,229.70000,232.20000,7.07000,6.99000,0.24370,0.32230,19.37400,19.37400,18.47720,14.77990,0.08670,6.52460,7.86720,1.29070,4.93450,109.20680,8.9462,8.8567
2023-09-30,10635.00000,7149.00000,3486.00000,2916.00000,2916.00000,570.00000,-98.00000,472.00000,68.00000,404.00000,404.00000,401.00000,2343.00000,570.00000,228.80000,231.10000,1.75000,1.74000,0.28670,0.40200,5.35970,5.35970,4.43820,3.77060,0.08760,2.02220,2.56590,0.33280,1.44240,87.46940,13.1129,13.0271
2023-06-30,10098.00000,7227.00000,2871.00000,2827.00000,2827.00000,44.00000,-92.00000,-48.00000,-34.00000,-14.00000,-14.00000,-15.00000,1742.00000,44.00000,229.70000,229.70000,-0.07000,-0.07000,0.26870,0.36750,0.43570,0.43570,-0.47530,-0.14850,0.08380,-0.06410,-0.07960,-0.01160,-0.04680,95.47840,6.8319,6.7784
2023-03-31,9704.00000,5959.00000,3745.00000,2729.00000,2729.00000,1016.00000,-88.00000,928.00000,-47.00000,975.00000,975.00000,968.00000,2682.00000,1016.00000,231.70000,234.40000,4.18000,4.13000,0.24030,0.31630,10.46990,10.46990,9.56310,9.97530,0.08200,4.22960,5.18400,0.82380,3.21320,99.79220,4.31740,4.25770
2022-12-31,9636.00000,5924.00000,3712.00000,2637.00000,2637.00000,1075.00000,-88.00000,987.00000,168.00000,819.00000,819.00000,814.00000,2696.00000,1075.00000,237.00000,239.70000,3.51000,3.46000,0.25270,0.33820,11.15610,11.15610,10.24280,8.44750,0.08330,3.79870,4.72840,0.70780,2.83860,92.89100,5.4285,5.3752
2022-09-30,9303.00000,6088.00000,3215.00000,2599.00000,2599.00000,616.00000,-88.00000,528.00000,74.00000,454.00000,454.00000,450.00000,2217.00000,616.00000,235.40000,237.90000,1.91000,1.89000,0.26810,0.36630,6.62150,6.62150,5.67560,4.83720,0.08140,2.28070,2.89230,0.39710,1.66930,84.95950,10.5887,10.5374
2022-06-30,9136.00000,5803.00000,3333.00000,2588.00000,2588.00000,745.00000,-88.00000,657.00000,106.00000,551.00000,551.00000,547.00000,2320.00000,745.00000,238.40000,241.10000,2.29000,2.27000,0.24170,0.31870,8.15460,8.15460,7.19130,5.98730,0.07840,2.40880,2.96030,0.47260,1.82660,96.39280,5.7591,5.7296
