Date,revenue,gross-profit,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2014-09-30,28.35800,28.35800,8.36800,16.36000,-3.59200,12.76800,,12.76800,12.76800,12.76800,19.99000,19.99000,42.46500,42.46500,0.30000,0.30000,1.06600,0.19170,0.23720,100.00000,57.69100,70.49160,45.02430,45.02430,0.01650,1.33520,67.40640,1.34580,1.34580,0.74350,1.08780,22.34090,-2.9027,-2.9027
2014-06-30,28.00400,28.00400,8.25100,16.13200,0.95200,17.08400,,17.08400,17.08400,17.08400,19.75300,19.75300,42.66100,42.66100,0.40000,0.40000,1.36070,0.19100,0.23610,100.00000,57.60610,70.53640,61.00560,61.00560,0.01640,1.45350,61.92080,1.79280,1.79280,1.00130,1.45030,22.44020,2.0986,2.0986
2014-03-31,32.63000,32.63000,11.61400,17.42400,-3.67400,13.75000,,13.75000,13.75000,13.75000,21.01600,21.01600,43.98300,43.98300,0.31000,0.31000,1.32430,0.18790,0.23140,100.00000,53.39870,64.40700,42.13910,42.13910,0.01910,1.09440,82.23570,1.41410,1.41410,0.80410,1.14840,22.42770,2.25170,2.25170
2013-12-31,35.36500,35.36500,12.76900,18.94200,10.41500,29.35700,,28.94700,28.94700,28.94700,22.59600,22.59600,44.57100,44.57100,0.64000,0.64000,1.27110,0.18430,0.22600,100.00000,53.56140,63.89370,83.01150,81.85210,0.02070,1.21540,74.05120,2.90740,2.90740,1.69440,2.37150,22.50330,11.7513,11.7513
2013-09-30,42.98600,42.98600,14.60300,21.62800,-11.05800,10.57000,,10.57000,10.57000,10.57000,28.38300,28.38300,44.74200,44.74200,0.24000,0.24000,2.74160,0.18580,0.22820,100.00000,50.31410,66.02850,24.58940,24.58940,0.03420,1.25030,71.98160,1.07190,1.07190,0.84170,0.87270,22.24820,5.8306,5.8306
2013-06-30,39.14500,39.14500,15.07000,19.25600,-19.26900,-0.01300,0.00000,-0.01300,-0.01300,-0.01300,24.07500,24.07500,45.00600,45.00600,0.00000,0.00000,0.14370,0.18240,0.22310,100.00000,49.19150,61.50210,-0.03320,-0.03320,0.02700,1.73140,51.98140,-0.00130,-0.00130,-0.00090,-0.00110,22.40380,0.1431,0.1431
2013-03-31,46.09700,46.09700,15.75500,25.51900,10.28700,35.80600,,35.80600,35.80600,35.80600,30.34200,30.34200,44.27800,44.27800,0.81000,0.81000,0.18300,0.17860,0.21750,100.00000,55.35940,65.82210,77.67530,77.67530,0.03150,2.02310,44.48550,3.46110,3.46110,2.44790,2.84280,23.00250,0.19990,0.19990
2012-12-31,41.46500,41.46500,13.45900,24.14700,-0.90300,23.24400,-0.05400,23.29800,23.29800,23.29800,28.00600,28.00600,37.23100,37.23100,0.59000,0.59000,0.09370,0.20390,0.25620,100.00000,58.23470,67.54130,56.05690,56.18720,0.02900,2.73750,32.87660,2.65270,2.65270,1.62880,2.11170,22.69790,-5.7272,-5.7272
2012-09-30,40.64600,40.64600,14.85300,22.31800,7.98500,30.30300,0.06000,30.24300,30.24300,30.24300,25.79300,25.79300,36.94900,36.94900,0.82000,0.82000,0.14400,0.12470,0.14240,100.00000,54.90820,63.45770,74.55350,74.40590,0.03390,2.81950,31.92050,3.44610,3.44610,2.51990,3.01640,22.69640,-1.129,-1.129
2012-06-30,34.83300,34.83300,11.38700,14.39500,1.69300,16.08800,0.02600,16.06200,16.06200,16.06200,23.44600,23.44600,36.63900,36.63900,0.44000,0.44000,0.08810,0.11770,0.13330,100.00000,41.32580,67.30970,46.18610,46.11150,0.02860,2.89140,31.12650,1.94710,1.94710,1.31670,1.71800,22.51430,-1.2273,-1.2273
2012-03-31,36.30900,36.30900,12.25800,21.35600,25.05900,46.41500,0.25700,46.15800,46.15800,46.15800,24.05100,24.05100,36.60800,36.60800,1.26000,1.26000,0.24790,0.04050,0.04220,100.00000,58.81740,66.23980,127.83330,127.12550,0.03430,0.99230,90.69410,5.56030,5.56030,4.35530,5.33540,22.67630,1.93160,1.93160
2011-12-31,35.99400,35.99400,11.87700,21.07900,31.18200,52.26100,0.40400,51.85700,51.85700,51.85700,24.11700,24.11700,36.47000,36.47000,1.41000,1.41000,0.12910,0.04160,0.04340,100.00000,58.56250,67.00280,145.19360,144.07120,0.03330,2.07260,43.42470,6.43430,6.43430,4.80410,6.16650,22.01540,-0.7966,-0.7966
2011-09-30,35.32900,35.32900,12.03200,21.05500,-72.65500,-51.60000,0.34400,-51.94400,-51.94400,-51.94400,23.29700,23.29700,36.49850,36.49850,-1.42000,-1.42000,0.54040,0.04330,0.04520,100.00000,59.59690,65.94300,-146.05560,-147.02940,0.02750,1.93040,46.62150,-6.71330,-6.71330,-4.03870,-6.42280,21.19770,-2.0314,-2.0314
2011-06-30,35.28300,35.28300,12.02000,21.36800,-8.98400,12.38400,,12.38400,12.38400,12.38400,23.26300,23.26300,36.44480,36.44480,0.34000,0.34000,0.75460,0.03970,0.04140,100.00000,60.56170,65.93260,35.09910,35.09910,0.02520,2.60050,34.60930,1.46340,1.46340,0.88430,1.40530,23.21850,1.501,1.501
2011-03-31,32.29400,32.29400,11.10700,19.15000,29.86800,49.01800,,49.01800,49.01800,49.01800,21.18700,21.18700,36.38320,36.38320,1.35000,1.35000,0.77720,0.03940,0.04100,100.00000,59.29890,65.60660,151.78670,151.78670,0.02380,1.60340,56.13090,5.73860,5.73860,3.61470,5.51270,23.47740,1.37630,1.37630
2010-12-31,31.64400,31.64400,10.25200,17.65600,24.97400,42.63000,0.27200,42.35800,42.35800,42.35800,21.39200,21.39200,33.25840,33.25840,1.24000,1.24000,0.72260,0.04060,0.04230,100.00000,55.79570,67.60210,134.71750,133.85790,0.02450,1.57530,57.13030,5.12190,5.12190,3.27900,4.91400,22.73020,-1.4427,-1.4427
2010-09-30,29.40300,29.40300,9.85300,15.60700,5.45800,21.06500,0.05600,21.00900,21.00900,21.00900,19.55000,19.55000,33.16590,33.16590,0.63000,0.63000,0.95600,0.17930,0.21840,100.00000,53.07960,66.48980,71.64240,71.45190,0.02310,1.21580,74.02820,2.86770,2.86770,1.65380,2.35370,22.08690,-1.59,-1.59
2010-06-30,28.28400,28.28400,9.47200,15.16600,1.34800,16.51400,,16.51400,16.51400,16.51400,18.81200,18.81200,33.02950,33.02950,0.50000,0.50000,1.51750,0.14640,0.17150,100.00000,53.62040,66.51110,58.38640,58.38640,0.03090,1.26010,71.42340,2.26580,2.26580,1.80210,1.93410,22.06550,0.492,0.492
2010-03-31,35.31000,35.31000,11.24800,21.11100,40.89300,62.00400,,62.00400,62.00400,62.00400,24.06200,24.06200,32.55330,32.55330,1.90000,1.90000,1.19610,0.14610,0.17110,100.00000,59.78760,68.14500,175.59900,175.59900,0.03800,1.52500,59.01610,8.48930,8.48930,6.67610,7.24870,22.18100,3.30950,3.30950
2009-12-31,28.45600,28.45600,9.69900,18.75700,21.20000,39.95700,0.00100,39.95600,39.81500,39.81500,19.82800,18.75700,81.70300,81.70300,0.49000,0.49000,0.11610,,,109.15100,65.91580,65.91580,140.41680,139.91780,0.03210,2.12820,42.28950,5.70490,5.70490,4.49670,5.70490,21.23870,-0.1483,-0.1483
2009-09-30,27.78500,27.78500,10.79500,16.45400,22.18100,38.63500,0.07100,38.56400,38.56400,38.56400,16.99000,16.99000,32.86040,32.86040,1.17000,1.17000,,,,100.00000,59.21900,61.14810,139.04980,138.79430,,,,,,,,,-0.1421,-0.1421
2009-06-30,25.25200,25.25200,9.17800,15.77600,17.89900,33.67500,-0.32300,33.99800,33.99800,33.99800,16.07400,16.07400,32.86040,32.86040,1.03000,1.03000,,,,100.00000,62.47430,63.65440,133.35580,134.63490,,,,,,,,,-0.0954,-0.0954
2009-03-31,28.17700,28.17700,9.87200,17.57400,-42.67700,-25.10300,0.47900,-25.58200,-25.58200,-25.58200,18.30500,18.30500,32.86040,32.86040,-0.78000,-0.78000,,,,100.00000,62.37000,64.96430,-89.09040,-90.79040,,,,,,,,,0.59610,0.59610
