Date,revenue,gross-profit,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,59.77100,59.77100,16.55100,24.30700,-2.25800,22.04900,,22.04900,22.04900,22.04900,43.22000,43.22000,54.55460,54.55460,0.40000,0.40000,1.06490,0.52610,1.11010,100.00000,40.66690,72.30930,36.88910,36.88910,0.02450,2.44160,36.86070,2.22110,2.22110,0.90260,1.05260,18.19620,2.5105,2.5105
2024-06-30,58.97800,58.97800,16.52500,24.27400,-1.04600,23.22800,,23.22800,23.22800,23.22800,42.45300,42.45300,54.55500,54.55500,0.43000,0.43000,1.03590,0.53760,1.16250,100.00000,41.15770,71.98110,39.38420,39.38420,0.02410,2.30130,39.10810,2.33920,2.33920,0.94870,1.08170,18.20190,0.0537,0.0537
2024-03-31,58.09900,58.09900,16.10500,23.80600,4.06500,27.87100,,27.87100,27.87100,27.87100,41.99400,41.99400,54.55500,54.55500,0.51000,0.51000,1.04870,0.53840,1.16650,100.00000,40.97490,72.28010,47.97160,47.97160,0.02350,2.28090,39.45820,2.80920,2.80920,1.12910,1.29660,18.18610,0.13450,0.13450
2023-12-31,59.78700,59.78700,16.46300,23.81900,-0.19700,23.62200,,23.62200,23.62200,23.62200,43.32400,43.32400,54.55500,54.55500,0.43000,0.43000,1.02680,0.54420,1.19370,100.00000,39.83970,72.46390,39.51030,39.51030,0.02370,2.45630,36.64010,2.39420,2.39420,0.93590,1.09140,18.08530,0.7011,0.7011
2023-09-30,59.64100,59.64100,16.58300,23.18400,3.76300,26.94700,,26.94700,26.94700,26.94700,43.05800,43.05800,54.54460,54.54460,0.49000,0.49000,1.01680,0.54740,1.20940,100.00000,38.87260,72.19530,45.18200,45.18200,0.02350,2.44240,36.84900,2.73470,2.73470,1.06130,1.23770,18.06220,0.7212,0.7212
2023-06-30,56.33700,56.33700,15.94400,22.55100,-3.55600,18.99500,,18.99500,18.99500,18.99500,40.39300,40.39300,54.55500,54.55500,0.35000,0.35000,1.03450,0.55290,1.23680,100.00000,40.02880,71.69890,33.71670,33.71670,0.02210,2.41850,37.21280,1.93670,1.93670,0.74400,0.86580,17.97830,-3.0058,-3.0058
2023-03-31,53.54700,53.54700,16.22400,22.03700,-15.21300,6.82400,,6.82400,6.82400,6.82400,37.32300,37.32300,54.55500,54.55500,0.13000,0.13000,1.02460,0.53130,1.13350,100.00000,41.15450,69.70140,12.74390,12.74390,0.02090,2.38530,37.73150,0.69340,0.69340,0.26700,0.32500,18.04010,0.17420,0.17420
2022-12-31,54.15200,54.15200,16.96500,22.56400,-15.58200,6.98200,,6.98200,6.98200,6.98200,37.18700,37.18700,51.68100,51.68100,0.35000,0.35000,0.99790,0.52070,1.08630,100.00000,41.66790,68.67150,12.89330,12.89330,0.02130,2.45900,36.60030,0.69840,0.69840,0.27510,0.33480,18.32520,4.4776,4.4776
2022-09-30,47.56700,47.56700,14.92200,19.86100,-6.33300,13.52800,,13.52800,13.52800,13.52800,32.64500,32.64500,54.77300,54.77300,0.25000,0.25000,0.99720,0.53300,1.14120,100.00000,41.75370,68.62950,28.43990,28.43990,0.01940,2.13550,42.14390,1.34440,1.34440,0.55090,0.62790,18.37080,-4.1612,-4.1612
2022-06-30,42.78000,42.78000,13.49200,18.93600,-34.58200,-15.64600,,-15.64600,-15.64600,-15.64600,29.28800,29.28800,54.77300,54.77300,-0.29000,-0.29000,1.05150,0.49580,0.98320,100.00000,44.26370,68.46190,-36.57320,-36.57320,0.01790,2.12710,42.31140,-1.54120,-1.54120,-0.65400,-0.77720,18.53420,-5.7533,-5.7533
2022-03-31,33.00600,33.00600,11.20000,13.47800,,13.47800,,13.47800,13.47800,13.47800,21.80600,21.80600,42.26100,42.26100,0.04000,0.04000,1.01470,0.49460,0.97880,100.00000,40.83500,66.06680,40.83500,40.83500,0.01480,1.94380,46.30070,1.63090,1.63090,0.60350,0.82420,19.55510,7.19880,7.19880
2021-12-31,35.73200,35.73200,12.42200,14.93600,-8.81800,6.11800,,6.11800,6.11800,6.11800,23.31000,23.31000,42.26100,42.26100,0.14000,0.14000,0.95440,0.49090,0.96410,100.00000,41.80010,65.23560,17.12190,17.12190,0.01780,2.11090,42.63490,0.72640,0.72640,0.30420,0.36980,19.93050,-5.1488,-5.1488
2021-09-30,32.16300,32.16300,10.03000,15.00600,-1.63500,13.37100,,13.37100,13.37100,13.37100,22.13300,22.13300,42.26100,42.26100,0.32000,0.32000,0.89170,0.45530,0.83580,100.00000,46.65610,68.81510,41.57260,41.57260,0.01530,2.16400,41.59030,1.56660,1.56660,0.63670,0.85340,20.19570,-0.9018,-0.9018
2021-06-30,35.57200,35.57200,12.90700,15.51900,3.04800,18.56700,,18.56700,18.56700,18.56700,22.66500,22.66500,42.26100,42.26100,0.44000,0.44000,1.05160,0.43690,0.77580,100.00000,43.62700,63.71590,52.19560,52.19560,0.01790,2.26720,39.69700,2.16540,2.16540,0.93630,1.21940,20.28930,3.9822,3.9822
2021-03-31,35.88700,35.88700,13.19200,15.46600,6.04400,21.51000,,21.51000,21.51000,21.51000,22.69500,22.69500,42.26100,42.26100,0.51000,0.51000,0.96780,0.45190,0.82440,100.00000,43.09640,63.24020,59.93810,59.93810,0.01840,2.06970,43.48400,2.51220,2.51220,1.10280,1.37700,20.26000,-1.12840,-1.12840
2020-12-31,31.36500,31.36500,9.48800,14.89400,3.36300,18.25700,,18.25700,18.25700,18.25700,21.87700,21.87700,42.26100,42.26100,0.44000,0.44000,0.97940,0.44070,0.78810,100.00000,47.48610,69.74970,58.20820,58.20820,0.01620,2.13950,42.06600,2.14280,2.14280,0.94300,1.19840,20.16100,-7.9622,-7.9622
2020-09-30,28.85100,28.85100,8.07400,14.26700,4.35000,18.61700,,18.61700,18.61700,18.61700,20.77700,20.77700,42.26100,42.26100,0.44000,0.44000,1.02250,0.37660,0.60400,100.00000,49.45060,72.01480,64.52810,64.52810,0.01480,1.92980,46.63620,2.18740,2.18740,0.95230,1.36370,20.13900,0.8615,0.8615
2020-06-30,28.62500,28.62500,7.80100,14.20100,39.84500,54.04600,,54.04600,54.04600,54.04600,20.82400,20.82400,42.26100,42.26100,1.28000,1.28000,1.00360,0.37610,0.60280,100.00000,49.61050,72.74760,188.80700,188.80700,0.01470,2.01170,44.73750,6.35980,6.35980,2.78150,3.96790,20.10840,2.3542,2.3542
2020-03-31,32.90400,32.90400,10.01100,15.85300,-91.32200,-75.46900,,-75.46900,-75.46900,-75.46900,22.89300,22.89300,42.26100,42.26100,-1.79000,-1.79000,1.08670,0.38210,0.61850,100.00000,48.17960,69.57510,-229.36120,-229.36120,0.01850,2.35770,38.17290,-9.28180,-9.28180,-4.24840,-5.73480,19.23960,3.29430,3.29430
2019-12-31,37.05900,37.05900,12.99300,17.12300,-19.28700,-2.16400,,-2.16400,-2.16400,-2.16400,24.06600,24.06600,42.26100,42.26100,-0.04000,-0.04000,0.99600,0.39320,0.64810,100.00000,46.20470,64.93970,-5.83930,-5.83930,0.01900,2.04790,43.94720,-0.23890,-0.23890,-0.11100,-0.14490,21.43540,6.2469,6.2469
2019-09-30,39.71100,39.71100,13.75600,18.42600,-4.70900,13.71700,,13.71700,13.71700,13.71700,25.95500,25.95500,42.26100,42.26100,0.32000,0.32000,0.94680,0.37870,0.60960,100.00000,46.40020,65.35970,34.54210,34.54210,0.02350,2.15050,41.85090,1.48230,1.48230,0.81230,0.92090,21.89660,-0.6862,-0.6862
2019-06-30,38.68200,38.68200,13.14900,18.43200,1.19900,19.63100,,19.63100,19.63100,19.63100,25.53300,25.53300,42.26100,42.26100,0.46000,0.46000,0.96290,0.37560,0.60160,100.00000,47.65010,66.00740,50.74970,50.74970,0.02240,2.21070,40.71200,2.11320,2.11320,1.13770,1.31940,21.98200,0.0839,0.0839
2019-03-31,39.25900,39.25900,13.46700,18.46400,6.36800,24.83200,,24.83200,24.83200,24.83200,25.79200,25.79200,42.26100,42.26100,0.59000,0.59000,1.06690,0.39030,0.64020,100.00000,47.03130,65.69700,63.25170,63.25170,0.02170,0.83840,107.34250,2.67970,2.67970,1.37400,1.63370,21.92750,-1.20340,-1.20340
2018-12-31,38.23600,38.23600,12.57900,18.45100,-9.54500,8.90600,,8.90600,8.90600,8.90600,25.65700,25.65700,42.26100,42.26100,0.21000,0.21000,0.78200,0.34000,0.51520,100.00000,48.25560,67.10170,23.29220,23.29220,0.02270,1.97600,45.54610,0.96890,0.96890,0.52900,0.63950,21.74990,0.6556,0.6556
2018-09-30,37.14200,37.14200,13.20500,18.41600,-0.28600,18.13000,,18.13000,18.13000,18.13000,23.93700,23.93700,42.26100,42.26100,0.43000,0.43000,1.01210,0.34390,0.52420,100.00000,49.58270,64.44730,48.81270,48.81270,0.02230,0.84910,105.99510,1.95450,1.95450,1.08870,1.28230,21.94910,-0.2803,-0.2803
2018-06-30,39.18800,39.18800,13.93100,19.16500,0.62500,19.79000,,19.79000,19.79000,19.79000,25.25700,25.25700,42.26100,42.26100,0.47000,0.47000,0.98290,0.33730,0.50890,100.00000,48.90530,64.45090,50.50020,50.50020,0.02370,1.68120,53.53200,2.13530,2.13530,1.19880,1.41510,21.93010,3.9835,3.9835
2018-03-31,38.96000,38.96000,14.19400,18.85700,1.19100,20.04800,,20.04800,20.04800,20.04800,24.76600,24.76600,42.26100,42.26100,0.47000,0.47000,0.97650,0.37030,0.58800,100.00000,48.40090,63.56780,51.45790,51.45790,0.02370,1.50580,59.76820,2.16890,2.16890,1.22000,1.36590,21.87180,0.16140,0.16140
2017-12-31,38.91100,38.91100,14.58000,18.63900,-1.31300,17.32600,,17.32600,17.32600,17.32600,24.33100,24.33100,42.25800,42.25800,0.41000,0.41000,0.99950,0.36920,0.58540,100.00000,47.90160,62.52990,44.52730,44.52730,0.02370,1.36210,66.07460,1.88000,1.88000,1.05550,1.18580,21.80750,-2.4197,-2.4197
2017-09-30,36.14700,36.14700,13.48400,17.31500,-0.15200,17.16300,,17.16300,17.16300,17.16300,22.66300,22.66300,42.26100,42.26100,0.41000,0.41000,1.00600,0.33890,0.51260,100.00000,47.90160,62.69680,47.48110,47.48110,0.02220,1.22690,73.35550,1.86310,1.86310,1.05420,1.23180,21.79750,-8.4159,-8.4159
2017-06-30,33.88800,33.88800,12.85200,16.07900,2.70400,18.78300,,18.78300,18.78300,18.78300,21.03600,21.03600,42.26000,42.26000,0.44000,0.44000,0.99700,0.24400,0.32270,100.00000,47.44750,62.07510,55.42670,55.42670,0.02050,1.31220,68.58890,2.03960,2.03960,1.13870,1.54200,21.79130,1.6704,1.6704
2017-03-31,34.39200,34.39200,12.39300,16.33000,0.82800,17.15800,,17.15800,17.15800,17.15800,21.99900,21.99900,42.24900,42.24900,0.41000,0.41000,0.93390,0.28830,0.40500,100.00000,47.48200,63.96550,49.88950,49.88950,0.01930,0.98060,91.78210,1.86750,1.86750,0.96180,1.32910,21.74650,3.40760,3.40760
2016-12-31,36.63900,36.63900,12.70700,18.44400,-0.60000,17.84400,,17.84400,17.84400,17.84400,23.93200,23.93200,42.25800,42.25800,0.42000,0.42000,1.00300,0.29660,0.42170,100.00000,50.33980,65.31840,48.70220,48.70220,0.02220,1.12090,80.29230,1.94270,1.94270,1.08110,1.36650,21.74030,2.0756,2.0756
2016-09-30,39.79800,39.79800,14.27500,17.00400,8.61500,25.61900,,25.61900,25.61900,25.61900,25.52300,25.52300,42.24800,42.24800,0.61000,0.61000,0.98620,0.32400,0.47930,100.00000,42.72580,64.13140,64.37260,64.37260,0.02370,1.53920,58.47350,2.79210,2.79210,1.52280,1.88740,21.71800,7.0359,7.0359
2016-06-30,41.36900,41.36900,16.29300,19.53300,15.64200,35.17500,,35.17500,35.17500,35.17500,25.07600,25.07600,42.24900,42.24900,0.83000,0.83000,0.97840,0.38540,0.62710,100.00000,47.21650,60.61540,85.02740,85.02740,0.02490,1.23520,72.86540,3.87030,3.87030,2.11790,2.37860,21.51160,-5.5814,-5.5814
2016-03-31,34.03300,34.03300,12.89200,16.12000,12.05700,28.17700,,28.17700,28.17700,28.17700,21.14100,21.14100,42.28700,42.28700,0.67000,0.67000,0.99060,0.33290,0.49900,100.00000,47.36580,62.11910,82.79320,82.79320,0.02080,1.18310,76.07410,3.16390,3.16390,1.71950,2.11060,21.07900,-0.02400,-0.02400
2015-12-31,31.50700,31.50700,11.02200,15.99200,-30.17300,-14.18100,,-14.18100,-14.18100,-14.18100,20.48500,20.48500,42.46500,42.46500,-0.34000,-0.34000,1.00000,0.32750,0.48700,100.00000,50.75700,65.01730,-45.00910,-45.00910,0.01950,1.19940,75.03760,-1.60660,-1.60660,-0.87680,-1.08040,20.78650,-6.2613,-6.2613
2015-09-30,30.44500,30.44500,10.28100,16.28900,-16.20300,0.08600,,0.08600,0.08600,0.08600,20.16400,20.16400,42.46500,42.46500,0.00000,0.00000,1.01230,0.24610,0.32650,100.00000,53.50300,66.23090,0.28250,0.28250,0.01830,1.00570,89.49150,0.00940,0.00940,0.00520,0.00710,21.52060,-3.0032,-3.0032
2015-06-30,27.97800,27.97800,8.35800,15.99100,1.28500,17.27600,,17.27600,17.27600,17.27600,19.62000,19.62000,42.46500,42.46500,0.41000,0.41000,0.97150,0.19470,0.24170,100.00000,57.15560,70.12650,61.74850,61.74850,0.01620,0.50640,177.72570,1.85610,1.85610,0.99940,1.49480,21.91850,-1.9052,-1.9052
2015-03-31,25.63000,25.63000,7.63900,14.39000,-3.49100,10.89900,,10.89900,10.89900,10.89900,17.99100,17.99100,42.46500,42.46500,0.26000,0.26000,1.21120,0.19470,0.24180,100.00000,56.14510,70.19510,42.52440,42.52440,0.01530,0.85680,105.04680,1.17130,1.17130,0.65170,0.94320,21.91170,-0.55730,-0.55730
2014-12-31,32.94500,32.94500,12.54900,16.79100,-11.94100,4.85000,,4.85000,4.85000,4.85000,20.39600,20.39600,42.88800,42.88800,0.12000,0.12000,1.26840,0.19370,0.24020,100.00000,50.96680,61.90920,14.72150,14.72150,0.01950,1.26980,70.87720,0.51780,0.51780,0.28760,0.41750,22.05510,2.2028,2.2028
