Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.41890,3.41890,1.69070,1.08340,,0.64470,0.01700,0.66180,,0.66180,0.66180,0.66180,0.64470,0.64470,9.89000,9.89000,0.07000,0.07000,3.24450,,0.05880,100.00000,18.85860,18.85860,19.35650,19.35650,0.36430,1.91770,46.93170,10.05770,10.05770,7.05160,10.05770,0.47440,-0.0328,-0.0328
2024-06-30,0.18180,0.18180,0.94720,1.19000,,-1.95540,-0.01240,-1.96780,,-1.96780,-1.96780,-1.96800,-1.92970,-1.95540,8.81700,8.81700,-0.22000,-0.22000,1.88250,,0.30720,100.00000,-1075.61800,-1075.61800,-1082.41200,-1082.52600,0.06500,0.81080,111.00330,-133.01490,-133.01430,-70.38840,-133.01430,0.18150,-0.05,-0.05
2024-03-31,0.30570,0.30570,0.77890,1.36980,,-1.84300,-1.27360,-3.11660,,-3.11660,-3.11660,-3.11680,-0.67150,-1.84300,5.69400,5.69400,-0.55000,-0.55000,2.87060,,0.07190,100.00000,-602.82340,-602.82340,-1019.41100,-1019.48100,0.06030,3.17720,28.32690,-91.11100,-91.11080,-61.41990,-91.11080,0.46670,-0.59860,-0.59860
2023-12-31,0.51500,0.51500,2.23280,1.43800,,-3.15570,-0.34870,-3.50440,,-3.50440,-3.50440,-3.50430,-3.15570,-3.15570,2.26400,2.26400,-0.76000,-0.76000,0.68670,,-1.31240,100.00000,-612.71480,-612.71500,-680.41470,-680.39630,0.19020,5.27910,17.04840,538.08140,538.08360,-129.40370,538.08360,-0.20700,-1.8522,-1.8522
2023-09-30,0.43540,0.43540,1.91500,1.22770,,-2.70730,0.01650,-2.69080,,-2.69080,-2.69080,-2.68960,-2.70730,-2.70730,3.08600,3.08600,-0.87000,-0.87000,1.35820,,0.30310,100.00000,-621.82780,-621.82780,-618.03620,-617.75250,0.13530,4.04110,22.27120,-232.43120,-232.43190,-83.59950,-232.43190,0.40420,0.0438,0.0438
2023-06-30,0.49050,0.49050,1.64370,1.14070,,-2.29400,0.05470,-2.23930,,-2.23930,-2.23930,-2.23600,-2.29400,-2.29400,2.27400,2.27400,-0.98000,-0.98000,2.32610,,0.11750,100.00000,-467.70330,-467.70330,-456.56060,-455.88740,0.07710,4.55920,19.74020,-59.04070,-59.04080,-35.22230,-59.04080,1.42050,0.469,0.469
2023-03-31,0.78960,0.78960,1.79600,1.55490,,-2.56120,0.36940,-2.19180,,-2.19180,-2.19180,-2.19620,-2.56120,-2.56120,1.05400,1.05400,-2.08000,-2.08000,0.84780,,,100.00000,-324.35680,-324.35680,-277.57210,-278.12520,0.20170,2.72940,32.97480,1437.96800,1437.96600,-55.98680,1437.96700,-0.11860,-3.42210,-3.42210
2022-12-31,1.43350,1.43350,6.62840,1.00590,,-6.20080,0.72270,-5.47810,,-5.47810,-5.47810,-5.52190,-6.20080,-6.20080,0.18000,0.18000,-6.69000,-6.69000,0.55990,-0.03600,-1.09360,100.00000,-432.57370,-432.57360,-382.15680,-385.21460,0.24360,5.17830,17.38020,135.94430,135.94420,-93.08460,140.84250,-7.54620,-8.7423,-8.7423
2022-09-30,0.27940,0.27940,4.75610,1.68660,,-6.16330,-3.69220,-9.85560,,-9.85560,-9.85560,-9.89760,-6.16330,-6.16330,0.16100,0.16100,-61.58000,-61.58000,,,,100.00000,-2206.30100,-2206.30100,-3528.02200,-3543.07400,,,,,1231.94600,,,,-35.157,-35.157
2022-06-30,0.20750,0.20750,5.31130,1.95140,,-7.05520,-0.86790,-7.92310,,-7.92310,-7.92310,-7.99930,-7.05520,-7.05520,0.14200,0.14200,-56.49000,-56.49000,0.87230,-0.20800,-3.33120,100.00000,-3400.56300,-3400.56300,-3818.90500,-3855.61800,0.02610,0.75000,120.00130,993.40430,993.39720,-99.67420,1199.99800,-5.38970,-25.3261,-25.3261
