Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,64.09500,25.66500,38.43000,8.24300,,32.85100,5.57900,-14.52000,-8.94100,-8.94100,-8.88800,-8.85300,30.79200,5.57900,25.40400,25.40400,-0.35000,-0.35000,0.76490,3.25340,8.70430,8.70430,-13.94960,-13.81230,0.03280,-1.98770,-1.98770,-0.45500,-0.46730,17.60150,1.1475,0.9185
2024-06-30,64.23800,23.83600,40.40200,9.16400,18.68600,14.92000,25.48200,-14.89700,10.58500,10.58500,10.63800,10.59600,50.85500,25.48200,25.54000,26.30900,0.41000,0.40000,0.74760,2.96130,39.66810,39.66810,16.47780,16.49490,0.03230,2.16600,2.16600,0.53490,0.54680,19.33340,0.7485,1.9011
2024-03-31,67.57700,25.03800,42.53900,8.93400,31.70900,1.54800,40.99100,-14.62700,26.36400,26.36400,26.40200,26.29800,66.55100,40.99100,25.72100,26.35400,1.02000,1.00000,0.74390,2.90440,60.65820,60.65820,39.01330,38.91560,0.03310,5.14880,5.14880,1.29250,1.31870,19.89520,0.74700,4.28110
2023-12-31,68.89200,24.39900,44.49300,8.52800,24.83600,7.94300,36.55000,-18.15700,18.39300,18.39300,18.42100,18.35100,61.82200,36.55000,25.65400,26.24500,0.72000,0.71000,0.75990,3.16420,53.05410,53.05410,26.69830,26.63730,0.03270,3.72420,3.72420,0.87400,0.89440,19.26560,0.5716,1.8619
2023-09-30,69.83800,26.18500,43.65300,9.48700,43.09000,-9.80600,53.45900,-19.75800,33.70100,33.70100,33.87800,33.74900,80.18200,53.45900,25.67400,26.30200,1.31000,1.28000,0.75750,3.12460,76.54720,76.54720,48.25600,48.32470,0.03200,6.59330,6.59330,1.55400,1.59860,20.01330,1.0087,3.0243
2023-06-30,69.56900,26.85700,42.71200,8.79300,,32.66500,10.04700,-14.01500,-3.96800,-3.96800,-3.96800,-3.95300,34.60000,10.04700,25.67700,25.67700,-0.15000,-0.15000,0.77340,3.41330,14.44180,14.44180,-5.70370,-5.68210,0.03150,-0.81270,-0.81270,-0.17980,-0.18410,19.01710,1.0089,0.1885
2023-03-31,69.22700,25.31300,43.91400,7.52600,,30.79200,13.12200,-17.02000,-3.89800,-3.89800,-3.89800,-3.88300,37.00600,13.12200,25.59900,25.59900,-0.15000,-0.15000,0.77330,3.41160,18.95500,18.95500,-5.63080,-5.60910,0.03150,-0.79870,-0.79870,-0.17750,-0.18100,19.02070,1.09080,0.38770
2022-12-31,69.34900,27.25200,42.09700,8.19800,,16.67200,25.42500,-21.62300,3.80200,3.80200,3.80200,3.78700,58.01900,25.42500,25.61000,25.61000,0.14000,0.14000,0.76240,3.20880,36.66240,36.66240,5.48240,5.46080,0.03120,0.73160,0.73160,0.17090,0.17380,20.34000,0.3702,1.0067
2022-09-30,68.05100,23.74900,44.30200,8.10900,,33.33300,10.96900,-11.56800,-0.59900,-0.59900,-0.59900,-0.59700,36.87900,10.96900,25.59800,25.59800,-0.02000,-0.02000,0.76010,3.16900,16.11880,16.11880,-0.88020,-0.87730,0.03000,-0.11270,-0.11270,-0.02640,-0.02700,20.80790,1.2114,0.5321
2022-06-30,65.76600,28.14600,37.62000,7.87300,,33.42100,4.19900,-12.02600,-7.82700,-7.82700,-7.82700,-7.79700,30.42900,4.19900,25.67200,25.67200,-0.30000,-0.30000,0.76760,3.30210,6.38480,6.38480,-11.90130,-11.85570,0.02930,-1.53440,-1.53440,-0.34910,-0.35670,19.88830,1.168,-4.9323
