Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,5.14800,5.14800,1.77000,-0.36700,0.84800,-2.19500,-1.34700,-1.34700,-1.34700,-1.34700,2.55700,3.01100,2.67600,2.67600,-0.50000,-0.50000,0.11860,0.09810,1.11750,100.00000,16.47240,58.48870,-26.16550,-26.16550,0.02760,1.32540,67.90210,-1.56000,-1.56000,-0.72140,-1.40700,32.31440,6.8057,6.8057
2024-06-30,5.37000,5.37000,2.06200,-0.37100,0.63400,-1.29200,-0.65800,-0.65800,-0.65800,-0.65800,3.31700,2.93700,2.67600,2.67600,-0.25000,-0.25000,3.87160,0.55960,1.27080,100.00000,11.80630,54.69280,-12.25330,-12.25330,0.02630,2.66240,33.80450,-0.74220,-0.74220,-0.32200,-0.32680,33.13190,-0.9413,-0.9413
2024-03-31,5.00300,5.00300,1.84800,-0.25900,0.88900,0.96200,1.85100,1.85100,1.85100,1.85100,2.83900,2.89600,2.67830,3.19570,0.69000,0.65000,0.11730,0.12670,1.26550,100.00000,17.76930,57.88530,36.99780,36.99780,0.02340,2.46210,36.55410,2.05220,2.05220,0.86750,1.79210,33.70600,-2.21980,-2.21980
2023-12-31,4.41500,4.41500,1.67400,-0.21600,0.58100,-3.70200,-3.12100,-3.12100,-3.12100,-3.12100,-7.64500,2.52500,2.69490,2.69490,-1.15000,-1.02000,0.08240,0.13570,1.13840,100.00000,13.15970,57.19140,-70.69080,-70.69080,0.02240,3.21320,28.00910,-3.49990,-3.49990,-1.58360,-3.02490,33.33650,-1.5057,-1.5057
2023-09-30,5.16200,5.16200,1.73000,-0.19800,1.15400,-3.10500,-1.95100,-1.95100,-1.95100,-1.95100,7.46600,3.23400,2.68900,2.68900,-0.73000,-0.73000,0.11200,0.13040,1.04720,100.00000,22.35570,62.65010,-37.79540,-37.79540,0.02620,2.25120,39.97870,-2.09320,-2.09320,-0.99080,-1.82030,34.78150,7.6398,7.6398
2023-06-30,5.34400,5.34400,1.84500,-0.22400,1.03900,2.20100,3.24000,3.24000,3.24000,3.24000,-1.32200,3.27500,2.70400,3.24300,1.20000,1.07000,0.09890,0.12660,1.22610,100.00000,19.44240,61.28370,60.62870,60.62870,0.02460,2.65470,33.90160,3.36710,3.36710,1.49190,2.94100,35.67700,-0.1217,-0.1217
2023-03-31,5.25600,5.25600,1.85700,-0.25700,1.07300,-1.72300,-0.65000,-0.65000,-0.65000,-0.65000,3.06800,3.14200,2.71100,2.71100,-0.24000,-0.24000,0.12020,0.12910,1.27590,100.00000,20.41480,59.77930,-12.36680,-12.36680,0.02430,4.34740,20.70210,-0.69270,-0.69270,-0.30030,-0.60330,34.63010,0.23390,0.23390
2022-12-31,4.53900,4.53900,-0.36000,-0.19400,0.63600,-3.80700,-3.17100,-3.17100,-3.17100,-3.17100,29.29800,4.70500,2.71110,2.71110,-1.17000,-1.17000,0.10440,0.12750,1.23230,100.00000,14.01190,103.65720,-69.86120,-69.86120,0.02110,2.87640,31.28880,-3.33770,-3.33770,-1.47690,-2.91220,35.04340,-5.3909,-5.3909
2022-09-30,3.74800,3.74800,1.83300,-0.17500,0.18200,-3.14300,-2.96100,-2.96100,-2.96100,-2.96100,-17.96100,1.74000,2.71110,2.71110,-1.09000,-1.09000,0.32230,0.38840,1.08710,100.00000,4.85590,46.42480,-79.00210,-79.00210,0.01800,3.22550,27.90290,-3.01600,-3.01600,-1.42030,-1.84460,36.21390,-8.6305,-8.6305
2022-06-30,3.30300,3.30300,4.10100,-0.13100,-0.92900,-4.10500,-5.03400,-5.03400,-5.03400,-5.03400,18.39100,-0.92900,2.71110,2.71110,-1.86000,-1.86000,0.37170,0.12030,1.00220,100.00000,-28.12590,-28.12590,-152.40690,-152.40690,0.01560,3.22560,27.90190,-4.97740,-4.97740,-2.37300,-4.37880,37.30520,13.1158,13.1158
