Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,566.75490,19.96500,546.78990,249.00200,134.32800,,383.58400,163.20590,21.56700,184.77300,44.91200,139.86100,139.86100,139.86100,170.84790,163.20590,290.03000,296.13200,0.49000,0.47000,3.63470,,,96.47730,28.79660,28.79660,32.60190,24.67750,0.19230,0.89180,2.13520,42.15110,6.23210,6.41410,4.74480,6.23210,7.96570,0.7865,0.7422
2024-09-30,539.54200,17.32800,522.21400,222.57000,111.80100,-51.67200,386.13900,136.07500,18.68000,154.75500,36.78200,117.97300,117.97300,117.97300,143.52900,136.07500,285.62200,291.47800,0.41000,0.40000,3.92980,,,96.78840,25.22050,25.22050,28.68270,21.86540,0.18230,0.82460,2.00050,44.98920,5.18470,5.33400,3.98520,5.18470,7.96210,0.9364,0.9035
2024-06-30,637.17800,17.66700,619.51100,211.14700,132.01500,,343.63700,275.87400,16.97100,292.84500,66.72900,226.11600,226.11600,226.11600,283.20300,275.87400,289.21600,293.97400,0.78000,0.77000,4.27370,,,97.22730,43.29620,43.29620,45.95970,35.48710,0.22980,0.85700,1.60670,56.01660,10.66720,10.99760,8.15380,10.66720,7.43190,0.4155,0.3288
2024-03-31,425.22600,21.25600,403.97000,227.68900,113.98400,,374.50800,29.46200,19.80500,49.26700,11.95000,37.31700,37.31700,37.31700,35.84000,29.46200,300.75700,305.53000,0.12000,0.12000,3.46490,,,95.00120,6.92860,6.92860,11.58610,8.77580,0.15170,1.00710,1.76750,50.91860,1.75360,1.80770,1.33100,1.75360,7.21280,0.22530,0.16570
2023-12-31,479.65190,21.75300,457.89900,244.67010,131.44100,,376.11100,81.78790,21.25100,103.03900,17.52100,85.51800,85.51800,85.51800,88.31390,81.78800,318.15100,321.46400,0.28000,0.28000,3.34270,,,95.46490,17.05150,17.05150,21.48200,17.82920,0.16300,1.25570,2.02040,44.54610,3.77740,3.88680,2.90640,3.77740,7.47680,0.0259,-0.0117
2023-09-30,471.92000,18.77400,453.14600,332.58500,138.14400,,470.72900,-17.58300,23.40100,5.81800,4.77700,1.04100,1.04100,1.04100,-11.28700,-17.58300,315.49600,319.24700,0.00000,0.00000,3.83040,,,96.02180,-3.72580,-3.72580,1.23280,0.22060,0.15850,0.75160,1.90200,47.31770,0.04430,0.04560,0.03500,0.04430,7.54930,0.3775,0.0807
2023-06-30,469.84800,17.70500,452.14300,232.57000,141.72300,,374.29300,77.85000,22.53600,100.38600,19.20800,81.17800,81.17800,81.17800,83.89000,77.85000,324.20500,324.20500,0.25000,0.25000,4.68330,,,96.23180,16.56920,16.56920,21.36560,17.27750,0.14950,0.61830,2.01810,44.59660,3.21120,3.29420,2.58330,3.21120,7.89360,0.3748,0.3509
2023-03-31,408.78800,14.31500,394.47300,234.24600,131.39700,,365.64300,28.83000,19.44800,48.27800,8.25000,40.02800,40.02800,40.02800,35.68500,28.83000,324.42000,326.27900,0.12000,0.12000,4.99890,,,96.49820,7.05260,7.05260,11.81000,9.79190,0.13000,0.47860,1.74750,51.50120,1.56660,1.60660,1.27340,1.56660,7.86230,0.25870,0.11000
2022-12-31,423.91700,15.92000,407.99690,336.82390,119.25100,,456.07500,-48.07800,16.65100,-31.42700,-1.25400,-30.17300,-30.17300,-30.17300,-42.13200,-48.07800,321.52600,324.55600,-0.09000,-0.10000,4.99060,,,96.24450,-11.34140,-11.34140,-7.41350,-7.11770,0.13800,0.47810,1.97370,45.59990,-1.21250,-1.24440,-0.98240,-1.21250,7.68150,0.2285,-0.1182
2022-09-30,411.73800,15.30500,396.43300,198.83700,114.98300,,313.82000,82.61300,9.42900,92.04200,18.83200,73.21000,73.21000,73.21000,88.27600,82.61300,322.14800,325.06600,0.23000,0.23000,6.10350,,,96.28280,20.06450,20.06450,22.35450,17.78070,0.13900,0.57300,1.91490,46.99920,2.93850,3.01560,2.47220,2.93850,7.72430,0.3383,0.3137
2022-06-30,419.42700,13.48100,405.94600,199.48100,122.75900,,322.24000,83.70600,4.80200,88.50800,17.83600,70.67200,70.67200,70.67200,88.48200,83.70600,321.11700,324.90400,0.22000,0.22000,6.08050,,,96.78590,19.95720,19.95720,21.10210,16.84970,0.14560,0.40830,1.78180,50.51180,2.95540,3.03630,2.45270,2.95540,7.43090,0.0936,0.0556
2022-03-31,355.98000,13.20300,342.77700,156.67100,102.86300,,259.53400,83.24300,1.98600,85.22900,16.65600,68.57300,68.57300,68.57300,87.73300,83.24300,319.58200,323.28900,0.21000,0.21000,6.37450,,,96.29110,23.38420,23.38420,23.94210,19.26320,0.13410,0.46380,1.86750,48.19160,2.98940,3.07480,2.58360,2.98940,7.16230,0.45690,0.43960
2021-12-31,451.14000,12.91700,438.22300,222.26800,99.31100,,321.57900,116.64400,1.37700,118.02100,22.85500,95.16600,95.16600,95.16600,118.57500,116.64400,314.88400,322.35900,0.29000,0.30000,5.43480,,,97.13680,25.85540,25.85540,26.16060,21.09460,0.17240,0.46980,1.59610,56.38720,4.30500,4.43270,3.63750,4.30500,6.93330,0.2982,0.2489
2021-09-30,328.42300,11.87400,316.54900,163.37000,101.55800,,264.92800,51.62100,1.63900,53.26000,15.05600,38.20400,38.20400,38.20400,56.42500,51.62100,315.38000,322.02200,0.12000,0.12000,6.16690,,,96.38450,15.71780,15.71780,16.21690,11.63260,0.13420,0.42050,1.82970,49.18770,1.80850,1.86470,1.56080,1.80850,6.67850,0.2606,0.2153
2021-06-30,385.17700,14.88400,370.29300,148.79000,98.49500,,247.28500,123.00800,1.88000,124.88800,28.79600,96.09200,96.09200,96.09200,126.67600,123.00800,314.11700,322.94100,0.31000,0.30000,6.24000,,,96.13580,31.93550,31.93550,32.42350,24.94750,0.16270,0.59580,2.24260,40.13160,4.70330,4.85460,4.05920,4.70330,6.48960,0.5614,0.499
2021-03-31,270.23000,13.19800,257.03200,159.28800,102.35100,,261.63900,-4.60700,2.59200,-2.01500,-3.61600,1.60100,1.60100,1.60100,-1.38000,-4.60700,312.47300,321.28700,0.01000,0.00000,6.72300,,,95.11600,-1.70480,-1.70480,-0.74570,0.59250,0.12340,0.53310,1.52090,59.17390,0.08380,0.08670,0.07310,0.08380,6.10090,0.12310,0.08090
2020-12-31,270.05210,9.03700,261.01510,154.27900,82.43900,,236.71800,24.29700,3.83000,28.12700,-0.26100,28.38800,28.38800,28.38800,26.70700,24.29700,308.27100,318.00100,0.08000,0.09000,7.06250,,,96.65360,8.99720,8.99720,10.41540,10.51210,0.12640,0.43090,1.67860,53.61470,1.51070,1.56370,1.32820,1.51070,6.03000,0.0888,0.0453
2020-09-30,231.09200,8.72500,222.36700,176.76200,88.18500,,264.94700,-42.58000,4.55900,-38.02100,-5.98100,-32.04000,-32.04000,-32.04000,-40.22500,-42.58000,309.11600,309.11600,-0.10000,-0.10000,6.99210,,,96.22440,-18.42560,-18.42560,-16.45280,-13.86460,0.10950,0.45160,1.39100,64.70330,-1.73000,-1.79160,-1.51770,-1.73000,5.98580,0.0726,0.0517
2020-06-30,259.47900,9.22100,250.25800,114.93300,59.79100,,174.72400,75.53400,5.16200,80.69600,13.87500,66.82100,66.82100,66.82100,77.73500,75.53400,307.80700,318.14400,0.22000,0.21000,9.77470,,,96.44630,29.10990,29.10990,31.09920,25.75200,0.12680,0.55520,2.14300,41.99650,3.64480,3.77600,3.26510,3.64480,5.93530,0.3183,0.2965
2020-03-31,226.91500,9.28900,217.62600,101.87700,62.94000,,164.81700,52.80900,7.22600,60.03500,11.42300,48.61200,48.61200,48.61200,54.98400,52.80900,305.38800,315.83900,0.16000,0.15000,8.09310,,,95.90640,23.27260,23.27260,26.45700,21.42300,0.11600,0.60250,1.65220,54.47160,2.78160,2.88680,2.48580,2.78160,5.71540,0.17750,0.16820
2019-12-31,240.31000,10.52000,229.79000,94.44800,58.02600,,152.47400,77.31600,7.69800,85.01400,16.27100,68.74300,68.74300,68.74300,79.57600,77.31600,302.58400,315.00900,0.23000,0.22000,7.08380,,,95.62230,32.17350,32.17350,35.37680,28.60600,0.12740,0.81640,2.01820,44.59480,4.07740,4.23740,3.64560,4.07740,5.53080,0.5033,0.4802
2019-09-30,271.70300,7.53700,264.16600,97.29500,51.26500,,148.56000,115.60600,7.05100,122.65700,25.20500,97.45200,97.45200,97.45200,117.69600,115.60600,303.26800,315.45300,0.32000,0.31000,6.89100,0.01460,0.01480,97.22600,42.54870,42.54870,45.14380,35.86710,0.15220,0.56390,1.48000,60.81280,6.07660,6.32790,5.45990,5.98810,5.27930,0.2381,0.2316
2019-06-30,240.27500,7.53900,232.73600,81.93200,58.81500,,140.74700,91.98900,7.77800,99.76700,20.72500,79.04200,79.04200,79.04200,94.02500,91.98900,302.18800,314.91100,0.26000,0.25000,8.63970,0.01490,0.01510,96.86230,38.28490,38.28490,41.52200,32.89650,0.14620,0.61030,2.18570,41.17690,5.30970,5.54700,4.81050,5.23050,4.91650,0.4178,0.4141
2019-03-31,215.48700,7.50100,207.98600,63.28900,60.13800,,123.42700,84.55900,6.11200,90.67100,14.89600,75.77500,75.77500,75.77500,86.52100,84.55900,300.54200,314.64400,0.25000,0.24000,7.56240,0.01420,0.01440,96.51910,39.24090,39.24090,42.07730,35.16450,0.13980,0.73950,1.87190,48.07880,5.47100,5.73470,4.91470,5.39330,4.59350,0.51360,0.50620
2018-12-31,228.60200,7.35200,221.25000,57.27100,52.37700,,109.64800,111.60200,4.77000,116.37200,-243.71700,360.08900,360.08900,360.08900,110.90900,111.60200,297.89200,312.80300,1.22000,1.15000,8.50480,,,96.78390,48.81930,48.81940,50.90600,157.51790,0.16070,0.74730,1.40440,64.08250,27.96910,29.42460,25.31760,27.96910,4.29330,0.3329,0.3238
2018-09-30,225.39700,7.36000,218.03700,44.74100,48.12000,,92.86100,125.17600,3.77800,128.95400,2.32400,126.63000,126.63000,126.63000,129.60800,125.17600,298.41600,312.34600,0.42000,0.41000,8.65690,0.01360,0.01380,96.73470,55.53580,55.53580,57.21190,56.18090,0.22000,0.70550,2.15410,41.77990,13.82480,14.85780,12.36180,13.63690,3.06460,0.5276,0.48
2018-06-30,186.10800,5.99700,180.11100,42.48800,51.85300,,94.34100,85.77000,2.62500,88.39500,0.90100,87.49400,87.49400,87.49400,86.57500,85.77000,297.33600,312.24100,0.29000,0.28000,6.86670,,,96.77770,46.08610,46.08610,47.49660,47.01250,0.20430,0.71640,1.11330,80.83740,11.29000,12.30090,9.60250,11.29000,2.60150,0.2396,0.2003
2018-03-31,213.71900,5.63900,208.08000,37.75700,54.01600,,91.77300,116.30700,2.06400,118.37100,2.51400,115.85700,115.85700,115.85700,116.67800,116.30700,296.42100,313.69100,0.39000,0.37000,6.66610,,,97.36150,54.42050,54.42050,55.38630,54.21000,0.27580,0.74560,2.32310,38.74200,17.29810,19.11570,14.95090,17.29810,2.25740,0.22890,0.21950
2017-12-31,120.07200,4.19100,115.88100,32.20400,46.24600,,78.45000,37.43100,1.48700,38.91800,0.42900,38.48900,38.48900,38.48900,37.59400,37.43100,293.58800,312.00300,0.12000,0.12000,4.21010,0.04980,0.05240,96.50960,31.17380,31.17380,32.41220,32.05490,0.18320,0.62960,1.47890,60.85750,13.50680,17.39400,5.87350,12.83400,0.96200,0.1721,0.1159
