Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.66800,1.67100,1.99700,5.32900,-5.46100,131.86800,-129.87100,-60.51300,-190.38400,-190.38400,-190.38400,-29.84700,-8.79300,-129.87100,0.95060,0.95060,-31.50000,-31.50000,0.00890,0.45910,0.89980,54.44380,-3540.64900,-3540.64900,-5190.40400,-813.71320,0.00130,0.84870,106.04690,-22.47780,9.89020,-6.82910,-12.15870,136.57320,-2.2882,-2.2464
2024-06-30,0.33700,0.10900,0.22800,6.25000,-7.82800,135.15200,-134.92400,-76.92400,-211.84800,-211.84800,-211.84800,-25.13600,-13.85000,-134.92400,0.67700,0.67700,-37.25000,-37.25000,0.14470,0.41480,0.70880,67.65580,-40036.79000,-40036.79000,-62862.91000,-7458.75300,0.00010,0.27130,331.69140,-20.48810,11.40830,-7.28180,-11.98980,181.15210,-12.9195,-13.0591
2024-03-31,6.00100,1.67300,4.32800,5.56600,-7.88700,134.53400,-130.20600,-46.39400,-176.60000,-176.60000,-176.60000,-18.88200,-9.12500,-130.20600,0.60060,0.60060,-31.50000,-31.50000,0.23240,0.36190,0.56720,72.12130,-2169.73800,-2169.73800,-2942.84300,-314.64760,0.00200,4.83170,18.62690,-14.20190,9.98650,-5.81630,-9.06180,222.52460,-3.57170,-3.64330
2023-12-31,0.72800,0.17300,0.55500,5.81700,-15.66700,142.57600,-142.02100,-83.93200,-225.95310,-225.95310,-225.95310,-23.45700,-20.92900,-142.02100,0.35660,0.35660,-42.75000,-42.75000,0.47190,0.32360,0.47850,76.23630,-19508.39000,-19508.38000,-31037.52000,-3222.11700,0.00020,0.51810,173.69510,-15.92200,13.18540,-7.15040,-10.76930,255.62120,-50.1821,-51.8379
2023-09-30,0.44000,0.57400,-0.13400,6.13000,-9.33700,136.56000,-136.69400,-87.52300,-224.21700,-224.21700,-224.21700,-19.75500,-15.60100,-136.69400,0.50810,0.50810,-39.00000,-39.00000,0.54230,0.28160,0.39190,-30.45460,-31066.82000,-31066.82000,-50958.41000,-4489.77200,0.00010,0.28630,314.38640,-13.64130,13.92610,-6.83160,-9.80050,297.62710,62.3778,66.1134
2023-06-30,2.54200,0.37700,2.16500,7.70600,-13.88400,142.68200,-140.51700,-70.31200,-210.82900,-210.82900,-210.82900,-8.22000,-19.42500,-140.51700,0.19770,0.19770,-41.50000,-41.50000,0.29300,0.25450,0.34140,85.16920,-5527.81200,-5527.81200,-8293.82300,-323.36740,0.00070,0.46710,192.67510,-11.69010,13.41890,-6.18170,-8.71460,348.01780,-54.0688,-56.1458
2023-03-31,3.99500,1.02100,2.97400,6.85500,-23.27900,143.61200,-140.63800,-33.50800,-174.14600,-174.14600,-174.14600,-4.91600,-27.16000,-140.63800,0.14180,0.14180,-34.75000,-34.75000,0.45850,0.22880,0.29670,74.44310,-3520.35100,-3520.35100,-4359.09900,-123.05380,0.00110,0.82580,108.99120,-8.64870,11.75090,-4.90580,-6.66990,390.32750,-70.36490,-75.25290
2022-12-31,1.40000,0.14700,1.25300,6.91000,-16.30800,136.75800,-135.50500,-40.97200,-176.47700,-176.47700,-176.47700,10.42600,-21.96600,-135.50500,0.09890,0.09890,31.25000,31.25000,0.44380,0.12920,0.14840,89.50010,-9678.93200,-9678.92900,-12605.50000,744.71450,0.00040,0.16240,554.14300,-8.07500,14.98500,-5.16320,-7.03180,423.85720,-174.5062,-187.806
2022-09-30,8.50700,1.19800,7.30900,6.62100,-13.91800,132.49300,-125.18400,19.62800,-105.55600,-105.55600,-105.55600,-2.07200,-13.22900,-125.18400,0.11050,0.11050,-18.75000,-18.75000,0.92880,0.05210,0.05500,85.91750,-1471.54100,-1471.54100,-1240.81300,-24.35640,0.00130,0.91480,98.37900,-1.95750,-3.18450,-1.60550,-1.85550,1046.10300,2157.1363,2154.7384
2022-06-30,5.32800,0.70200,4.62600,5.98200,-26.89600,71.94100,-67.31500,-38.66600,-105.98100,-105.98100,-105.98100,-1.88000,-28.25200,-67.31500,0.02180,0.02180,-87.50000,-87.50000,0.99510,0.04190,0.04380,86.82430,-1263.42000,-1263.42000,-1989.13300,-35.28530,0.00080,1.76890,50.87840,-1.95670,-3.19160,-1.61390,-1.87460,1051.14000,-2797.772,-2812.24
