Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,8.18500,0.00700,8.17800,4.44600,-4.41000,11.65200,-3.47400,-10.41700,-13.89100,-13.89100,-13.89100,-13.89100,-0.67800,-3.47400,,,,0.00000,0.00600,,-0.03720,99.91450,-42.44350,-42.44350,-169.71290,-169.71290,0.06740,,,68.99050,68.99050,-11.44300,68.99050,-1966.27500,0.00000,
2021-12-31,8.77900,0.01100,8.76800,7.03900,-3.87710,11.11610,-2.34810,-17.83170,-20.17970,-20.17970,-20.17970,-20.17970,-2.21110,-2.34810,,,,0.00000,0.35210,-2.39460,-0.70540,99.87470,-26.74640,-26.74640,-229.86340,-229.86340,0.08440,2.15700,41.72460,13.32800,8.56430,-19.40250,45.24290,,0,0
2021-09-30,2.48700,0.01500,2.47200,2.87100,-2.56500,5.57200,-3.10000,-7.15900,-10.25900,-10.25900,-10.25900,-10.27500,-2.96400,-3.10000,,,,0.00000,0.13770,,,99.39690,-124.64820,-124.64820,-412.50500,-413.14830,0.01080,,,49.47720,49.47720,-4.45250,49.47720,-2024.88500,0,0
2021-06-30,3.36000,,3.36000,2.72300,-1.97800,,-1.51200,-5.76800,-7.28000,-7.28000,-7.28000,-7.28000,-1.51200,-1.51200,,,,0.00000,0.23480,,,100.00000,-45.00000,-45.00000,-216.66670,-216.66670,0.01460,,,-145.59990,-145.60000,-3.15600,-145.59990,345.46040,24.3911,24.3911
2021-03-31,,,,,-0.20990,,-0.20990,4.85160,4.64170,4.64170,4.64170,4.64170,-0.20990,-0.20990,0.00920,0.00920,100.00000,100.00000,0.81020,,,,,,,,,,,92.83400,92.83420,2.00980,92.83400,364.26370,-24.39110,-24.39110
2020-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,21.5501,21.5501
2020-09-30,,,,,-0.08890,,-0.08890,-0.36420,-0.45310,-0.45310,-0.45310,-0.45310,-0.08890,-0.08890,0.00850,0.00850,-18.75000,-18.75000,18.77820,,,,,,,,,,,-9.06190,-9.06190,-0.19580,-9.06190,412.88440,-21.5501,-21.5501
2020-06-30,,,,,0.00000,,0.00000,,0.00000,,,0.00000,,,0.00800,0.00800,0.00000,0.00000,0.15330,,3.04880,,,,,,,,,,,,,2.60870,0,0
2020-03-31,,,,,,,,,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.00000,
2019-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
