Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,289.15400,96.87800,192.27600,129.81800,129.81800,62.45800,62.45800,11.12800,51.33000,51.33000,,51.33000,61.20700,61.44800,0.84000,0.84000,0.08570,0.50230,33.62880,27.63720,0.01010,2.59230,3.37810,0.27780,2.37020,32.35080,0.9687,0.8344
2024-06-30,97.86500,98.12200,-0.25700,138.05500,138.05500,-138.31200,-138.31200,-37.70700,-100.60500,-100.60500,174.43700,73.83200,61.19700,61.41600,1.21000,1.20000,0.08980,0.44500,692.04470,-369.41870,-0.00110,-5.35380,-7.14680,-0.54520,-4.87290,30.70190,0.2731,0.208
2024-03-31,285.18900,97.01000,188.17900,138.66200,138.66200,49.51700,49.51700,7.98200,41.53500,41.53500,,41.53500,61.12800,61.34800,0.68000,0.68000,0.09920,0.63040,27.40850,22.99030,0.00980,2.46850,3.58840,0.22600,2.22350,27.50330,-0.95430,-1.03660
2023-12-31,313.71300,96.14000,217.57290,164.37700,164.37700,53.19590,53.19600,9.76400,43.43200,43.43200,,36.12300,61.05400,61.23100,0.59000,0.58000,0.10030,0.64650,25.22620,17.13000,0.01130,2.61350,3.63410,0.23200,2.35130,27.21170,1.0494,0.9357
2023-09-30,265.44300,89.88500,175.55800,138.71700,138.71700,36.84100,36.84100,6.28800,30.55300,30.55300,3.47600,34.02900,61.07000,61.26300,0.56000,0.56000,0.10550,0.82800,22.04310,20.36060,0.00910,1.94560,2.93600,0.16610,1.74030,25.71400,1.736,1.6138
2023-06-30,256.35700,78.62400,177.73300,130.07700,130.07700,47.65600,47.65600,6.45200,41.20400,41.20400,3.83300,45.03700,61.06300,61.23000,0.74000,0.74000,0.10550,0.98850,28.15270,26.60550,0.00920,2.62250,3.92650,0.22370,2.34590,25.72820,0.3883,0.2593
2023-03-31,250.27700,61.30500,188.97200,129.32900,129.32900,59.64300,59.64300,9.34300,50.30000,50.30000,,50.30000,61.01100,61.19300,0.82000,0.82000,0.10600,1.37530,31.73010,26.75960,0.01000,3.22000,4.78750,0.26650,2.87880,25.58760,0.04180,-0.21750
2022-12-31,221.68300,29.93000,191.75300,243.34600,243.34600,-51.59300,-51.59300,-17.53000,-34.06300,-34.06300,,-34.06300,61.24200,61.43200,-0.55000,-0.55000,0.11040,1.12940,-28.72090,-18.96220,0.01000,-2.28260,-3.49470,-0.18910,-2.03070,24.47220,1.1008,1.0072
2022-09-30,197.02900,8.31800,188.71100,138.29100,138.29100,50.42000,50.42000,7.96500,42.45500,42.45500,,42.45500,61.11500,61.31900,0.69000,0.69000,0.10920,0.63110,28.46690,23.96990,0.01030,2.81360,4.29650,0.24700,2.50620,24.75550,1.2778,1.1667
2022-06-30,170.43700,4.50800,165.92900,124.91500,124.91500,41.01400,41.01400,6.73000,34.28400,34.28400,,34.28400,61.37800,61.54600,0.56000,0.56000,0.10440,0.20650,24.89000,20.80580,0.00970,2.16070,3.18280,0.20220,1.93510,25.92600,1.4455,1.3788
