Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,24.68500,8.17100,-32.85600,6.37100,-26.48500,0.11400,-26.59900,-26.59900,-26.59900,-35.34100,-32.85600,29.93500,29.93500,-0.89000,-0.89000,19.35980,,,-5.68400,-5.68400,-5.37200,-5.68400,15.73080,-0.3065,-0.3058
2024-06-30,23.48500,7.36700,-30.85200,4.56000,-26.29200,0.06000,-26.35200,-26.35200,-26.35200,-31.33800,-30.85200,25.64900,25.64900,-1.03000,-1.03000,25.02420,,,-5.39080,-5.39080,-5.16490,-5.39080,16.45450,-0.5558,-0.5556
2024-03-31,23.70400,7.75800,-31.46200,4.51800,-26.94400,0.00500,-26.94900,-26.94900,-26.94900,-31.43600,-31.46200,24.81000,24.81000,-1.09000,-1.09000,23.69700,,,-7.97140,-7.97140,-7.60880,-7.97140,13.68930,-1.35430,-1.35700
2023-12-31,22.56500,7.14900,-29.71400,6.16700,-23.54700,0.03200,-23.57900,-23.57900,-23.57900,-29.68900,-29.71400,22.31600,22.31600,-0.90000,-0.90000,17.05590,,,-6.83210,-6.83210,-6.40740,-6.83210,14.16750,-1.0027,-1.0032
2023-09-30,14.41900,4.53900,-18.95800,4.85600,-14.10200,0.02000,-14.12200,-14.12200,-14.12200,-18.93300,-18.95800,24.31700,24.31700,-0.58000,-0.58000,25.96160,,,-3.93400,-3.93400,-3.75090,-3.93400,14.87110,-0.0462,-0.0478
2023-06-30,12.10000,5.22800,-17.32800,1.40500,-15.92300,0.02400,-15.94700,-15.94700,-15.94700,-17.30300,-17.32800,21.48500,21.48500,-0.74000,-0.74000,39.42300,,,-4.29580,-4.29580,-4.15100,-4.29580,16.24520,-0.3719,-0.3723
2023-03-31,20.18000,4.94500,-25.12500,2.36700,-22.75800,0.02300,-22.78100,-22.78100,-22.78100,-25.10000,-25.12500,18.95500,18.95500,-1.20000,-1.20000,24.26230,,,-9.78330,-9.78330,-9.34490,-9.78330,11.89550,-1.87110,-1.87260
2022-12-31,10.01600,5.00500,-15.02100,3.77700,-11.24400,,-11.24400,-11.24400,-11.24400,-14.99600,-15.02100,1.03900,1.03900,-7.42000,-7.42000,8.79130,,,-6.36690,-6.36690,-5.61620,-6.36690,10.14770,-6.7212,-6.7218
2022-09-30,7.88600,2.59300,-10.47900,-5.67100,-16.15000,,-16.15000,-16.15000,-16.15000,-10.45500,-10.47900,0.96000,0.96000,-16.82000,-16.82000,71.49180,,,-15.44460,-15.44460,-15.23140,-15.44460,24.15000,-9.7173,-9.7351
2022-06-30,7.71400,4.30100,-12.01500,2.43500,-9.58000,0.00000,-9.58000,-9.58000,-9.58000,-11.99300,-12.01500,0.94500,0.94500,-10.14000,-10.14000,17.57750,,0.02730,-8.96190,-8.96190,-8.45300,-8.96190,24.71950,-9.3996,-9.4183
2022-03-31,7.82100,2.13900,-9.96000,0.10700,-9.85300,,-9.85300,-9.85300,-9.85300,-9.94200,-9.96000,0.92400,0.92400,-10.67000,-10.67000,9.78920,,0.03730,-8.82800,-8.82800,-7.92770,-8.82800,25.81970,-14.82790,-14.93620
2021-12-31,-10.91300,-9.41400,20.32700,-2.24500,18.07700,,18.07700,18.07700,18.07700,20.17400,20.32700,0.87800,0.87800,-26.95000,-26.95000,6.74050,,,-28.15600,-28.15600,19.56150,-28.15600,-70.63040,-20.4456,-20.5089
2021-09-30,13.45500,4.99500,-18.45000,-0.10600,-18.55100,,-18.55100,-18.55100,-18.55100,-18.39200,-18.45000,4.30920,4.30920,-4.30000,-4.30000,12.22650,0.01160,0.04720,-13.16970,-13.16970,-11.92720,-13.01750,32.67250,-3.7271,-3.7413
2021-06-30,10.84200,5.47800,-16.32000,-0.12700,-16.44700,,-16.44700,-16.44700,-16.44700,-16.25800,-16.32000,4.30420,4.30420,-3.80000,-3.80000,14.89010,0.01800,0.05000,-10.43050,-10.43050,-9.53880,-10.24280,36.62340,-2.5015,-2.5015
2021-03-31,11.78600,4.70400,-16.49000,-2.55800,-19.04800,,-19.04800,-19.04800,-19.04800,-16.42500,-16.49000,3.20270,3.20270,-5.90000,-5.90000,13.69080,0.02360,0.05330,-11.12870,-11.12870,-10.05800,-10.86660,39.80300,-4.68570,-4.68570
2020-12-31,7.69800,2.09600,-9.79400,-4.52100,-14.31500,,-14.31500,-14.31500,-14.31500,-9.70700,-9.79400,1.51150,1.51150,-9.40000,-9.40000,0.20360,-0.29280,-0.98990,65.48190,65.48190,-172.07600,84.65410,-14.04500,-6.0305,-6.0308
2020-09-30,6.72700,1.22200,-7.94900,-2.05400,-10.00300,,-10.00300,-10.00300,-10.00300,-7.86900,-7.94900,1.52830,1.52830,-6.50000,-6.50000,2.91000,,,-200.05980,-200.05880,-8.17510,-200.05980,11.69050,-4.5294,-4.5437
2020-06-30,5.52800,1.13800,-6.66600,-0.10700,-6.77300,,-6.77300,-6.77300,-6.77300,-6.58800,-6.66600,1.52660,1.52660,-4.40000,-4.40000,,,,,,,,,-4.2631,-4.2631
2020-03-31,8.21700,1.41400,-9.63100,-0.11500,-9.74600,,-9.74600,-9.74600,-9.74600,-9.55400,-9.63100,1.44960,1.44960,-6.70000,-6.70000,,,,,,,,,-6.81640,-6.81640
